"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0018579,-4.1586e-07,1.9225e-05,-5.9462e-09,0.021185,-4.1586e-07,1.9225e-05,-5.9462e-09,-3.6503e-09,1.6883e-07,-1.5639e-11,-3.6503e-09,1.6883e-07,-1.5639e-11,1e-10,0,0,1,0.004,0.069,0,0.03
0.0025636,-5.776e-07,2.6681e-05,-7.6087e-09,0.029328,-5.776e-07,2.6681e-05,-7.6087e-09,-5.4002e-09,2.4937e-07,-2.7224e-11,-5.4002e-09,2.4937e-07,-2.7224e-11,1e-10,0,3.5247e-29,1,0.00425,0.06925,0,0.03
0.0032692,-7.3934e-07,3.4137e-05,-9.2712e-09,0.03747,-7.3934e-07,3.4137e-05,-9.2712e-09,-7.15e-09,3.2991e-07,-3.8809e-11,-7.15e-09,3.2991e-07,-3.8809e-11,9.9999e-11,-3.4814e-17,4.7215e-14,1,0.0045,0.0695,0,0.03
0.0039748,-9.0109e-07,4.1593e-05,-1.0934e-08,0.045613,-9.0109e-07,4.1593e-05,-1.0934e-08,-8.8998e-09,4.1046e-07,-5.0394e-11,-8.8998e-09,4.1046e-07,-5.0394e-11,1e-10,0,0,1,0.00475,0.06975,0,0.03
0.0053455,-1.2189e-06,5.6225e-05,-1.3553e-08,0.059968,-1.2189e-06,5.6225e-05,-1.3553e-08,-1.2336e-08,5.685e-07,-7.0922e-11,-1.2336e-08,5.685e-07,-7.0922e-11,1e-10,0,-1.4099e-28,1,0.005,0.07,0,0.03
0.0068824,-1.5757e-06,7.2652e-05,-1.6412e-08,0.075875,-1.5757e-06,7.2652e-05,-1.6412e-08,-1.6194e-08,7.4592e-07,-9.3685e-11,-1.6194e-08,7.4592e-07,-9.3685e-11,1e-10,3.3727e-17,-3.9789e-14,1,0.00525,0.07025,0,0.03
0.0084194,-1.9325e-06,8.9079e-05,-1.9272e-08,0.091783,-1.9325e-06,8.9079e-05,-1.9272e-08,-2.0051e-08,9.2334e-07,-1.1645e-10,-2.0051e-08,9.2334e-07,-1.1645e-10,1e-10,0,-8.4592e-28,1,0.0055,0.0705,0,0.03
0.010877,-2.5088e-06,0.00011559,-2.3045e-08,0.11428,-2.5088e-06,0.00011559,-2.3045e-08,-2.6013e-08,1.1974e-06,-1.4488e-10,-2.6013e-08,1.1974e-06,-1.4488e-10,1e-10,3.3727e-17,7.0493e-29,1,0.00575,0.07075,0,0.03
0.01395,-3.2315e-06,0.00014883,-2.7427e-08,0.14116,-3.2315e-06,0.00014882,-2.7427e-08,-3.3378e-08,1.5358e-06,-1.7709e-10,-3.3378e-08,1.5358e-06,-1.7709e-10,1e-10,0,0,1,0.006,0.071,0,0.03
0.017022,-3.9542e-06,0.00018206,-3.181e-08,0.16805,-3.9542e-06,0.00018206,-3.181e-08,-4.0742e-08,1.8743e-06,-2.0929e-10,-4.0742e-08,1.8743e-06,-2.0929e-10,1e-10,0,1.0574e-28,1,0.00625,0.07125,0,0.03
0.02106,-4.9111e-06,0.00022605,-3.68e-08,0.19972,-4.9111e-06,0.00022605,-3.68e-08,-4.9947e-08,2.2971e-06,-2.425e-10,-4.9947e-08,2.2971e-06,-2.425e-10,1e-10,-3.4815e-17,0,1,0.0065,0.0715,0,0.03
0.026548,-6.2193e-06,0.00028617,-4.27e-08,0.23857,-6.2193e-06,0.00028617,-4.27e-08,-6.1912e-08,2.8466e-06,-2.7721e-10,-6.1912e-08,2.8466e-06,-2.7721e-10,1e-10,-3.4815e-17,1.1231e-14,1,0.00675,0.07175,0,0.03
0.032035,-7.5276e-06,0.00034629,-4.86e-08,0.27742,-7.5276e-06,0.00034629,-4.86e-08,-7.3876e-08,3.396e-06,-3.1192e-10,-7.3876e-08,3.396e-06,-3.1192e-10,1e-10,3.2639e-17,3.5247e-29,1,0.007,0.072,0,0.03
0.038165,-8.9951e-06,0.00041372,-5.4716e-08,0.31815,-8.9951e-06,0.00041372,-5.4716e-08,-8.6775e-08,3.9883e-06,-3.4535e-10,-8.6775e-08,3.9883e-06,-3.4535e-10,1e-10,3.3727e-17,-7.0493e-29,1,0.00725,0.07225,0,0.03
0.046869,-1.1099e-05,0.00051036,-6.169e-08,0.36643,-1.1099e-05,0.00051036,-6.169e-08,-1.0341e-07,4.7518e-06,-3.7363e-10,-1.0341e-07,4.7518e-06,-3.7363e-10,1e-10,0,4.3486e-14,1,0.0075,0.0725,0,0.03
0.055572,-1.3203e-05,0.000607,-6.8664e-08,0.41471,-1.3203e-05,0.000607,-6.8664e-08,-1.2004e-07,5.5154e-06,-4.0191e-10,-1.2004e-07,5.5154e-06,-4.0191e-10,1e-10,0,3.5247e-29,1,0.00775,0.07275,0,0.03
0.064275,-1.5308e-05,0.00070365,-7.5638e-08,0.46299,-1.5308e-05,0.00070365,-7.5638e-08,-1.3668e-07,6.279e-06,-4.302e-10,-1.3668e-07,6.279e-06,-4.302e-10,1e-10,0,4.2296e-28,1,0.008,0.073,0,0.03
0.076653,-1.8344e-05,0.00084304,-8.2908e-08,0.51554,-1.8344e-05,0.00084304,-8.2908e-08,-1.5691e-07,7.2074e-06,-4.4377e-10,-1.5691e-07,7.2074e-06,-4.4377e-10,1e-10,-3.4815e-17,1.4099e-28,1,0.00825,0.07325,0,0.03
0.08903,-2.138e-05,0.00098243,-9.0179e-08,0.56809,-2.138e-05,0.00098243,-9.0179e-08,-1.7714e-07,8.1358e-06,-4.5734e-10,-1.7714e-07,8.1358e-06,-4.5734e-10,1e-10,-6.7455e-17,2.2912e-13,1,0.0085,0.0735,0,0.03
0.10141,-2.4416e-05,0.0011218,-9.7449e-08,0.62064,-2.4416e-05,0.0011218,-9.7449e-08,-1.9737e-07,9.0642e-06,-4.7091e-10,-1.9737e-07,9.0642e-06,-4.7091e-10,1e-10,0,2.2558e-27,1,0.00875,0.07375,0,0.03
0.11674,-2.8223e-05,0.0012966,-1.0421e-07,0.67218,-2.8223e-05,0.0012966,-1.0421e-07,-2.1909e-07,1.0061e-05,-4.6751e-10,-2.1909e-07,1.0061e-05,-4.6751e-10,1e-10,-3.4815e-17,-7.0493e-29,1,0.009,0.074,0,0.03
0.1328,-3.2224e-05,0.0014803,-1.1085e-07,0.72347,-3.2224e-05,0.0014803,-1.1085e-07,-2.4118e-07,1.1075e-05,-4.5985e-10,-2.4118e-07,1.1075e-05,-4.5985e-10,1e-10,0,-3.618e-14,1,0.00925,0.07425,0,0.03
0.14887,-3.6224e-05,0.0016639,-1.1748e-07,0.77475,-3.6224e-05,0.0016639,-1.1748e-07,-2.6327e-07,1.2088e-05,-4.522e-10,-2.6327e-07,1.2088e-05,-4.522e-10,1e-10,0,-5.6395e-28,1,0.0095,0.0745,0,0.03
0.16694,-4.0769e-05,0.0018725,-1.2315e-07,0.82274,-4.0769e-05,0.0018725,-1.2315e-07,-2.8537e-07,1.3102e-05,-4.2875e-10,-2.8537e-07,1.3102e-05,-4.2875e-10,1e-10,0,3.5247e-29,1,0.00975,0.07475,0,0.03
0.18635,-4.5678e-05,0.0020978,-1.2817e-07,0.86851,-4.5678e-05,0.0020978,-1.2817e-07,-3.0746e-07,1.4116e-05,-3.9478e-10,-3.0746e-07,1.4116e-05,-3.9478e-10,1e-10,0,0,1,0.01,0.075,0,0.03
0.20576,-5.0585e-05,0.0023231,-1.3319e-07,0.91429,-5.0585e-05,0.0023231,-1.3319e-07,-3.2955e-07,1.513e-05,-3.6081e-10,-3.2955e-07,1.513e-05,-3.6081e-10,1e-10,-3.2639e-17,3.5247e-29,1,0.01025,0.07525,0,0.03
0.22627,-5.5809e-05,0.0025628,-1.3717e-07,0.95682,-5.5809e-05,0.0025628,-1.3717e-07,-3.5095e-07,1.6112e-05,-3.1481e-10,-3.5095e-07,1.6112e-05,-3.1481e-10,1e-10,0,1.4099e-28,1,0.0105,0.0755,0,0.03
0.24844,-6.1508e-05,0.0028244,-1.3957e-07,0.99448,-6.1508e-05,0.0028244,-1.3957e-07,-3.713e-07,1.7046e-05,-2.5076e-10,-3.713e-07,1.7046e-05,-2.5076e-10,1e-10,0,9.5454e-15,1,0.01075,0.07575,0,0.03
0.27062,-6.7206e-05,0.0030859,-1.4197e-07,1.0321,-6.7206e-05,0.0030859,-1.4197e-07,-3.9165e-07,1.798e-05,-1.8672e-10,-3.9165e-07,1.798e-05,-1.8672e-10,1e-10,0,-3.5247e-29,1,0.011,0.076,0,0.03
0.2932,-7.3031e-05,0.0033533,-1.4365e-07,1.0679,-7.3031e-05,0.0033533,-1.4365e-07,-4.1135e-07,1.8884e-05,-1.165e-10,-4.1135e-07,1.8884e-05,-1.165e-10,1e-10,-3.4815e-17,1.4099e-28,1,0.01125,0.07625,0,0.03
0.31745,-7.9368e-05,0.0036441,-1.4244e-07,1.096,-7.9368e-05,0.0036441,-1.4244e-07,-4.2838e-07,1.9666e-05,-2.1575e-11,-4.2838e-07,1.9666e-05,-2.1575e-11,1e-10,0,3.7022e-14,1,0.0115,0.0765,0,0.03
0.3417,-8.5705e-05,0.0039349,-1.4123e-07,1.1241,-8.5705e-05,0.0039349,-1.4123e-07,-4.4542e-07,2.0448e-05,7.3349e-11,-4.4542e-07,2.0448e-05,7.3349e-11,1e-10,-3.4815e-17,8.3028e-14,1,0.01175,0.07675,0,0.03
0.36595,-9.2041e-05,0.0042257,-1.4002e-07,1.1522,-9.2041e-05,0.0042257,-1.4002e-07,-4.6246e-07,2.1229e-05,1.6827e-10,-4.6246e-07,2.1229e-05,1.6827e-10,1e-10,0,7.0493e-29,1,0.012,0.077,0,0.03
0.39154,-9.8846e-05,0.004538,-1.3431e-07,1.1699,-9.8846e-05,0.004538,-1.3431e-07,-4.7477e-07,2.1794e-05,2.8924e-10,-4.7477e-07,2.1794e-05,2.8924e-10,1e-10,0,8.0794e-14,1,0.01225,0.07725,0,0.03
0.41714,-0.00010565,0.0048504,-1.286e-07,1.1876,-0.00010565,0.0048504,-1.286e-07,-4.8709e-07,2.2359e-05,4.1021e-10,-4.8709e-07,2.2359e-05,4.1021e-10,1e-10,3.3727e-17,3.5793e-14,1,0.0125,0.0775,0,0.03
0.44273,-0.00011246,0.0051627,-1.229e-07,1.2054,-0.00011246,0.0051627,-1.229e-07,-4.994e-07,2.2923e-05,5.3117e-10,-4.994e-07,2.2923e-05,5.3117e-10,1e-10,3.3727e-17,7.0493e-29,1,0.01275,0.07775,0,0.03
0.46879,-0.00011949,0.0054854,-1.1312e-07,1.2144,-0.00011949,0.0054854,-1.1312e-07,-5.0696e-07,2.327e-05,6.6257e-10,-5.0696e-07,2.327e-05,6.6257e-10,1e-10,0,1.7623e-29,1,0.013,0.078,0,0.03
0.49497,-0.00012658,0.0058108,-1.0233e-07,1.2211,-0.00012658,0.0058108,-1.0233e-07,-5.1334e-07,2.3561e-05,7.9656e-10,-5.1334e-07,2.3561e-05,7.9656e-10,1e-10,-3.4815e-17,8.682e-15,1,0.01325,0.07825,0,0.03
0.52114,-0.00013367,0.0061361,-9.1541e-08,1.2279,-0.00013367,0.0061361,-9.1541e-08,-5.1972e-07,2.3853e-05,9.3055e-10,-5.1972e-07,2.3853e-05,9.3055e-10,1e-10,3.3727e-17,-3.5247e-29,1,0.0135,0.0785,0,0.03
0.54721,-0.00014081,0.0064639,-7.7692e-08,1.2278,-0.00014081,0.0064639,-7.7692e-08,-5.2198e-07,2.3956e-05,1.0588e-09,-5.2198e-07,2.3956e-05,1.0588e-09,1e-10,-3.4815e-17,-4.2296e-28,1,0.01375,0.07875,0,0.03
0.5732,-0.00014799,0.0067934,-6.1803e-08,1.223,-0.00014799,0.0067934,-6.1803e-08,-5.2151e-07,2.3932e-05,1.1833e-09,-5.2151e-07,2.3932e-05,1.1833e-09,1e-10,3.3728e-17,-1.7786e-22,1,0.014,0.079,0,0.03
0.5992,-0.00015517,0.0071228,-4.5915e-08,1.2182,-0.00015517,0.0071228,-4.5915e-08,-5.2103e-07,2.3908e-05,1.3078e-09,-5.2103e-07,2.3908e-05,1.3078e-09,1e-10,3.264e-17,-2.8197e-28,1,0.01425,0.07925,0,0.03
0.6248,-0.0001623,0.0074501,-2.8335e-08,1.2086,-0.0001623,0.0074501,-2.8335e-08,-5.1761e-07,2.3749e-05,1.4161e-09,-5.1761e-07,2.3749e-05,1.4161e-09,1e-10,0,7.0493e-29,1,0.0145,0.0795,0,0.03
0.64983,-0.00016937,0.0077741,-8.2153e-09,1.1918,-0.00016937,0.0077741,-8.2155e-09,-5.0978e-07,2.3387e-05,1.5004e-09,-5.0978e-07,2.3387e-05,1.5004e-09,1e-10,-3.4816e-17,8.5534e-15,1,0.01475,0.07975,0,0.03
0.67485,-0.00017643,0.0080981,1.1903e-08,1.1749,-0.00017643,0.0080981,1.1903e-08,-5.0194e-07,2.3024e-05,1.5846e-09,-5.0194e-07,2.3024e-05,1.5846e-09,1e-10,3.3728e-17,-1.7623e-29,1,0.015,0.08,0,0.03
0.69952,-0.00018343,0.008419,3.2459e-08,1.1555,-0.00018343,0.008419,3.2459e-08,-4.9265e-07,2.2595e-05,1.6541e-09,-4.9265e-07,2.2595e-05,1.6541e-09,1e-10,0,-1.4099e-28,1,0.01525,0.08025,0,0.03
0.72277,-0.00019016,0.0087275,5.4757e-08,1.126,-0.00019016,0.0087275,5.4757e-08,-4.7752e-07,2.1897e-05,1.6645e-09,-4.7752e-07,2.1897e-05,1.6645e-09,1e-10,-3.4816e-17,3.3332e-14,1,0.0155,0.0805,0,0.03
0.74602,-0.00019688,0.009036,7.7057e-08,1.0966,-0.00019688,0.009036,7.7057e-08,-4.624e-07,2.1199e-05,1.6749e-09,-4.624e-07,2.1199e-05,1.6749e-09,1e-10,0,7.4765e-14,1,0.01575,0.08075,0,0.03
0.76927,-0.00020361,0.0093444,9.9355e-08,1.0671,-0.00020361,0.0093444,9.9355e-08,-4.4727e-07,2.0502e-05,1.6853e-09,-4.4727e-07,2.0502e-05,1.6853e-09,1e-10,0,7.0493e-29,1,0.016,0.081,0,0.03
0.78995,-0.00020978,0.0096269,1.2046e-07,1.0252,-0.00020978,0.0096269,1.2046e-07,-4.257e-07,1.9508e-05,1.5967e-09,-4.257e-07,1.9508e-05,1.5967e-09,1e-10,-3.4817e-17,7.2851e-14,1,0.01625,0.08125,0,0.03
0.81063,-0.00021595,0.0099095,1.4156e-07,0.98328,-0.00021595,0.0099095,1.4156e-07,-4.0414e-07,1.8514e-05,1.5081e-09,-4.0414e-07,1.8514e-05,1.5081e-09,1e-10,-3.4817e-17,3.2279e-14,1,0.0165,0.0815,0,0.03
0.83131,-0.00022211,0.010192,1.6266e-07,0.94135,-0.00022211,0.010192,1.6266e-07,-3.8257e-07,1.752e-05,1.4195e-09,-3.8257e-07,1.752e-05,1.4195e-09,1e-10,0,0,1,0.01675,0.08175,0,0.03
0.84934,-0.00022765,0.010446,1.7927e-07,0.89065,-0.00022765,0.010446,1.7927e-07,-3.5736e-07,1.636e-05,1.2524e-09,-3.5736e-07,1.636e-05,1.2524e-09,1e-10,0,0,1,0.017,0.082,0,0.03
0.8667,-0.00023304,0.010692,1.9477e-07,0.83777,-0.00023304,0.010692,1.9477e-07,-3.3123e-07,1.5157e-05,1.0658e-09,-3.3123e-07,1.5157e-05,1.0658e-09,1e-10,-3.4818e-17,4.5225e-14,1,0.01725,0.08225,0,0.03
0.88407,-0.00023842,0.010938,2.1026e-07,0.78487,-0.00023842,0.010938,2.1026e-07,-3.051e-07,1.3955e-05,8.7914e-10,-3.051e-07,1.3955e-05,8.7914e-10,1e-10,3.373e-17,0,1,0.0175,0.0825,0,0.03
0.89911,-0.00024323,0.011158,2.1983e-07,0.72787,-0.00024323,0.011158,2.1983e-07,-2.781e-07,1.2713e-05,6.6173e-10,-2.781e-07,1.2713e-05,6.6173e-10,1e-10,3.2643e-17,-1.4099e-28,1,0.01775,0.08275,0,0.03
0.9126,-0.00024765,0.01136,2.2545e-07,0.66812,-0.00024765,0.01136,2.2545e-07,-2.5051e-07,1.1445e-05,4.2382e-10,-2.5051e-07,1.1445e-05,4.2382e-10,1e-10,-3.4819e-17,-1.6328e-22,1,0.018,0.083,0,0.03
0.92609,-0.00025207,0.011563,2.3107e-07,0.60837,-0.00025207,0.011563,2.3107e-07,-2.2293e-07,1.0177e-05,1.859e-10,-2.2293e-07,1.0177e-05,1.859e-10,1e-10,6.7463e-17,-2.8197e-28,1,0.01825,0.08325,0,0.03
0.93795,-0.00025608,0.011745,2.3198e-07,0.54879,-0.00025608,0.011745,2.3198e-07,-1.9637e-07,8.9573e-06,-3.5822e-11,-1.9637e-07,8.9573e-06,-3.5822e-11,1e-10,-3.482e-17,3.5247e-29,1,0.0185,0.0835,0,0.03
0.94739,-0.00025946,0.0119,2.2581e-07,0.48944,-0.00025946,0.0119,2.2581e-07,-1.7134e-07,7.8094e-06,-2.3325e-10,-1.7134e-07,7.8094e-06,-2.3325e-10,1e-10,0,7.4096e-15,1,0.01875,0.08375,0,0.03
0.95682,-0.00026283,0.012054,2.1964e-07,0.4301,-0.00026283,0.012054,2.1964e-07,-1.4632e-07,6.6616e-06,-4.3067e-10,-1.4632e-07,6.6616e-06,-4.3067e-10,1e-10,3.3733e-17,1.7623e-29,1,0.019,0.084,0,0.03
0.9656,-0.00026604,0.0122,2.1143e-07,0.37231,-0.00026604,0.0122,2.1143e-07,-1.2235e-07,5.5628e-06,-6.0319e-10,-1.2235e-07,5.5628e-06,-6.0319e-10,1e-10,6.7468e-17,7.0493e-29,1,0.01925,0.08425,0,0.03
0.97179,-0.00026857,0.012315,1.9501e-07,0.32075,-0.00026857,0.012315,1.9501e-07,-1.0259e-07,4.6599e-06,-6.7608e-10,-1.0259e-07,4.6599e-06,-6.7608e-10,1e-10,3.3735e-17,2.8822e-14,1,0.0195,0.0845,0,0.03
0.97798,-0.0002711,0.01243,1.786e-07,0.26919,-0.0002711,0.01243,1.786e-07,-8.2842e-08,3.757e-06,-7.4898e-10,-8.2842e-08,3.757e-06,-7.4898e-10,1e-10,0,6.4653e-14,1,0.01975,0.08475,0,0.03
0.98417,-0.00027363,0.012545,1.6218e-07,0.21762,-0.00027363,0.012545,1.6218e-07,-6.3089e-08,2.8541e-06,-8.2188e-10,-6.3089e-08,2.8541e-06,-8.2188e-10,1e-10,0,0,1,0.02,0.085,0,0.03
0.98663,-0.00027514,0.012614,1.4588e-07,0.18774,-0.00027514,0.012614,1.4588e-07,-5.314e-08,2.4018e-06,-7.6915e-10,-5.314e-08,2.4018e-06,-7.6915e-10,1e-10,3.2649e-17,3.5247e-29,1,0.02025,0.08525,0,0.03
0.98909,-0.00027665,0.012682,1.2957e-07,0.15786,-0.00027665,0.012682,1.2957e-07,-4.319e-08,1.9496e-06,-7.1641e-10,-4.319e-08,1.9496e-06,-7.1641e-10,1e-10,0,0,1,0.0205,0.0855,0,0.03
0.99155,-0.00027816,0.012751,1.1327e-07,0.12799,-0.00027816,0.012751,1.1327e-07,-3.3241e-08,1.4974e-06,-6.6368e-10,-3.3241e-08,1.4974e-06,-6.6368e-10,1e-10,0,-3.5247e-29,1,0.02075,0.08575,0,0.03
0.99402,-0.00027967,0.01282,9.6963e-08,0.098106,-0.00027967,0.01282,9.6963e-08,-2.3291e-08,1.0452e-06,-6.1095e-10,-2.3291e-08,1.0452e-06,-6.1095e-10,1e-10,-3.4827e-17,0,1,0.021,0.086,0,0.03
0.99503,-0.00028078,0.01287,8.4309e-08,0.082211,-0.00028078,0.01287,8.4309e-08,-1.9066e-08,8.548e-07,-5.2312e-10,-1.9066e-08,8.548e-07,-5.2312e-10,1e-10,3.374e-17,-2.1148e-28,1,0.02125,0.08625,0,0.03
0.99604,-0.00028189,0.012921,7.1655e-08,0.066316,-0.00028189,0.012921,7.1655e-08,-1.4841e-08,6.6444e-07,-4.3528e-10,-1.4841e-08,6.6444e-07,-4.3528e-10,1e-10,0,1.1535e-22,1,0.0215,0.0865,0,0.03
0.99706,-0.000283,0.012971,5.9001e-08,0.05042,-0.000283,0.012971,5.9001e-08,-1.0616e-08,4.7407e-07,-3.4745e-10,-1.0616e-08,4.7407e-07,-3.4745e-10,1e-10,3.4831e-17,7.0493e-29,1,0.02175,0.08675,0,0.03
0.99807,-0.00028411,0.013022,4.6347e-08,0.034525,-0.00028411,0.013022,4.6347e-08,-6.3913e-09,2.8371e-07,-2.5962e-10,-6.3913e-09,2.8371e-07,-2.5962e-10,1e-10,0,5.6395e-28,1,0.022,0.087,0,0.03
0.99838,-0.00028502,0.013063,3.9483e-08,0.028565,-0.00028502,0.013063,3.9483e-08,-5.1348e-09,2.2768e-07,-2.1195e-10,-5.1348e-09,2.2768e-07,-2.1195e-10,1e-10,3.3745e-17,5.287e-29,1,0.02225,0.08725,0,0.03
0.9987,-0.00028593,0.013105,3.2619e-08,0.022605,-0.00028593,0.013105,3.2619e-08,-3.8783e-09,1.7166e-07,-1.6429e-10,-3.8783e-09,1.7166e-07,-1.6429e-10,1e-10,0,0,1,0.0225,0.0875,0,0.03
0.99901,-0.00028684,0.013146,2.5755e-08,0.016646,-0.00028684,0.013146,2.5755e-08,-2.6217e-09,1.1563e-07,-1.1663e-10,-2.6217e-09,1.1563e-07,-1.1663e-10,1e-10,3.3748e-17,5.287e-29,1,0.02275,0.08775,0,0.03
0.99932,-0.00028775,0.013188,1.8891e-08,0.010686,-0.00028775,0.013188,1.8891e-08,-1.3652e-09,5.9604e-08,-6.8963e-11,-1.3652e-09,5.9604e-08,-6.8963e-11,1e-10,3.375e-17,-1.4099e-28,1,0.023,0.088,0,0.03
0.99941,-0.0002886,0.013227,1.567e-08,0.0087894,-0.0002886,0.013227,1.567e-08,-1.076e-09,4.6862e-08,-5.6001e-11,-1.076e-09,4.6862e-08,-5.6001e-11,1e-10,3.2662e-17,-3.5247e-29,1,0.02325,0.08825,0,0.03
0.9995,-0.00028944,0.013265,1.2448e-08,0.0068929,-0.00028944,0.013265,1.2448e-08,-7.869e-10,3.412e-08,-4.3039e-11,-7.869e-10,3.412e-08,-4.3039e-11,1e-10,0,0,1,0.0235,0.0885,0,0.03
0.99959,-0.00029029,0.013304,9.2263e-09,0.0049965,-0.00029029,0.013304,9.2263e-09,-4.9776e-10,2.1378e-08,-3.0077e-11,-4.9776e-10,2.1378e-08,-3.0077e-11,1e-10,0,-1.7623e-29,1,0.02375,0.08875,0,0.03
