"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.059053,-1.304e-05,0.00059812,-1.6665e-08,0.3138,-1.3039e-05,0.00059807,-1.6661e-08,-1.1999e-05,0.00055105,-4.0835e-08,-1.1999e-05,0.00055105,-4.0835e-08,0.8174,1e-10,1.088e-18,1e-10,3.5247e-28,1,0.0025,0.0675,0,0.04
0.067394,-1.4945e-05,0.00068552,-1.8493e-08,0.34413,-1.4944e-05,0.00068545,-1.8489e-08,-1.3668e-05,0.00062766,-4.2006e-08,-1.3668e-05,0.00062766,-4.2006e-08,0.89587,1e-10,6.8543e-17,1e-10,1.2687e-14,1,0.00275,0.06775,0,0.04
0.075734,-1.685e-05,0.00077291,-2.032e-08,0.37445,-1.6849e-05,0.00077284,-2.0316e-08,-1.5336e-05,0.00070427,-4.3178e-08,-1.5336e-05,0.00070427,-4.3178e-08,0.97434,1e-10,0,1e-10,-7.0493e-29,1,0.003,0.068,0,0.04
0.084626,-1.8888e-05,0.0008664,-2.2293e-08,0.40739,-1.8887e-05,0.00086633,-2.2289e-08,-1.7091e-05,0.00078485,-4.4304e-08,-1.7091e-05,0.00078485,-4.4304e-08,1.0595,1e-10,-6.7455e-17,1e-10,0,1,0.00325,0.06825,0,0.04
0.095723,-2.1459e-05,0.00098431,-2.4848e-08,0.4508,-2.1457e-05,0.00098423,-2.4843e-08,-1.9192e-05,0.0008813,-4.5247e-08,-1.9192e-05,0.0008813,-4.5247e-08,1.1714,1e-10,0,1e-10,4.9028e-14,1,0.0035,0.0685,0,0.04
0.10682,-2.4029e-05,0.0011022,-2.7402e-08,0.49421,-2.4027e-05,0.0011021,-2.7398e-08,-2.1293e-05,0.00097775,-4.6191e-08,-2.1293e-05,0.00097775,-4.6191e-08,1.2833,1e-10,0,1e-10,1.7623e-29,1,0.00375,0.06875,0,0.04
0.11792,-2.6599e-05,0.0012201,-2.9957e-08,0.53762,-2.6597e-05,0.00122,-2.9952e-08,-2.3395e-05,0.0010742,-4.7134e-08,-2.3395e-05,0.0010742,-4.7134e-08,1.3952,1e-10,0,1e-10,1.4099e-28,1,0.004,0.069,0,0.04
0.13272,-3.0075e-05,0.0013796,-3.3069e-08,0.59287,-3.0072e-05,0.0013795,-3.3064e-08,-2.5934e-05,0.0011907,-4.7177e-08,-2.5934e-05,0.0011907,-4.7177e-08,1.5369,1e-10,-6.7455e-17,1e-10,0,1,0.00425,0.06925,0,0.04
0.14753,-3.355e-05,0.001539,-3.618e-08,0.64813,-3.3547e-05,0.0015389,-3.6176e-08,-2.8473e-05,0.0013072,-4.722e-08,-2.8473e-05,0.0013072,-4.722e-08,1.6786,1e-10,0,1e-10,4.7215e-14,1,0.0045,0.0695,0,0.04
0.16234,-3.7026e-05,0.0016984,-3.9292e-08,0.70339,-3.7023e-05,0.0016983,-3.9287e-08,-3.1013e-05,0.0014238,-4.7262e-08,-3.1013e-05,0.0014238,-4.7262e-08,1.8204,1e-10,0,1e-10,7.0493e-29,1,0.00475,0.06975,0,0.04
0.18069,-4.138e-05,0.0018982,-4.239e-08,0.76428,-4.1376e-05,0.001898,-4.2385e-08,-3.3766e-05,0.0015501,-4.5625e-08,-3.3766e-05,0.0015501,-4.5625e-08,1.9758,1e-10,0,1e-10,-2.8197e-28,1,0.005,0.07,0,0.04
0.19992,-4.5953e-05,0.0021079,-4.5484e-08,0.82658,-4.5949e-05,0.0021078,-4.548e-08,-3.6574e-05,0.0016789,-4.3568e-08,-3.6574e-05,0.0016789,-4.3568e-08,2.1346,1e-10,1.36e-16,1e-10,-3.9789e-14,1,0.00525,0.07025,0,0.04
0.21915,-5.0527e-05,0.0023177,-4.8579e-08,0.88888,-5.0523e-05,0.0023176,-4.8574e-08,-3.9381e-05,0.0018077,-4.1511e-08,-3.9381e-05,0.0018077,-4.1511e-08,2.2934,1e-10,6.8543e-17,1e-10,-5.6395e-28,1,0.0055,0.0705,0,0.04
0.24114,-5.5805e-05,0.0025599,-5.1039e-08,0.95036,-5.5801e-05,0.0025597,-5.1035e-08,-4.2121e-05,0.0019334,-3.7439e-08,-4.2121e-05,0.0019334,-3.7439e-08,2.4496,1e-10,0,1e-10,7.0493e-29,1,0.00575,0.07075,0,0.04
0.26497,-6.1553e-05,0.0028235,-5.3077e-08,1.0113,-6.1548e-05,0.0028233,-5.3074e-08,-4.4816e-05,0.002057,-3.2024e-08,-4.4816e-05,0.002057,-3.2024e-08,2.604,1e-10,0,1e-10,0,1,0.006,0.071,0,0.04
0.2888,-6.73e-05,0.0030872,-5.5115e-08,1.0723,-6.7296e-05,0.0030869,-5.5112e-08,-4.7511e-05,0.0021806,-2.6609e-08,-4.7511e-05,0.0021806,-2.6609e-08,2.7585,1e-10,6.8543e-17,1e-10,7.0493e-29,1,0.00625,0.07125,0,0.04
0.31424,-7.3479e-05,0.0033706,-5.6181e-08,1.1285,-7.3474e-05,0.0033703,-5.6179e-08,-4.995e-05,0.0022924,-1.9673e-08,-4.995e-05,0.0022924,-1.9673e-08,2.9007,1e-10,-6.7455e-17,1e-10,-7.0493e-29,1,0.0065,0.0715,0,0.04
0.34209,-8.0302e-05,0.0036835,-5.5788e-08,1.1776,-8.0297e-05,0.0036833,-5.5787e-08,-5.2003e-05,0.0023866,-1.0457e-08,-5.2003e-05,0.0023866,-1.0457e-08,3.0246,1e-10,6.8543e-17,1e-10,1.1231e-14,1,0.00675,0.07175,0,0.04
0.36995,-8.7125e-05,0.0039965,-5.5396e-08,1.2268,-8.712e-05,0.0039963,-5.5396e-08,-5.4056e-05,0.0024807,-1.2412e-09,-5.4056e-05,0.0024807,-1.2412e-09,3.1485,1e-10,0,1e-10,3.5247e-29,1,0.007,0.072,0,0.04
0.39835,-9.4106e-05,0.0043167,-5.426e-08,1.2717,-9.4101e-05,0.0043165,-5.426e-08,-5.5879e-05,0.0025643,8.4789e-09,-5.5879e-05,0.0025643,8.4789e-09,3.2615,1e-10,0,1e-10,2.8197e-28,1,0.00725,0.07225,0,0.04
0.42888,-0.00010172,0.0046657,-5.0146e-08,1.2993,-0.00010171,0.0046655,-5.0148e-08,-5.6777e-05,0.0026054,2.0214e-08,-5.6777e-05,0.0026054,2.0214e-08,3.3308,1e-10,0,1e-10,4.3486e-14,1,0.0075,0.0725,0,0.04
0.45942,-0.00010932,0.0050147,-4.6033e-08,1.3269,-0.00010932,0.0050145,-4.6036e-08,-5.7676e-05,0.0026466,3.1949e-08,-5.7676e-05,0.0026466,3.1949e-08,3.4002,1e-10,6.8543e-17,1e-10,3.5247e-29,1,0.00775,0.07275,0,0.04
0.48996,-0.00011693,0.0053638,-4.192e-08,1.3546,-0.00011693,0.0053635,-4.1924e-08,-5.8575e-05,0.0026877,4.3684e-08,-5.8575e-05,0.0026877,4.3684e-08,3.4696,1e-10,6.8543e-17,1e-10,1.4099e-28,1,0.008,0.073,0,0.04
0.52124,-0.00012488,0.0057283,-3.3536e-08,1.3545,-0.00012488,0.0057281,-3.3542e-08,-5.8028e-05,0.0026625,5.4729e-08,-5.8028e-05,0.0026625,5.4729e-08,3.4693,1e-10,6.8543e-17,1e-10,7.0493e-29,1,0.00825,0.07325,0,0.04
0.55252,-0.00013283,0.0060929,-2.5153e-08,1.3543,-0.00013283,0.0060926,-2.516e-08,-5.7481e-05,0.0026373,6.5773e-08,-5.7481e-05,0.0026373,6.5773e-08,3.469,1e-10,0,1e-10,2.2912e-13,1,0.0085,0.0735,0,0.04
0.5838,-0.00014078,0.0064575,-1.677e-08,1.3542,-0.00014077,0.0064572,-1.6777e-08,-5.6935e-05,0.0026121,7.6818e-08,-5.6935e-05,0.0026121,7.6818e-08,3.4687,1e-10,6.8543e-17,1e-10,1.6918e-27,1,0.00875,0.07375,0,0.04
0.61396,-0.00014859,0.0068155,-5.6015e-09,1.3314,-0.00014858,0.0068153,-5.6098e-09,-5.5287e-05,0.0025364,8.4157e-08,-5.5287e-05,0.0025364,8.4157e-08,3.4114,1e-10,0,1e-10,7.0493e-29,1,0.009,0.074,0,0.04
0.64384,-0.00015636,0.0071719,6.2628e-09,1.3029,-0.00015635,0.0071717,6.2538e-09,-5.3364e-05,0.002448,9.057e-08,-5.3364e-05,0.002448,9.057e-08,3.3397,1e-10,6.8543e-17,1e-10,-3.618e-14,1,0.00925,0.07425,0,0.04
0.67373,-0.00016413,0.0075284,1.8127e-08,1.2743,-0.00016413,0.0075281,1.8118e-08,-5.1441e-05,0.0023596,9.6983e-08,-5.1441e-05,0.0023596,9.6983e-08,3.268,1e-10,0,1e-10,-8.4592e-28,1,0.0095,0.0745,0,0.04
0.70162,-0.00017151,0.0078666,3.0763e-08,1.2318,-0.00017151,0.0078664,3.0753e-08,-4.8943e-05,0.0022448,9.9148e-08,-4.8943e-05,0.0022448,9.9148e-08,3.161,1e-10,6.8544e-17,1e-10,3.5247e-29,1,0.00975,0.07475,0,0.04
0.7282,-0.00017863,0.0081928,4.3912e-08,1.18,-0.00017862,0.0081926,4.3903e-08,-4.6061e-05,0.0021124,9.8481e-08,-4.6061e-05,0.0021124,9.8481e-08,3.0304,1e-10,0,1e-10,0,1,0.01,0.075,0,0.04
0.75477,-0.00018574,0.008519,5.7062e-08,1.1282,-0.00018574,0.0085188,5.7052e-08,-4.3179e-05,0.00198,9.7813e-08,-4.3179e-05,0.00198,9.7813e-08,2.8998,1e-10,1.088e-18,1e-10,1.0574e-28,1,0.01025,0.07525,0,0.04
0.7795,-0.00019246,0.0088267,6.9562e-08,1.0709,-0.00019245,0.0088265,6.9552e-08,-4.0156e-05,0.0018412,9.4583e-08,-4.0156e-05,0.0018412,9.4583e-08,2.7549,1e-10,-6.7457e-17,1e-10,-7.0493e-29,1,0.0105,0.0755,0,0.04
0.80147,-0.00019857,0.0091067,8.1089e-08,1.0053,-0.00019856,0.0091065,8.108e-08,-3.6921e-05,0.0016926,8.7509e-08,-3.6921e-05,0.0016926,8.7509e-08,2.5886,1e-10,-6.7457e-17,1e-10,9.5454e-15,1,0.01075,0.07575,0,0.04
0.82345,-0.00020468,0.0093867,9.2615e-08,0.93971,-0.00020467,0.0093865,9.2608e-08,-3.3685e-05,0.0015441,8.0435e-08,-3.3685e-05,0.0015441,8.0435e-08,2.4223,1e-10,6.7458e-17,1e-10,1.7623e-29,1,0.011,0.076,0,0.04
0.8444,-0.00021056,0.009656,1.0333e-07,0.87356,-0.00021055,0.0096558,1.0332e-07,-3.0494e-05,0.0013976,7.2752e-08,-3.0494e-05,0.0013976,7.2752e-08,2.2544,1e-10,-6.7458e-17,1e-10,1.4099e-28,1,0.01125,0.07625,0,0.04
0.8613,-0.0002155,0.0098825,1.1077e-07,0.80515,-0.0002155,0.0098824,1.1077e-07,-2.7476e-05,0.0012591,6.2634e-08,-2.7476e-05,0.0012591,6.2634e-08,2.0798,1e-10,-6.7459e-17,1e-10,3.7022e-14,1,0.0115,0.0765,0,0.04
0.87819,-0.00022045,0.010109,1.1822e-07,0.73675,-0.00022045,0.010109,1.1821e-07,-2.4459e-05,0.0011206,5.2516e-08,-2.4459e-05,0.0011206,5.2516e-08,1.9051,1e-10,0,1e-10,8.3028e-14,1,0.01175,0.07675,0,0.04
0.89508,-0.0002254,0.010336,1.2566e-07,0.66834,-0.0002254,0.010336,1.2566e-07,-2.1441e-05,0.0009821,4.2398e-08,-2.1441e-05,0.0009821,4.2398e-08,1.7305,1e-10,0,1e-10,7.0493e-29,1,0.012,0.077,0,0.04
0.90717,-0.00022922,0.01051,1.2795e-07,0.60643,-0.00022921,0.01051,1.2795e-07,-1.9007e-05,0.00087044,3.3142e-08,-1.9007e-05,0.00087044,3.3142e-08,1.5715,1e-10,0,1e-10,8.0794e-14,1,0.01225,0.07725,0,0.04
0.91926,-0.00023303,0.010685,1.3024e-07,0.54452,-0.00023303,0.010685,1.3024e-07,-1.6572e-05,0.00075878,2.3887e-08,-1.6572e-05,0.00075878,2.3887e-08,1.4124,1e-10,0,1e-10,3.5793e-14,1,0.0125,0.0775,0,0.04
0.93136,-0.00023685,0.01086,1.3253e-07,0.48261,-0.00023685,0.01086,1.3253e-07,-1.4138e-05,0.00064713,1.4631e-08,-1.4138e-05,0.00064713,1.4631e-08,1.2533,1e-10,6.855e-17,1e-10,1.4099e-28,1,0.01275,0.07775,0,0.04
0.94025,-0.0002399,0.010999,1.3108e-07,0.43034,-0.00023989,0.010999,1.3108e-07,-1.2261e-05,0.00056107,7.9836e-09,-1.2261e-05,0.00056107,7.9836e-09,1.1184,1e-10,0,1e-10,3.5247e-29,1,0.013,0.078,0,0.04
0.94835,-0.00024275,0.011129,1.2871e-07,0.38049,-0.00024275,0.011129,1.2871e-07,-1.0523e-05,0.00048141,1.9879e-09,-1.0523e-05,0.00048141,1.9879e-09,0.98959,1e-10,-6.7464e-17,1e-10,8.682e-15,1,0.01325,0.07825,0,0.04
0.95645,-0.0002456,0.01126,1.2633e-07,0.33064,-0.0002456,0.01126,1.2633e-07,-8.7847e-06,0.00040176,-4.0079e-09,-8.7847e-06,0.00040176,-4.0079e-09,0.86076,1e-10,0,1e-10,0,1,0.0135,0.0785,0,0.04
0.96275,-0.00024802,0.01137,1.2209e-07,0.28891,-0.00024801,0.01137,1.2209e-07,-7.4188e-06,0.00033918,-7.8694e-09,-7.4188e-06,0.00033918,-7.8694e-09,0.75266,1e-10,1.0882e-18,1e-10,-2.8197e-28,1,0.01375,0.07875,0,0.04
0.96786,-0.00025013,0.011467,1.1659e-07,0.25259,-0.00025013,0.011467,1.166e-07,-6.301e-06,0.00028799,-1.0308e-08,-6.301e-06,0.00028799,-1.0308e-08,0.65839,1e-10,1.3602e-16,1e-10,-1.7786e-22,1,0.014,0.079,0,0.04
0.97297,-0.00025225,0.011564,1.111e-07,0.21628,-0.00025225,0.011564,1.111e-07,-5.1832e-06,0.00023681,-1.2747e-08,-5.1832e-06,0.00023681,-1.2747e-08,0.56412,1e-10,0,1e-10,-1.4099e-28,1,0.01425,0.07925,0,0.04
0.97727,-0.00025417,0.011651,1.0509e-07,0.18477,-0.00025417,0.011651,1.0509e-07,-4.249e-06,0.00019404,-1.4192e-08,-4.249e-06,0.00019404,-1.4192e-08,0.48224,1e-10,6.747e-17,1e-10,-3.5247e-29,1,0.0145,0.0795,0,0.04
0.98034,-0.00025578,0.011725,9.829e-08,0.16047,-0.00025578,0.011725,9.8292e-08,-3.59e-06,0.0001639,-1.4146e-08,-3.59e-06,0.0001639,-1.4146e-08,0.41896,1e-10,0,1e-10,8.5534e-15,1,0.01475,0.07975,0,0.04
0.98342,-0.00025739,0.011798,9.1494e-08,0.13617,-0.00025739,0.011798,9.1496e-08,-2.9311e-06,0.00013376,-1.41e-08,-2.9311e-06,0.00013376,-1.41e-08,0.35568,1e-10,6.8561e-17,1e-10,-1.7623e-29,1,0.015,0.08,0,0.04
0.98623,-0.00025894,0.011869,8.4732e-08,0.1137,-0.00025894,0.011869,8.4734e-08,-2.3315e-06,0.00010633,-1.3831e-08,-2.3315e-06,0.00010633,-1.3831e-08,0.29713,1e-10,0,1e-10,-7.0493e-29,1,0.01525,0.08025,0,0.04
0.98802,-0.00026022,0.011928,7.8109e-08,0.098527,-0.00026022,0.011928,7.811e-08,-1.969e-06,8.9774e-05,-1.267e-08,-1.969e-06,8.9774e-05,-1.267e-08,0.25754,1e-10,0,1e-10,3.3332e-14,1,0.0155,0.0805,0,0.04
0.98981,-0.00026151,0.011986,7.1486e-08,0.083357,-0.00026151,0.011986,7.1487e-08,-1.6065e-06,7.3216e-05,-1.1509e-08,-1.6065e-06,7.3216e-05,-1.1509e-08,0.21795,1e-10,0,1e-10,7.4765e-14,1,0.01575,0.08075,0,0.04
0.99159,-0.00026279,0.012045,6.4862e-08,0.068188,-0.00026279,0.012045,6.4863e-08,-1.244e-06,5.6658e-05,-1.0348e-08,-1.244e-06,5.6658e-05,-1.0348e-08,0.17835,9.9999e-11,-6.7479e-17,1e-10,0,1,0.016,0.081,0,0.04
0.99262,-0.00026388,0.012095,5.9283e-08,0.059201,-0.00026388,0.012095,5.9284e-08,-1.0543e-06,4.8008e-05,-9.0628e-09,-1.0543e-06,4.8008e-05,-9.0628e-09,0.15487,1e-10,0,1e-10,7.2851e-14,1,0.01625,0.08125,0,0.04
0.99364,-0.00026497,0.012144,5.3704e-08,0.050214,-0.00026497,0.012144,5.3705e-08,-8.6461e-07,3.9358e-05,-7.7774e-09,-8.6461e-07,3.9358e-05,-7.7774e-09,0.13138,1e-10,0,1e-10,3.2279e-14,1,0.0165,0.0815,0,0.04
0.99466,-0.00026606,0.012194,4.8125e-08,0.041228,-0.00026606,0.012194,4.8126e-08,-6.7491e-07,3.0709e-05,-6.492e-09,-6.7491e-07,3.0709e-05,-6.492e-09,0.10789,1e-10,6.8571e-17,1e-10,0,1,0.01675,0.08175,0,0.04
0.99533,-0.00026706,0.01224,4.3619e-08,0.035317,-0.00026706,0.01224,4.362e-08,-5.5991e-07,2.5473e-05,-5.4716e-09,-5.5991e-07,2.5473e-05,-5.4716e-09,0.092436,1e-10,0,1e-10,4.2296e-28,1,0.017,0.082,0,0.04
0.99591,-0.00026803,0.012284,3.9382e-08,0.030175,-0.00026803,0.012284,3.9383e-08,-4.6359e-07,2.109e-05,-4.5175e-09,-4.6359e-07,2.109e-05,-4.5175e-09,0.078987,1e-10,0,1e-10,4.5225e-14,1,0.01725,0.08225,0,0.04
0.9965,-0.000269,0.012329,3.5145e-08,0.025033,-0.000269,0.012329,3.5145e-08,-3.6727e-07,1.6707e-05,-3.5634e-09,-3.6727e-07,1.6707e-05,-3.5634e-09,0.065538,1e-10,6.8574e-17,1e-10,8.4592e-28,1,0.0175,0.0825,0,0.04
0.99693,-0.00026994,0.012372,3.1656e-08,0.021242,-0.00026994,0.012372,3.1656e-08,-2.9972e-07,1.3635e-05,-2.8511e-09,-2.9972e-07,1.3635e-05,-2.8511e-09,0.05562,9.9997e-11,-6.7486e-17,1e-10,-2.8197e-28,1,0.01775,0.08275,0,0.04
0.99727,-0.00027085,0.012413,2.8666e-08,0.018352,-0.00027085,0.012413,2.8666e-08,-2.5133e-07,1.1437e-05,-2.3001e-09,-2.5133e-07,1.1437e-05,-2.3001e-09,0.048055,1e-10,0,1e-10,-1.6343e-22,1,0.018,0.083,0,0.04
0.99762,-0.00027176,0.012455,2.5676e-08,0.015461,-0.00027176,0.012455,2.5676e-08,-2.0294e-07,9.2394e-06,-1.7491e-09,-2.0294e-07,9.2394e-06,-1.7491e-09,0.04049,1e-10,6.8577e-17,1e-10,-2.8197e-28,1,0.01825,0.08325,0,0.04
0.9979,-0.00027266,0.012496,2.307e-08,0.013078,-0.00027266,0.012496,2.307e-08,-1.641e-07,7.4753e-06,-1.3192e-09,-1.641e-07,7.4753e-06,-1.3192e-09,0.034253,1e-10,6.8578e-17,1e-10,3.5247e-29,1,0.0185,0.0835,0,0.04
0.99811,-0.00027353,0.012536,2.1041e-08,0.011455,-0.00027353,0.012536,2.1041e-08,-1.3958e-07,6.3621e-06,-1.0712e-09,-1.3958e-07,6.3621e-06,-1.0712e-09,0.030006,1.0001e-10,6.8579e-17,1e-10,7.4096e-15,1,0.01875,0.08375,0,0.04
0.99831,-0.0002744,0.012576,1.9012e-08,0.0098329,-0.0002744,0.012576,1.9012e-08,-1.1507e-07,5.249e-06,-8.2311e-10,-1.1507e-07,5.249e-06,-8.2311e-10,0.025759,1.0001e-10,6.858e-17,1e-10,1.7623e-29,1,0.019,0.084,0,0.04
0.99854,-0.00027528,0.012616,1.7093e-08,0.0083456,-0.00027528,0.012616,1.7093e-08,-9.2785e-08,4.2371e-06,-6.0998e-10,-9.2785e-08,4.2371e-06,-6.0998e-10,0.021865,1e-10,1.0886e-18,1e-10,7.0493e-29,1,0.01925,0.08425,0,0.04
0.99886,-0.00027619,0.012658,1.5616e-08,0.0073985,-0.00027619,0.012658,1.5616e-08,-7.9453e-08,3.6306e-06,-5.3655e-10,-7.9453e-08,3.6306e-06,-5.3655e-10,0.019385,1e-10,0,1e-10,2.8822e-14,1,0.0195,0.0845,0,0.04
0.99918,-0.0002771,0.012699,1.4139e-08,0.0064514,-0.0002771,0.012699,1.4139e-08,-6.6122e-08,3.0241e-06,-4.6313e-10,-6.6122e-08,3.0241e-06,-4.6313e-10,0.016904,1e-10,0,1e-10,6.4653e-14,1,0.01975,0.08475,0,0.04
0.9995,-0.000278,0.012741,1.2662e-08,0.0055043,-0.000278,0.012741,1.2662e-08,-5.279e-08,2.4176e-06,-3.8971e-10,-5.279e-08,2.4176e-06,-3.8971e-10,0.014424,1e-10,1.0887e-18,1e-10,-7.0493e-29,1,0.02,0.085,0,0.04
0.99943,-0.0002788,0.012777,1.1683e-08,0.0050293,-0.0002788,0.012777,1.1683e-08,-4.6634e-08,2.1361e-06,-3.8812e-10,-4.6634e-08,2.1361e-06,-3.8812e-10,0.013179,1e-10,0,1e-10,0,1,0.02025,0.08525,0,0.04
0.99936,-0.0002796,0.012814,1.0705e-08,0.0045543,-0.0002796,0.012814,1.0705e-08,-4.0477e-08,1.8545e-06,-3.8653e-10,-4.0477e-08,1.8545e-06,-3.8653e-10,0.011935,1e-10,0,1e-10,0,1,0.0205,0.0855,0,0.04
0.99929,-0.0002804,0.01285,9.7264e-09,0.0040794,-0.0002804,0.01285,9.7264e-09,-3.4321e-08,1.573e-06,-3.8494e-10,-3.4321e-08,1.573e-06,-3.8494e-10,0.010691,9.9986e-11,-6.7511e-17,1e-10,0,1,0.02075,0.08575,0,0.04
0.99922,-0.0002812,0.012887,8.7479e-09,0.0036044,-0.0002812,0.012887,8.748e-09,-2.8164e-08,1.2915e-06,-3.8335e-10,-2.8164e-08,1.2915e-06,-3.8335e-10,0.0094465,9.9985e-11,-6.7515e-17,1e-10,1.4099e-28,1,0.021,0.086,0,0.04
0.99927,-0.00028203,0.012925,7.8468e-09,0.0033168,-0.00028203,0.012925,7.8468e-09,-2.4894e-08,1.141e-06,-3.9021e-10,-2.4894e-08,1.141e-06,-3.9021e-10,0.0086931,1e-10,0,1e-10,0,1,0.02125,0.08625,0,0.04
0.99932,-0.00028286,0.012963,6.9456e-09,0.0030291,-0.00028286,0.012963,6.9457e-09,-2.1623e-08,9.9046e-07,-3.9707e-10,-2.1623e-08,9.9046e-07,-3.9707e-10,0.0079397,1e-10,0,1e-10,1.1506e-22,1,0.0215,0.0865,0,0.04
0.99938,-0.00028369,0.013001,6.0445e-09,0.0027415,-0.00028369,0.013001,6.0445e-09,-1.8353e-08,8.3994e-07,-4.0392e-10,-1.8353e-08,8.3994e-07,-4.0392e-10,0.0071863,9.998e-11,-6.7532e-17,1e-10,0,1,0.02175,0.08675,0,0.04
0.99943,-0.00028452,0.013039,5.1433e-09,0.0024539,-0.00028452,0.013039,5.1434e-09,-1.5083e-08,6.8943e-07,-4.1078e-10,-1.5083e-08,6.8943e-07,-4.1078e-10,0.0064329,1e-10,0,1e-10,1.1279e-27,1,0.022,0.087,0,0.04
0.99947,-0.00028535,0.013077,4.1304e-09,0.0022954,-0.00028535,0.013077,4.1304e-09,-1.3299e-08,6.0733e-07,-4.1263e-10,-1.3299e-08,6.0733e-07,-4.1263e-10,0.0060176,1e-10,0,1e-10,1.7623e-29,1,0.02225,0.08725,0,0.04
0.9995,-0.00028618,0.013115,3.1175e-09,0.002137,-0.00028618,0.013115,3.1175e-09,-1.1516e-08,5.2522e-07,-4.1447e-10,-1.1516e-08,5.2522e-07,-4.1447e-10,0.0056024,1e-10,0,1e-10,0,1,0.0225,0.0875,0,0.04
0.99954,-0.00028701,0.013153,2.1045e-09,0.0019785,-0.00028701,0.013153,2.1045e-09,-9.7326e-09,4.4311e-07,-4.1632e-10,-9.7326e-09,4.4311e-07,-4.1632e-10,0.0051872,1.0003e-10,6.8611e-17,1e-10,3.5247e-29,1,0.02275,0.08775,0,0.04
0.99958,-0.00028784,0.013191,1.0916e-09,0.0018201,-0.00028784,0.013191,1.0916e-09,-7.9493e-09,3.6101e-07,-4.1816e-10,-7.9493e-09,3.6101e-07,-4.1816e-10,0.0047719,1e-10,0,1e-10,4.9345e-28,1,0.023,0.088,0,0.04
0.9996,-0.00028866,0.013229,3.6972e-11,0.0017376,-0.00028866,0.013229,3.7011e-11,-6.8467e-09,3.0976e-07,-4.1051e-10,-6.8467e-09,3.0976e-07,-4.1051e-10,0.0045558,1.0003e-10,6.8546e-17,1e-10,0,1,0.02325,0.08825,0,0.04
