"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.2474e-11,3.5823e-14,1.0618e-13,-6.6889e-14,7.3584e-10,3.5701e-14,1.0602e-13,-6.7535e-14,1.6839e-11,-1.4598e-11,-7.6277e-12,1.6839e-11,-1.4598e-11,-7.6277e-12,1e-10,0,2.1148e-28,1,0.00475,0.06975,0,0.01
3.9475e-11,5.9398e-14,3.7643e-13,-1.622e-13,3.1633e-09,5.9293e-14,3.7623e-13,-1.63e-13,2.5513e-11,-1.7912e-11,-8.0233e-12,2.5513e-11,-1.7912e-11,-8.0233e-12,1.8341e-08,1.6965e-17,-2.8197e-28,1,0.005,0.07,0,0.01
7.2393e-11,8.6915e-14,7.0669e-13,-2.7711e-13,6.1433e-09,8.6832e-14,7.0644e-13,-2.7808e-13,3.548e-11,-2.1398e-11,-8.1123e-12,3.548e-11,-2.1398e-11,-8.1123e-12,2.2396e-08,3.301e-17,-3.9789e-14,1,0.00525,0.07025,0,0.01
1.0531e-10,1.1443e-13,1.037e-12,-3.9202e-13,9.1235e-09,1.1437e-13,1.0367e-12,-3.9317e-13,4.5447e-11,-2.4885e-11,-8.2013e-12,4.5447e-11,-2.4885e-11,-8.2013e-12,4.8731e-09,1.711e-17,-5.6395e-28,1,0.0055,0.0705,0,0.01
3.8629e-10,1.9363e-13,3.9817e-12,-1.0251e-12,3.31e-08,1.9365e-13,3.9813e-12,-1.0264e-12,6.2789e-11,-2.799e-11,-8.2044e-13,6.2789e-11,-2.799e-11,-8.2044e-13,1e-10,0,1.0574e-28,1,0.00575,0.07075,0,0.01
8.3266e-10,3.073e-13,8.6696e-12,-2.0036e-12,7.1077e-08,3.0743e-13,8.6692e-12,-2.0052e-12,8.5048e-11,-3.084e-11,1.1541e-11,8.5048e-11,-3.084e-11,1.1541e-11,1e-10,0,0,1,0.006,0.071,0,0.01
1.279e-09,4.2095e-13,1.3357e-11,-2.9821e-12,1.0905e-07,4.212e-13,1.3357e-11,-2.9839e-12,1.0731e-10,-3.369e-11,2.3902e-11,1.0731e-10,-3.369e-11,2.3902e-11,5.9788e-10,1.7193e-17,1.0574e-28,1,0.00625,0.07125,0,0.01
3.7964e-09,6.0641e-13,4.0389e-11,-6.5045e-12,2.5811e-07,6.0687e-13,4.0388e-11,-6.5066e-12,1.3632e-10,-3.4628e-11,5.6467e-11,1.3632e-10,-3.4628e-11,5.6467e-11,1e-10,0,1.4099e-28,1,0.0065,0.0715,0,0.01
9.4203e-09,8.9955e-13,1.0093e-10,-1.3843e-11,5.7377e-07,9.0036e-13,1.0093e-10,-1.3845e-11,1.7546e-10,-3.2699e-11,1.1934e-10,1.7546e-10,-3.2699e-11,1.1934e-10,1.7904e-10,1.7223e-17,1.1231e-14,1,0.00675,0.07175,0,0.01
1.5044e-08,1.1927e-12,1.6148e-10,-2.1181e-11,8.8944e-07,1.1938e-12,1.6148e-10,-2.1183e-11,2.146e-10,-3.0771e-11,1.8221e-10,2.146e-10,-3.0771e-11,1.8221e-10,1e-10,0,0,1,0.007,0.072,0,0.01
2.8834e-08,1.2695e-12,3.1158e-10,-3.3997e-11,1.4428e-06,1.2711e-12,3.1158e-10,-3.3999e-11,2.525e-10,-2.6562e-11,2.6089e-10,2.525e-10,-2.6562e-11,2.6089e-10,1e-10,0,2.1148e-28,1,0.00725,0.07225,0,0.01
7.5289e-08,4.8119e-13,8.1991e-10,-6.8722e-11,2.947e-06,4.8353e-13,8.1992e-10,-6.8724e-11,2.8542e-10,-1.3233e-11,4.0284e-10,2.8542e-10,-1.3233e-11,4.0284e-10,1e-10,0,4.3486e-14,1,0.0075,0.0725,0,0.01
1.2174e-07,-3.0717e-13,1.3283e-09,-1.0345e-10,4.4513e-06,-3.0408e-13,1.3283e-09,-1.0345e-10,3.1834e-10,9.6271e-14,5.448e-10,3.1834e-10,9.6271e-14,5.448e-10,1.0387e-10,1.7271e-17,1.7623e-29,1,0.00775,0.07275,0,0.01
1.682e-07,-1.0955e-12,1.8366e-09,-1.3817e-10,5.9555e-06,-1.0917e-12,1.8366e-09,-1.3817e-10,3.5126e-10,1.3425e-11,6.8674e-10,3.5126e-10,1.3425e-11,6.8674e-10,1e-10,0,4.2296e-28,1,0.008,0.073,0,0.01
3.9095e-07,-1.8643e-11,4.3072e-09,-2.3339e-10,1.0281e-05,-1.8639e-11,4.3072e-09,-2.3339e-10,3.029e-10,3.0898e-11,7.8831e-10,3.029e-10,3.0898e-11,7.8831e-10,1e-10,0,2.1148e-28,1,0.00825,0.07325,0,0.01
6.1369e-07,-3.619e-11,6.7777e-09,-3.286e-10,1.4606e-05,-3.6185e-11,6.7777e-09,-3.286e-10,2.5454e-10,4.837e-11,8.8986e-10,2.5454e-10,4.837e-11,8.8986e-10,1e-10,0,2.2912e-13,1,0.0085,0.0735,0,0.01
8.3644e-07,-5.3737e-11,9.2482e-09,-4.2382e-10,1.8932e-05,-5.3731e-11,9.2482e-09,-4.2381e-10,2.0618e-10,6.5843e-11,9.9142e-10,2.0618e-10,6.5843e-11,9.9142e-10,1.0033e-10,1.7312e-17,2.2558e-27,1,0.00875,0.07375,0,0.01
1.4127e-06,-1.2926e-10,1.5717e-08,-5.7588e-10,2.6587e-05,-1.2926e-10,1.5717e-08,-5.7587e-10,7.1902e-11,6.4842e-11,9.2227e-10,7.1902e-11,6.4842e-11,9.2227e-10,9.977e-11,-1.7321e-17,0,1,0.009,0.074,0,0.01
2.0772e-06,-2.1928e-10,2.3185e-08,-7.4215e-10,3.5074e-05,-2.1927e-10,2.3185e-08,-7.4214e-10,-8.3847e-11,5.9222e-11,8.1045e-10,-8.3847e-11,5.9222e-11,8.1045e-10,1.0018e-10,1.7329e-17,-3.618e-14,1,0.00925,0.07425,0,0.01
2.7418e-06,-3.093e-10,3.0653e-08,-9.0842e-10,4.3561e-05,-3.0929e-10,3.0653e-08,-9.0841e-10,-2.396e-10,5.3602e-11,6.9862e-10,-2.396e-10,5.3602e-11,6.9862e-10,1e-10,0,-8.4592e-28,1,0.0095,0.0745,0,0.01
3.8607e-06,-4.9934e-10,4.3354e-08,-1.1038e-09,5.505e-05,-4.9933e-10,4.3354e-08,-1.1038e-09,-3.945e-10,2.5806e-11,4.9197e-10,-3.945e-10,2.5806e-11,4.9197e-10,1.0009e-10,1.6261e-17,0,1,0.00975,0.07475,0,0.01
5.2825e-06,-7.5607e-10,5.9545e-08,-1.3186e-09,6.8541e-05,-7.5606e-10,5.9545e-08,-1.3186e-09,-5.4884e-10,-1.6776e-11,2.221e-10,-5.4884e-10,-1.6776e-11,2.221e-10,1e-10,0,0,1,0.01,0.075,0,0.01
6.7043e-06,-1.0128e-09,7.5736e-08,-1.5334e-09,8.2032e-05,-1.0128e-09,7.5736e-08,-1.5334e-09,-7.0317e-10,-5.9358e-11,-4.7757e-11,-7.0317e-10,-5.9358e-11,-4.7757e-11,1.0006e-10,1.6273e-17,-3.5247e-29,1,0.01025,0.07525,0,0.01
8.5754e-06,-1.3834e-09,9.7197e-08,-1.7587e-09,9.9004e-05,-1.3834e-09,9.7197e-08,-1.7587e-09,-8.1575e-10,-1.1229e-10,-3.0205e-10,-8.1575e-10,-1.1229e-10,-3.0205e-10,9.9945e-11,-1.7364e-17,1.4099e-28,1,0.0105,0.0755,0,0.01
1.112e-05,-1.9249e-09,1.2657e-07,-1.9998e-09,0.0001212,-1.9249e-09,1.2657e-07,-1.9998e-09,-8.657e-10,-1.8075e-10,-5.3299e-10,-8.657e-10,-1.8075e-10,-5.3299e-10,9.9952e-11,-1.7369e-17,9.5454e-15,1,0.01075,0.07575,0,0.01
1.3665e-05,-2.4665e-09,1.5593e-07,-2.2409e-09,0.00014339,-2.4665e-09,1.5593e-07,-2.2409e-09,-9.1565e-10,-2.4922e-10,-7.6392e-10,-9.1565e-10,-2.4922e-10,-7.6392e-10,1e-10,0,0,1,0.011,0.076,0,0.01
1.6596e-05,-3.1092e-09,1.8988e-07,-2.4873e-09,0.00017103,-3.1092e-09,1.8988e-07,-2.4873e-09,-9.4718e-10,-3.2338e-10,-9.6863e-10,-9.4718e-10,-3.2338e-10,-9.6863e-10,9.9965e-11,-1.7379e-17,1.4099e-28,1,0.01125,0.07625,0,0.01
2.1071e-05,-4.157e-09,2.4214e-07,-2.7548e-09,0.00022045,-4.157e-09,2.4214e-07,-2.7548e-09,-9.05e-10,-4.2032e-10,-1.0684e-09,-9.05e-10,-4.2032e-10,-1.0684e-09,9.9969e-11,-1.7383e-17,3.7022e-14,1,0.0115,0.0765,0,0.01
2.5546e-05,-5.2048e-09,2.944e-07,-3.0224e-09,0.00026987,-5.2048e-09,2.944e-07,-3.0224e-09,-8.6283e-10,-5.1727e-10,-1.1682e-09,-8.6283e-10,-5.1727e-10,-1.1682e-09,9.9973e-11,-1.7387e-17,8.3028e-14,1,0.01175,0.07675,0,0.01
3.002e-05,-6.2526e-09,3.4666e-07,-3.29e-09,0.00031929,-6.2526e-09,3.4666e-07,-3.29e-09,-8.2066e-10,-6.1422e-10,-1.268e-09,-8.2066e-10,-6.1422e-10,-1.268e-09,9.9978e-11,-1.7391e-17,-7.0493e-29,1,0.012,0.077,0,0.01
3.9296e-05,-8.5492e-09,4.5601e-07,-3.6157e-09,0.00048684,-8.5492e-09,4.5601e-07,-3.6157e-09,-7.4662e-10,-8.4225e-10,-1.2593e-09,-7.4662e-10,-8.4225e-10,-1.2593e-09,1e-10,0,8.0794e-14,1,0.01225,0.07725,0,0.01
4.8572e-05,-1.0846e-08,5.6537e-07,-3.9414e-09,0.00065439,-1.0846e-08,5.6537e-07,-3.9414e-09,-6.7259e-10,-1.0703e-09,-1.2505e-09,-6.7259e-10,-1.0703e-09,-1.2505e-09,1e-10,0,3.5793e-14,1,0.0125,0.0775,0,0.01
5.7848e-05,-1.3142e-08,6.7472e-07,-4.267e-09,0.00082193,-1.3143e-08,6.7472e-07,-4.267e-09,-5.9855e-10,-1.2983e-09,-1.2418e-09,-5.9855e-10,-1.2983e-09,-1.2418e-09,1.0001e-10,1.7399e-17,7.0493e-29,1,0.01275,0.07775,0,0.01
8.1398e-05,-1.9133e-08,9.5411e-07,-4.7215e-09,0.001486,-1.9133e-08,9.5411e-07,-4.7215e-09,-5.2459e-10,-2.172e-09,-1.1745e-09,-5.2459e-10,-2.172e-09,-1.1745e-09,1e-10,0,3.5247e-29,1,0.013,0.078,0,0.01
0.00010852,-2.6047e-08,1.276e-06,-5.208e-09,0.0022743,-2.6047e-08,1.276e-06,-5.208e-09,-4.5065e-10,-3.2071e-09,-1.0925e-09,-4.5065e-10,-3.2071e-09,-1.0925e-09,9.9993e-11,-1.7402e-17,8.682e-15,1,0.01325,0.07825,0,0.01
0.00013563,-3.2961e-08,1.5979e-06,-5.6946e-09,0.0030625,-3.2961e-08,1.5979e-06,-5.6946e-09,-3.7671e-10,-4.2422e-09,-1.0105e-09,-3.7671e-10,-4.2422e-09,-1.0105e-09,1e-10,0,0,1,0.0135,0.0785,0,0.01
0.00021542,-5.3581e-08,2.5508e-06,-6.4756e-09,0.0058555,-5.3581e-08,2.5508e-06,-6.4756e-09,-2.5381e-10,-8.5132e-09,-8.8909e-10,-2.5381e-10,-8.5132e-09,-8.8909e-10,1e-10,1.6317e-17,-4.2296e-28,1,0.01375,0.07875,0,0.01
0.00033031,-8.3339e-08,3.9244e-06,-7.4528e-09,0.009985,-8.3339e-08,3.9244e-06,-7.4528e-09,-9.8251e-11,-1.4941e-08,-7.4139e-10,-9.8251e-11,-1.4941e-08,-7.4139e-10,1e-10,3.3722e-17,-1.7786e-22,1,0.014,0.079,0,0.01
0.00044521,-1.131e-07,5.2979e-06,-8.43e-09,0.014114,-1.131e-07,5.2979e-06,-8.43e-09,5.7298e-11,-2.137e-08,-5.9371e-10,5.7298e-11,-2.137e-08,-5.9371e-10,1e-10,0,0,1,0.01425,0.07925,0,0.01
0.00074424,-1.9127e-07,8.8972e-06,-9.9955e-09,0.024474,-1.9127e-07,8.8972e-06,-9.9955e-09,5.1738e-10,-4.182e-08,-4.4604e-10,5.1738e-10,-4.182e-08,-4.4604e-10,1e-10,0,0,1,0.0145,0.0795,0,0.01
0.0013195,-3.4208e-07,1.5836e-05,-1.2444e-08,0.044182,-3.4208e-07,1.5836e-05,-1.2444e-08,1.4343e-09,-8.3306e-08,-2.9841e-10,1.4343e-09,-8.3306e-08,-2.9841e-10,1e-10,0,8.5534e-15,1,0.01475,0.07975,0,0.01
0.0018948,-4.9289e-07,2.2774e-05,-1.4892e-08,0.063888,-4.9289e-07,2.2774e-05,-1.4892e-08,2.3512e-09,-1.2479e-07,-1.5079e-10,2.3512e-09,-1.2479e-07,-1.5079e-10,1e-10,1.7407e-17,-1.7623e-29,1,0.015,0.08,0,0.01
0.0028963,-7.5703e-07,3.4917e-05,-1.8098e-08,0.094424,-7.5703e-07,3.4917e-05,-1.8098e-08,4.0735e-09,-2.0294e-07,-1.4095e-11,4.0735e-09,-2.0294e-07,-1.4095e-11,1e-10,0,0,1,0.01525,0.08025,0,0.01
0.0056023,-1.4744e-06,6.7875e-05,-2.4338e-08,0.16827,-1.4744e-06,6.7875e-05,-2.4338e-08,9.0167e-09,-4.2773e-07,7.8839e-11,9.0167e-09,-4.2773e-07,7.8839e-11,1e-10,0,3.3332e-14,1,0.0155,0.0805,0,0.01
0.0083084,-2.1919e-06,0.00010084,-3.0578e-08,0.24212,-2.1919e-06,0.00010084,-3.0578e-08,1.396e-08,-6.5253e-07,1.7178e-10,1.396e-08,-6.5253e-07,1.7178e-10,1e-10,1.7408e-17,7.4765e-14,1,0.01575,0.08075,0,0.01
0.011014,-2.9093e-06,0.00013379,-3.6818e-08,0.31596,-2.9093e-06,0.00013379,-3.6818e-08,1.8903e-08,-8.7732e-07,2.6471e-10,1.8903e-08,-8.7732e-07,2.6471e-10,1e-10,-1.7408e-17,0,1,0.016,0.081,0,0.01
0.021208,-5.6422e-06,0.00025926,-5.0147e-08,0.51338,-5.6422e-06,0.00025926,-5.0147e-08,3.7904e-08,-1.7474e-06,3.5024e-10,3.7904e-08,-1.7474e-06,3.5024e-10,1e-10,0,7.2851e-14,1,0.01625,0.08125,0,0.01
0.031403,-8.3752e-06,0.00038472,-6.3477e-08,0.71079,-8.3752e-06,0.00038473,-6.3477e-08,5.6904e-08,-2.6174e-06,4.3578e-10,5.6904e-08,-2.6174e-06,4.3578e-10,1e-10,0,3.2279e-14,1,0.0165,0.0815,0,0.01
0.041597,-1.1108e-05,0.00051019,-7.6806e-08,0.90821,-1.1108e-05,0.00051019,-7.6806e-08,7.5905e-08,-3.4875e-06,5.2131e-10,7.5905e-08,-3.4875e-06,5.2131e-10,1e-10,1.7408e-17,-7.0493e-29,1,0.01675,0.08175,0,0.01
0.066178,-1.7768e-05,0.00081583,-9.5204e-08,1.2276,-1.7768e-05,0.00081583,-9.5204e-08,1.1658e-07,-5.3531e-06,5.8401e-10,1.1658e-07,-5.3531e-06,5.8401e-10,1e-10,0,2.8197e-28,1,0.017,0.082,0,0.01
0.094356,-2.541e-05,0.0011665,-1.1487e-07,1.5775,-2.541e-05,0.0011665,-1.1487e-07,1.6268e-07,-7.4674e-06,6.41e-10,1.6268e-07,-7.4674e-06,6.41e-10,1e-10,0,4.5225e-14,1,0.01725,0.08225,0,0.01
0.12253,-3.3053e-05,0.0015172,-1.3453e-07,1.9275,-3.3053e-05,0.0015172,-1.3453e-07,2.0878e-07,-9.5819e-06,6.9799e-10,2.0878e-07,-9.5819e-06,6.9799e-10,1e-10,1.632e-17,0,1,0.0175,0.0825,0,0.01
0.16674,-4.515e-05,0.0020723,-1.4819e-07,2.2855,-4.515e-05,0.0020723,-1.4819e-07,2.6295e-07,-1.2068e-05,6.3594e-10,2.6295e-07,-1.2068e-05,6.3594e-10,1e-10,0,-2.8197e-28,1,0.01775,0.08275,0,0.01
0.22162,-6.0219e-05,0.0027637,-1.5784e-07,2.649,-6.0219e-05,0.0027637,-1.5784e-07,3.225e-07,-1.4801e-05,4.9454e-10,3.225e-07,-1.4801e-05,4.9454e-10,1e-10,0,-1.6357e-22,1,0.018,0.083,0,0.01
0.2765,-7.5288e-05,0.0034552,-1.6749e-07,3.0125,-7.5288e-05,0.0034552,-1.6749e-07,3.8205e-07,-1.7535e-05,3.5314e-10,3.8205e-07,-1.7535e-05,3.5314e-10,1e-10,1.7408e-17,-4.2296e-28,1,0.01825,0.08325,0,0.01
0.33901,-9.2569e-05,0.0042482,-1.6245e-07,3.2753,-9.2569e-05,0.0042482,-1.6245e-07,4.2611e-07,-1.9557e-05,1.4503e-10,4.2611e-07,-1.9557e-05,1.4503e-10,1e-10,0,3.5247e-29,1,0.0185,0.0835,0,0.01
0.41296,-0.00011317,0.0051936,-1.3538e-07,3.3872,-0.00011317,0.0051936,-1.3538e-07,4.4693e-07,-2.0511e-05,-1.6317e-10,4.4693e-07,-2.0511e-05,-1.6317e-10,1e-10,-1.7408e-17,7.4096e-15,1,0.01875,0.08375,0,0.01
0.48692,-0.00013377,0.006139,-1.0831e-07,3.499,-0.00013377,0.006139,-1.0831e-07,4.6774e-07,-2.1465e-05,-4.7136e-10,4.6774e-07,-2.1465e-05,-4.7136e-10,1e-10,0,-1.7623e-29,1,0.019,0.084,0,0.01
0.56046,-0.00015434,0.0070828,-7.5387e-08,3.5368,-0.00015434,0.0070828,-7.5387e-08,4.7567e-07,-2.1827e-05,-7.2815e-10,4.7567e-07,-2.1827e-05,-7.2815e-10,1e-10,1.632e-17,7.0493e-29,1,0.01925,0.08425,0,0.01
0.63236,-0.00017477,0.0080198,-1.9061e-08,3.2783,-0.00017477,0.0080198,-1.9061e-08,4.3209e-07,-1.9819e-05,-7.7925e-10,4.3209e-07,-1.9819e-05,-7.7925e-10,1e-10,0,2.8822e-14,1,0.0195,0.0845,0,0.01
0.70427,-0.0001952,0.0089568,3.7265e-08,3.0199,-0.0001952,0.0089568,3.7265e-08,3.885e-07,-1.7812e-05,-8.3035e-10,3.885e-07,-1.7812e-05,-8.3035e-10,1e-10,0,6.4653e-14,1,0.01975,0.08475,0,0.01
0.77617,-0.00021564,0.0098938,9.3593e-08,2.7614,-0.00021564,0.0098938,9.3593e-08,3.4492e-07,-1.5804e-05,-8.8146e-10,3.4492e-07,-1.5804e-05,-8.8146e-10,1e-10,0,7.0493e-29,1,0.02,0.085,0,0.01
0.81363,-0.00022683,0.010406,1.1509e-07,2.423,-0.00022683,0.010406,1.1509e-07,2.9443e-07,-1.3485e-05,-6.8097e-10,2.9443e-07,-1.3485e-05,-6.8097e-10,1e-10,0,0,1,0.02025,0.08525,0,0.01
0.85108,-0.00023802,0.010918,1.3659e-07,2.0846,-0.00023802,0.010918,1.3659e-07,2.4395e-07,-1.1166e-05,-4.8047e-10,2.4395e-07,-1.1166e-05,-4.8047e-10,1e-10,0,0,1,0.0205,0.0855,0,0.01
0.88854,-0.00024922,0.01143,1.5809e-07,1.7463,-0.00024922,0.01143,1.5809e-07,1.9346e-07,-8.8474e-06,-2.7998e-10,1.9346e-07,-8.8474e-06,-2.7998e-10,1e-10,0,-3.5247e-29,1,0.02075,0.08575,0,0.01
0.92599,-0.00026041,0.011942,1.7959e-07,1.4079,-0.00026041,0.011942,1.7959e-07,1.4297e-07,-6.5286e-06,-7.9488e-11,1.4297e-07,-6.5286e-06,-7.9488e-11,1e-10,0,0,1,0.021,0.086,0,0.01
0.9405,-0.00026533,0.012166,1.637e-07,1.1715,-0.00026533,0.012166,1.637e-07,1.1524e-07,-5.2608e-06,1.5379e-11,1.1524e-07,-5.2608e-06,1.5379e-11,1e-10,0,0,1,0.02125,0.08625,0,0.01
0.955,-0.00027024,0.01239,1.4782e-07,0.935,-0.00027024,0.01239,1.4782e-07,8.7507e-08,-3.9931e-06,1.1025e-10,8.7507e-08,-3.9931e-06,1.1025e-10,1e-10,0,1.1521e-22,1,0.0215,0.0865,0,0.01
0.9695,-0.00027515,0.012614,1.3193e-07,0.69852,-0.00027515,0.012614,1.3193e-07,5.9773e-08,-2.7253e-06,2.0512e-10,5.9773e-08,-2.7253e-06,2.0512e-10,1e-10,-1.741e-17,7.0493e-29,1,0.02175,0.08675,0,0.01
0.98401,-0.00028007,0.012838,1.1605e-07,0.46206,-0.00028007,0.012838,1.1605e-07,3.204e-08,-1.4576e-06,2.9999e-10,3.204e-08,-1.4576e-06,2.9999e-10,1e-10,0,8.4592e-28,1,0.022,0.087,0,0.01
0.98737,-0.00028185,0.012919,9.6883e-08,0.37191,-0.00028185,0.012919,9.6883e-08,2.5043e-08,-1.1392e-06,2.585e-10,2.5043e-08,-1.1392e-06,2.585e-10,1e-10,0,7.0493e-29,1,0.02225,0.08725,0,0.01
0.99072,-0.00028364,0.013001,7.7716e-08,0.28176,-0.00028364,0.013001,7.7716e-08,1.8046e-08,-8.209e-07,2.1701e-10,1.8046e-08,-8.209e-07,2.1701e-10,1e-10,0,0,1,0.0225,0.0875,0,0.01
0.99408,-0.00028542,0.013082,5.8548e-08,0.19162,-0.00028542,0.013082,5.8548e-08,1.1049e-08,-5.0254e-07,1.7553e-10,1.1049e-08,-5.0254e-07,1.7553e-10,1e-10,1.7412e-17,5.287e-29,1,0.02275,0.08775,0,0.01
0.99744,-0.0002872,0.013163,3.9381e-08,0.10147,-0.0002872,0.013163,3.9381e-08,4.0521e-09,-1.8419e-07,1.3404e-10,4.0521e-09,-1.8419e-07,1.3404e-10,1e-10,1.6324e-17,-7.0493e-29,1,0.023,0.088,0,0.01
