"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.93267,-0.00021584,0.009896,1.3591e-07,0.38712,-0.00021584,0.0098959,1.3591e-07,-1.1814e-05,0.00054063,3.5589e-09,-1.1814e-05,0.00054063,3.5589e-09,1.0069,1e-10,6.7461e-17,1e-10,7.0493e-29,1,0.00575,0.07075,0,0.05
0.94049,-0.00021844,0.010015,1.3456e-07,0.3451,-0.00021844,0.010015,1.3456e-07,-1.045e-05,0.00047812,-8.5663e-10,-1.045e-05,0.00047812,-8.5663e-10,0.89816,1e-10,0,1e-10,0,1,0.006,0.071,0,0.05
0.94832,-0.00022103,0.010133,1.332e-07,0.30307,-0.00022103,0.010133,1.332e-07,-9.0861e-06,0.00041562,-5.272e-09,-9.0861e-06,0.00041562,-5.272e-09,0.78941,1e-10,0,1e-10,7.0493e-29,1,0.00625,0.07125,0,0.05
0.95509,-0.00022339,0.010241,1.3085e-07,0.2662,-0.00022339,0.010241,1.3085e-07,-7.8758e-06,0.00036016,-8.7511e-09,-7.8758e-06,0.00036016,-8.7511e-09,0.69387,1e-10,0,1e-10,-7.0493e-29,1,0.0065,0.0715,0,0.05
0.96026,-0.00022539,0.010333,1.2699e-07,0.23706,-0.00022539,0.010333,1.27e-07,-6.8957e-06,0.00031527,-1.0825e-08,-6.8957e-06,0.00031527,-1.0825e-08,0.61816,1e-10,6.7465e-17,1e-10,1.1231e-14,1,0.00675,0.07175,0,0.05
0.96543,-0.0002274,0.010425,1.2314e-07,0.20792,-0.0002274,0.010424,1.2314e-07,-5.9155e-06,0.00027039,-1.2899e-08,-5.9155e-06,0.00027039,-1.2899e-08,0.54246,1e-10,0,1e-10,3.5247e-29,1,0.007,0.072,0,0.05
0.97024,-0.00022933,0.010513,1.1904e-07,0.18062,-0.00022933,0.010513,1.1905e-07,-5.0005e-06,0.00022849,-1.4587e-08,-5.0005e-06,0.00022849,-1.4587e-08,0.4715,1e-10,0,1e-10,2.8197e-28,1,0.00725,0.07225,0,0.05
0.97361,-0.00023093,0.010586,1.1396e-07,0.16068,-0.00023093,0.010586,1.1396e-07,-4.3463e-06,0.00019856,-1.473e-08,-4.3463e-06,0.00019856,-1.473e-08,0.41955,1e-10,0,1e-10,4.3486e-14,1,0.0075,0.0725,0,0.05
0.97698,-0.00023253,0.010659,1.0887e-07,0.14073,-0.00023253,0.010659,1.0887e-07,-3.692e-06,0.00016863,-1.4873e-08,-3.692e-06,0.00016863,-1.4873e-08,0.3676,1e-10,6.8557e-17,1e-10,3.5247e-29,1,0.00775,0.07275,0,0.05
0.98034,-0.00023413,0.010732,1.0379e-07,0.12079,-0.00023413,0.010732,1.0379e-07,-3.0378e-06,0.0001387,-1.5016e-08,-3.0378e-06,0.0001387,-1.5016e-08,0.31565,1e-10,-2.1765e-18,1e-10,2.8197e-28,1,0.008,0.073,0,0.05
0.9825,-0.00023546,0.010793,9.8409e-08,0.10741,-0.00023546,0.010793,9.841e-08,-2.6278e-06,0.00011996,-1.4083e-08,-2.6278e-06,0.00011996,-1.4083e-08,0.28072,9.9999e-11,-6.7472e-17,1e-10,7.0493e-29,1,0.00825,0.07325,0,0.05
0.98466,-0.00023679,0.010853,9.3032e-08,0.09402,-0.00023679,0.010853,9.3033e-08,-2.2179e-06,0.00010123,-1.3151e-08,-2.2179e-06,0.00010123,-1.3151e-08,0.24579,9.9999e-11,-6.7473e-17,1e-10,2.2912e-13,1,0.0085,0.0735,0,0.05
0.98682,-0.00023812,0.010914,8.7655e-08,0.080635,-0.00023812,0.010914,8.7657e-08,-1.808e-06,8.2491e-05,-1.2218e-08,-1.808e-06,8.2491e-05,-1.2218e-08,0.21086,1e-10,6.7474e-17,1e-10,3.3837e-27,1,0.00875,0.07375,0,0.05
0.98834,-0.0002393,0.010968,8.2539e-08,0.070931,-0.0002393,0.010968,8.254e-08,-1.5314e-06,6.9857e-05,-1.1172e-08,-1.5314e-06,6.9857e-05,-1.1172e-08,0.18551,9.9999e-11,-6.7476e-17,1e-10,0,1,0.009,0.074,0,0.05
0.98971,-0.00024044,0.01102,7.7489e-08,0.062148,-0.00024044,0.01102,7.749e-08,-1.2881e-06,5.8749e-05,-1.0097e-08,-1.2881e-06,5.8749e-05,-1.0097e-08,0.16256,1e-10,0,1e-10,-3.618e-14,1,0.00925,0.07425,0,0.05
0.99107,-0.00024159,0.011073,7.2438e-08,0.053364,-0.00024159,0.011073,7.2439e-08,-1.0449e-06,4.764e-05,-9.0222e-09,-1.0449e-06,4.764e-05,-9.0222e-09,0.13961,1e-10,0,1e-10,-5.6395e-28,1,0.0095,0.0745,0,0.05
0.99214,-0.00024266,0.011122,6.7778e-08,0.046466,-0.00024266,0.011122,6.7779e-08,-8.6471e-07,3.942e-05,-8.168e-09,-8.6471e-07,3.942e-05,-8.168e-09,0.12158,1e-10,0,1e-10,0,1,0.00975,0.07475,0,0.05
0.993,-0.00024369,0.011169,6.3378e-08,0.040825,-0.00024369,0.011169,6.3379e-08,-7.2665e-07,3.3126e-05,-7.4608e-09,-7.2665e-07,3.3126e-05,-7.4608e-09,0.10683,1e-10,0,1e-10,0,1,0.01,0.075,0,0.05
0.99386,-0.00024471,0.011216,5.8979e-08,0.035184,-0.00024471,0.011216,5.8979e-08,-5.8859e-07,2.6831e-05,-6.7537e-09,-5.8859e-07,2.6831e-05,-6.7537e-09,0.092084,1e-10,6.8572e-17,1e-10,7.0493e-29,1,0.01025,0.07525,0,0.05
0.99459,-0.00024571,0.011261,5.4881e-08,0.030374,-0.00024571,0.011261,5.4882e-08,-4.7544e-07,2.1678e-05,-6.1578e-09,-4.7544e-07,2.1678e-05,-6.1578e-09,0.079507,1e-10,0,1e-10,0,1,0.0105,0.0755,0,0.05
0.99513,-0.00024666,0.011305,5.1237e-08,0.026813,-0.00024666,0.011305,5.1237e-08,-3.9967e-07,1.8239e-05,-5.7288e-09,-3.9967e-07,1.8239e-05,-5.7288e-09,0.070189,9.9998e-11,-6.7487e-17,1e-10,9.5454e-15,1,0.01075,0.07575,0,0.05
0.99568,-0.00024761,0.011348,4.7593e-08,0.023252,-0.00024761,0.011348,4.7593e-08,-3.239e-07,1.4799e-05,-5.2997e-09,-3.239e-07,1.4799e-05,-5.2997e-09,0.060872,9.9998e-11,-6.7489e-17,1e-10,-1.7623e-29,1,0.011,0.076,0,0.05
0.99618,-0.00024855,0.011391,4.4092e-08,0.019958,-0.00024855,0.011391,4.4092e-08,-2.5517e-07,1.1682e-05,-4.8656e-09,-2.5517e-07,1.1682e-05,-4.8656e-09,0.052254,9.9997e-11,-6.749e-17,1e-10,1.4099e-28,1,0.01125,0.07625,0,0.05
0.99653,-0.00024946,0.011432,4.1166e-08,0.017732,-0.00024946,0.011432,4.1166e-08,-2.1459e-07,9.8535e-06,-4.411e-09,-2.1459e-07,9.8535e-06,-4.411e-09,0.04643,1e-10,0,1e-10,3.7022e-14,1,0.0115,0.0765,0,0.05
0.99687,-0.00025036,0.011474,3.824e-08,0.015507,-0.00025036,0.011474,3.824e-08,-1.7402e-07,8.0251e-06,-3.9565e-09,-1.7402e-07,8.0251e-06,-3.9565e-09,0.040606,9.9993e-11,-1.3499e-16,1e-10,8.3028e-14,1,0.01175,0.07675,0,0.05
0.99722,-0.00025127,0.011515,3.5314e-08,0.013282,-0.00025127,0.011515,3.5314e-08,-1.3345e-07,6.1968e-06,-3.502e-09,-1.3345e-07,6.1968e-06,-3.502e-09,0.034783,1e-10,0,1e-10,0,1,0.012,0.077,0,0.05
0.99744,-0.00025214,0.011555,3.2999e-08,0.011895,-0.00025214,0.011555,3.2999e-08,-1.122e-07,5.2442e-06,-2.9055e-09,-1.122e-07,5.2442e-06,-2.9055e-09,0.031152,1e-10,0,1e-10,8.0794e-14,1,0.01225,0.07725,0,0.05
0.99767,-0.00025301,0.011595,3.0684e-08,0.010508,-0.00025301,0.011595,3.0684e-08,-9.0952e-08,4.2915e-06,-2.309e-09,-9.0952e-08,4.2915e-06,-2.309e-09,0.02752,1.0001e-10,1.3609e-16,1e-10,3.5793e-14,1,0.0125,0.0775,0,0.05
0.99789,-0.00025389,0.011635,2.8369e-08,0.0091205,-0.00025389,0.011635,2.8369e-08,-6.9704e-08,3.3389e-06,-1.7126e-09,-6.9704e-08,3.3389e-06,-1.7126e-09,0.023889,1e-10,0,1e-10,7.0493e-29,1,0.01275,0.07775,0,0.05
0.99806,-0.00025475,0.011674,2.6441e-08,0.0081475,-0.00025475,0.011674,2.6441e-08,-5.6794e-08,2.7567e-06,-1.093e-09,-5.6794e-08,2.7567e-06,-1.093e-09,0.021342,9.9993e-11,-6.7502e-17,1e-10,5.287e-29,1,0.013,0.078,0,0.05
0.99821,-0.0002556,0.011714,2.461e-08,0.0072781,-0.0002556,0.011714,2.461e-08,-4.5969e-08,2.2672e-06,-4.6772e-10,-4.5969e-08,2.2672e-06,-4.6772e-10,0.019066,1.0001e-10,6.7504e-17,1e-10,8.682e-15,1,0.01325,0.07825,0,0.05
0.99835,-0.00025646,0.011753,2.2779e-08,0.0064086,-0.00025646,0.011753,2.2778e-08,-3.5145e-08,1.7776e-06,1.576e-10,-3.5145e-08,1.7776e-06,1.576e-10,0.016789,1.0001e-10,6.7505e-17,1e-10,3.5247e-29,1,0.0135,0.0785,0,0.05
0.99848,-0.00025731,0.011792,2.1166e-08,0.0057296,-0.00025731,0.011792,2.1166e-08,-2.7635e-08,1.4324e-06,6.9489e-10,-2.7635e-08,1.4324e-06,6.9489e-10,0.015011,1.0001e-10,6.7507e-17,1e-10,-2.8197e-28,1,0.01375,0.07875,0,0.05
0.99858,-0.00025815,0.01183,1.9701e-08,0.0051776,-0.00025815,0.01183,1.97e-08,-2.2336e-08,1.1833e-06,1.1735e-09,-2.2336e-08,1.1833e-06,1.1735e-09,0.013565,1e-10,0,1e-10,-1.7772e-22,1,0.014,0.079,0,0.05
0.99868,-0.000259,0.011869,1.8235e-08,0.0046256,-0.000259,0.011869,1.8234e-08,-1.7036e-08,9.3429e-07,1.6522e-09,-1.7036e-08,9.3429e-07,1.6522e-09,0.01212,1e-10,1.0888e-18,1e-10,0,1,0.01425,0.07925,0,0.05
0.99877,-0.00025984,0.011908,1.6876e-08,0.0041516,-0.00025984,0.011908,1.6876e-08,-1.2875e-08,7.3462e-07,2.0318e-09,-1.2875e-08,7.3462e-07,2.0318e-09,0.010878,1.0001e-10,6.7509e-17,1e-10,-3.5247e-29,1,0.0145,0.0795,0,0.05
0.99884,-0.00026067,0.011946,1.5678e-08,0.0037945,-0.00026067,0.011946,1.5678e-08,-1.0419e-08,6.0902e-07,2.263e-09,-1.0419e-08,6.0902e-07,2.263e-09,0.0099432,1e-10,0,1e-10,8.5534e-15,1,0.01475,0.07975,0,0.05
0.99892,-0.00026151,0.011984,1.4481e-08,0.0034375,-0.00026151,0.011984,1.4481e-08,-7.9643e-09,4.8341e-07,2.4942e-09,-7.9643e-09,4.8341e-07,2.4942e-09,0.009008,1e-10,0,1e-10,-3.5247e-29,1,0.015,0.08,0,0.05
0.99898,-0.00026235,0.012022,1.3322e-08,0.0031046,-0.00026235,0.012022,1.3322e-08,-5.7873e-09,3.7038e-07,2.6769e-09,-5.7873e-09,3.7038e-07,2.6769e-09,0.0081359,9.9983e-11,-6.751e-17,1e-10,-7.0493e-29,1,0.01525,0.08025,0,0.05
0.99904,-0.00026318,0.012061,1.2321e-08,0.0028682,-0.00026318,0.012061,1.2321e-08,-4.7236e-09,3.0767e-07,2.6663e-09,-4.7236e-09,3.0767e-07,2.6663e-09,0.0075167,1e-10,0,1e-10,3.3332e-14,1,0.0155,0.0805,0,0.05
0.99909,-0.00026401,0.012099,1.1319e-08,0.0026319,-0.00026401,0.012099,1.1319e-08,-3.6599e-09,2.4495e-07,2.6556e-09,-3.6599e-09,2.4495e-07,2.6556e-09,0.0068975,1e-10,0,1e-10,7.4765e-14,1,0.01575,0.08075,0,0.05
0.99914,-0.00026484,0.012137,1.0318e-08,0.0023955,-0.00026484,0.012137,1.0318e-08,-2.5962e-09,1.8223e-07,2.6449e-09,-2.5962e-09,1.8223e-07,2.6449e-09,0.0062782,1e-10,1.0888e-18,1e-10,-1.4099e-28,1,0.016,0.081,0,0.05
0.99918,-0.00026567,0.012175,9.4614e-09,0.002235,-0.00026567,0.012175,9.4613e-09,-2.1574e-09,1.5135e-07,2.4696e-09,-2.1574e-09,1.5135e-07,2.4696e-09,0.0058575,1e-10,0,1e-10,7.2851e-14,1,0.01625,0.08125,0,0.05
0.99922,-0.0002665,0.012213,8.6052e-09,0.0020744,-0.0002665,0.012213,8.605e-09,-1.7186e-09,1.2047e-07,2.2943e-09,-1.7186e-09,1.2047e-07,2.2943e-09,0.0054367,1e-10,0,1e-10,3.2279e-14,1,0.0165,0.0815,0,0.05
0.99926,-0.00026733,0.012251,7.7489e-09,0.0019138,-0.00026733,0.012251,7.7488e-09,-1.2798e-09,8.9594e-08,2.119e-09,-1.2798e-09,8.9594e-08,2.119e-09,0.005016,1.0003e-10,6.7503e-17,1e-10,0,1,0.01675,0.08175,0,0.05
0.99929,-0.00026815,0.012288,6.9818e-09,0.001792,-0.00026815,0.012288,6.9817e-09,-1.0357e-09,7.1513e-08,1.8918e-09,-1.0357e-09,7.1513e-08,1.8918e-09,0.0046967,1.0003e-10,6.75e-17,1e-10,0,1,0.017,0.082,0,0.05
0.99932,-0.00026898,0.012326,6.2371e-09,0.0016799,-0.00026898,0.012326,6.237e-09,-8.4039e-10,5.6632e-08,1.6516e-09,-8.4039e-10,5.6632e-08,1.6516e-09,0.0044028,1e-10,0,1e-10,4.5225e-14,1,0.01725,0.08225,0,0.05
0.99935,-0.0002698,0.012364,5.4923e-09,0.0015677,-0.0002698,0.012364,5.4922e-09,-6.4502e-10,4.1751e-08,1.4113e-09,-6.4502e-10,4.1751e-08,1.4113e-09,0.0041089,1.0003e-10,6.7494e-17,1e-10,5.6395e-28,1,0.0175,0.0825,0,0.05
0.99938,-0.00027063,0.012402,4.8013e-09,0.0014746,-0.00027063,0.012402,4.8012e-09,-4.9456e-10,3.1634e-08,1.1836e-09,-4.9456e-10,3.1634e-08,1.1836e-09,0.0038647,1e-10,0,1e-10,-1.4099e-28,1,0.01775,0.08275,0,0.05
0.99941,-0.00027145,0.01244,4.1462e-09,0.001394,-0.00027145,0.01244,4.1461e-09,-3.7404e-10,2.4694e-08,9.6433e-10,-3.7404e-10,2.4694e-08,9.6433e-10,0.0036536,9.9963e-11,-6.7487e-17,1e-10,-1.6328e-22,1,0.018,0.083,0,0.05
0.99943,-0.00027228,0.012477,3.491e-09,0.0013135,-0.00027228,0.012477,3.4909e-09,-2.5351e-10,1.7753e-08,7.4501e-10,-2.5351e-10,1.7753e-08,7.4501e-10,0.0034424,1e-10,0,1e-10,-2.8197e-28,1,0.01825,0.08325,0,0.05
0.99945,-0.0002731,0.012515,2.8639e-09,0.0012414,-0.0002731,0.012515,2.8638e-09,-1.403e-10,1.2357e-08,5.5539e-10,-1.403e-10,1.2357e-08,5.5539e-10,0.0032534,1e-10,0,1e-10,0,1,0.0185,0.0835,0,0.05
0.99948,-0.00027392,0.012553,2.2788e-09,0.0011819,-0.00027392,0.012553,2.2787e-09,-3.806e-11,9.2784e-09,4.1032e-10,-3.806e-11,9.2784e-09,4.1032e-10,0.0030976,1e-10,0,1e-10,7.4096e-15,1,0.01875,0.08375,0,0.05
0.9995,-0.00027475,0.012591,1.6937e-09,0.0011225,-0.00027475,0.012591,1.6936e-09,6.4177e-11,6.1998e-09,2.6525e-10,6.4177e-11,6.1998e-09,2.6525e-10,0.0029417,1.0005e-10,6.8564e-17,1e-10,1.7623e-29,1,0.019,0.084,0,0.05
0.99955,-0.00027558,0.012629,1.1083e-09,0.0010655,-0.00027558,0.012629,1.1083e-09,1.6455e-10,3.475e-09,1.3807e-10,1.6455e-10,3.475e-09,1.3807e-10,0.0027924,1.0005e-10,6.7473e-17,1e-10,7.0493e-29,1,0.01925,0.08425,0,0.05
0.99976,-0.00027645,0.012669,5.2191e-10,0.0010184,-0.00027645,0.012669,5.2185e-10,2.5745e-10,2.1662e-09,8.2436e-11,2.5745e-10,2.1662e-09,8.2436e-11,0.0026689,1.0005e-10,6.747e-17,1e-10,2.8822e-14,1,0.0195,0.0845,0,0.05
0.99996,-0.00027733,0.012709,-6.4499e-11,0.00097129,-0.00027733,0.012709,-6.4556e-11,3.5035e-10,8.573e-10,2.6806e-11,3.5035e-10,8.573e-10,2.6806e-11,0.0025454,1e-10,0,1e-10,6.4653e-14,1,0.01975,0.08475,0,0.05
1.0002,-0.0002782,0.012749,-6.5093e-10,0.0009242,-0.0002782,0.012749,-6.5098e-10,4.4326e-10,-4.5159e-10,-2.8826e-11,4.4326e-10,-4.5159e-10,-2.8826e-11,0.0024219,1e-10,0,1e-10,1.4099e-28,1,0.02,0.085,0,0.05
1,-0.00027898,0.012785,-1.1525e-09,0.00089233,-0.00027898,0.012785,-1.1525e-09,4.9497e-10,-8.1987e-10,-4.2479e-12,4.9497e-10,-8.1987e-10,-4.2479e-12,0.0023384,1e-10,0,1e-10,7.0493e-29,1,0.02025,0.08525,0,0.05
0.99989,-0.00027976,0.012821,-1.654e-09,0.00086047,-0.00027976,0.012821,-1.6541e-09,5.4669e-10,-1.1882e-09,2.0331e-11,5.4669e-10,-1.1882e-09,2.0331e-11,0.0022548,1e-10,0,1e-10,0,1,0.0205,0.0855,0,0.05
0.99976,-0.00028054,0.012856,-2.1556e-09,0.0008286,-0.00028054,0.012856,-2.1556e-09,5.984e-10,-1.5564e-09,4.4909e-11,5.984e-10,-1.5564e-09,4.4909e-11,0.0021713,1e-10,0,1e-10,0,1,0.02075,0.08575,0,0.05
0.99963,-0.00028132,0.012892,-2.6572e-09,0.00079673,-0.00028132,0.012892,-2.6572e-09,6.5012e-10,-1.9247e-09,6.9488e-11,6.5012e-10,-1.9247e-09,6.9488e-11,0.0020877,9.9935e-11,-6.7467e-17,1e-10,0,1,0.021,0.086,0,0.05
0.99964,-0.00028214,0.01293,-3.1961e-09,0.00077138,-0.00028214,0.01293,-3.1962e-09,6.5375e-10,-1.9195e-09,1.3471e-10,6.5375e-10,-1.9195e-09,1.3471e-10,0.0020214,1.0007e-10,6.7473e-17,1e-10,7.0493e-29,1,0.02125,0.08625,0,0.05
0.99965,-0.00028296,0.012967,-3.7351e-09,0.00074603,-0.00028296,0.012967,-3.7351e-09,6.5737e-10,-1.9142e-09,1.9993e-10,6.5737e-10,-1.9142e-09,1.9993e-10,0.001955,9.9861e-11,-1.3496e-16,1e-10,1.1521e-22,1,0.0215,0.0865,0,0.05
0.99966,-0.00028378,0.013005,-4.2741e-09,0.00072067,-0.00028378,0.013005,-4.2741e-09,6.61e-10,-1.909e-09,2.6516e-10,6.61e-10,-1.909e-09,2.6516e-10,0.0018886,1e-10,0,1e-10,-7.0493e-29,1,0.02175,0.08675,0,0.05
0.99967,-0.0002846,0.013043,-4.813e-09,0.00069532,-0.0002846,0.013043,-4.8131e-09,6.6462e-10,-1.9037e-09,3.3038e-10,6.6462e-10,-1.9037e-09,3.3038e-10,0.0018222,9.9926e-11,-6.7489e-17,1e-10,8.4592e-28,1,0.022,0.087,0,0.05
0.99968,-0.00028542,0.01308,-5.5126e-09,0.00067724,-0.00028542,0.01308,-5.5127e-09,6.1634e-10,-1.7538e-09,3.8073e-10,6.1634e-10,-1.7538e-09,3.8073e-10,0.0017749,1e-10,0,1e-10,1.7623e-29,1,0.02225,0.08725,0,0.05
0.99969,-0.00028624,0.013118,-6.2122e-09,0.00065915,-0.00028624,0.013118,-6.2122e-09,5.6806e-10,-1.6038e-09,4.3107e-10,5.6806e-10,-1.6038e-09,4.3107e-10,0.0017275,1e-10,0,1e-10,0,1,0.0225,0.0875,0,0.05
0.9997,-0.00028706,0.013155,-6.9118e-09,0.00064107,-0.00028706,0.013155,-6.9118e-09,5.1978e-10,-1.4538e-09,4.8141e-10,5.1978e-10,-1.4538e-09,4.8141e-10,0.0016802,1e-10,1.0869e-18,1e-10,3.5247e-29,1,0.02275,0.08775,0,0.05
0.99971,-0.00028788,0.013193,-7.6114e-09,0.00062299,-0.00028788,0.013193,-7.6114e-09,4.715e-10,-1.3038e-09,5.3175e-10,4.715e-10,-1.3038e-09,5.3175e-10,0.0016329,1e-10,0,1e-10,3.5247e-28,1,0.023,0.088,0,0.05
0.99972,-0.0002887,0.013231,-8.2865e-09,0.00061157,-0.0002887,0.013231,-8.2865e-09,4.0324e-10,-1.1304e-09,5.2002e-10,4.0324e-10,-1.1304e-09,5.2002e-10,0.001603,1e-10,0,1e-10,3.5247e-29,1,0.02325,0.08825,0,0.05
