"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.9028e-05,-6.1756e-09,2.9398e-07,-5.6948e-10,0.00013424,-6.1759e-09,2.94e-07,-5.6948e-10,2.3084e-09,-1.0627e-07,6.6666e-11,2.3084e-09,-1.0627e-07,6.6666e-11,1e-10,0,-7.0493e-29,1,0.0025,0.0675,0,0.02
3.2474e-05,-6.9484e-09,3.3027e-07,-5.9994e-10,0.00014115,-6.9486e-09,3.3028e-07,-5.9994e-10,2.5505e-09,-1.1735e-07,6.8106e-11,2.5505e-09,-1.1735e-07,6.8106e-11,1.0007e-10,3.3718e-17,1.2687e-14,1,0.00275,0.06775,0,0.02
3.5921e-05,-7.7211e-09,3.6656e-07,-6.304e-10,0.00014806,-7.7214e-09,3.6657e-07,-6.3041e-10,2.7925e-09,-1.2843e-07,6.9546e-11,2.7925e-09,-1.2843e-07,6.9546e-11,1e-10,0,-3.5247e-29,1,0.003,0.068,0,0.02
3.9488e-05,-8.5247e-09,4.0425e-07,-6.6107e-10,0.00015564,-8.525e-09,4.0427e-07,-6.6108e-10,3.042e-09,-1.3985e-07,7.1085e-11,3.042e-09,-1.3985e-07,7.1085e-11,1e-10,0,1.4099e-28,1,0.00325,0.06825,0,0.02
4.3535e-05,-9.452e-09,4.4759e-07,-6.9259e-10,0.00016588,-9.4524e-09,4.4761e-07,-6.926e-10,3.3212e-09,-1.5266e-07,7.3019e-11,3.3212e-09,-1.5266e-07,7.3019e-11,1e-10,0,4.9028e-14,1,0.0035,0.0685,0,0.02
4.7583e-05,-1.0379e-08,4.9093e-07,-7.2411e-10,0.00017612,-1.038e-08,4.9095e-07,-7.2412e-10,3.6003e-09,-1.6546e-07,7.4952e-11,3.6003e-09,-1.6546e-07,7.4952e-11,1e-10,0,1.7623e-29,1,0.00375,0.06875,0,0.02
5.1631e-05,-1.1307e-08,5.3426e-07,-7.5563e-10,0.00018637,-1.1307e-08,5.3428e-07,-7.5563e-10,3.8795e-09,-1.7827e-07,7.6886e-11,3.8795e-09,-1.7827e-07,7.6886e-11,1.0006e-10,3.3721e-17,1.4099e-28,1,0.004,0.069,0,0.02
5.657e-05,-1.2456e-08,5.8789e-07,-7.9054e-10,0.00020252,-1.2457e-08,5.8791e-07,-7.9055e-10,4.2529e-09,-1.9549e-07,8.1407e-11,4.2529e-09,-1.9549e-07,8.1407e-11,9.9942e-11,-3.4809e-17,3.5247e-29,1,0.00425,0.06925,0,0.02
6.1508e-05,-1.3606e-08,6.4152e-07,-8.2545e-10,0.00021868,-1.3606e-08,6.4154e-07,-8.2546e-10,4.6263e-09,-2.1271e-07,8.5927e-11,4.6263e-09,-2.1271e-07,8.5927e-11,1e-10,0,4.7215e-14,1,0.0045,0.0695,0,0.02
6.6446e-05,-1.4755e-08,6.9514e-07,-8.6037e-10,0.00023484,-1.4756e-08,6.9516e-07,-8.6038e-10,4.9998e-09,-2.2993e-07,9.0448e-11,4.9998e-09,-2.2993e-07,9.0448e-11,1e-10,0,-7.0493e-29,1,0.00475,0.06975,0,0.02
7.2557e-05,-1.6192e-08,7.6213e-07,-9.0168e-10,0.00026229,-1.6192e-08,7.6216e-07,-9.0169e-10,5.5799e-09,-2.568e-07,1.0088e-10,5.5799e-09,-2.568e-07,1.0088e-10,1.0005e-10,3.3722e-17,0,1,0.005,0.07,0,0.02
7.8961e-05,-1.77e-08,8.3246e-07,-9.4458e-10,0.00029256,-1.7701e-08,8.3249e-07,-9.4459e-10,6.2117e-09,-2.8607e-07,1.128e-10,6.2117e-09,-2.8607e-07,1.128e-10,1.0009e-10,6.7445e-17,-3.9789e-14,1,0.00525,0.07025,0,0.02
8.5365e-05,-1.9209e-08,9.028e-07,-9.8749e-10,0.00032283,-1.921e-08,9.0283e-07,-9.875e-10,6.8435e-09,-3.1535e-07,1.2471e-10,6.8435e-09,-3.1535e-07,1.2471e-10,1.0004e-10,3.3723e-17,-5.6395e-28,1,0.0055,0.0705,0,0.02
9.3542e-05,-2.1145e-08,9.9303e-07,-1.0416e-09,0.00037765,-2.1146e-08,9.9307e-07,-1.0416e-09,7.9451e-09,-3.6646e-07,1.4894e-10,7.9451e-09,-3.6646e-07,1.4894e-10,1e-10,0,1.0574e-28,1,0.00575,0.07075,0,0.02
0.0001029,-2.3366e-08,1.0965e-06,-1.1031e-09,0.00044885,-2.3367e-08,1.0966e-06,-1.1032e-09,9.36e-09,-4.3213e-07,1.8137e-10,9.36e-09,-4.3213e-07,1.8137e-10,1e-10,0,0,1,0.006,0.071,0,0.02
0.00011226,-2.5586e-08,1.2e-06,-1.1647e-09,0.00052004,-2.5587e-08,1.2001e-06,-1.1647e-09,1.0775e-08,-4.978e-07,2.138e-10,1.0775e-08,-4.978e-07,2.138e-10,1.0003e-10,3.3724e-17,1.0574e-28,1,0.00625,0.07125,0,0.02
0.00012459,-2.8519e-08,1.3367e-06,-1.2448e-09,0.00064477,-2.852e-08,1.3367e-06,-1.2449e-09,1.3227e-08,-6.1151e-07,2.6935e-10,1.3227e-08,-6.1151e-07,2.6935e-10,1e-10,0,0,1,0.0065,0.0715,0,0.02
0.00014138,-3.252e-08,1.5229e-06,-1.3529e-09,0.00084978,-3.2522e-08,1.523e-06,-1.3529e-09,1.7236e-08,-7.9727e-07,3.5956e-10,1.7236e-08,-7.9727e-07,3.5956e-10,1.0002e-10,3.3724e-17,1.1231e-14,1,0.00675,0.07175,0,0.02
0.00015818,-3.6521e-08,1.7091e-06,-1.4609e-09,0.0010548,-3.6523e-08,1.7092e-06,-1.461e-09,2.1245e-08,-9.8303e-07,4.4977e-10,2.1245e-08,-9.8303e-07,4.4977e-10,1e-10,0,3.5247e-29,1,0.007,0.072,0,0.02
0.00017944,-4.1595e-08,1.9451e-06,-1.5931e-09,0.0013517,-4.1598e-08,1.9452e-06,-1.5932e-09,2.7114e-08,-1.2547e-06,5.7242e-10,2.7114e-08,-1.2547e-06,5.7242e-10,1e-10,0,2.8197e-28,1,0.00725,0.07225,0,0.02
0.00021857,-5.096e-08,2.3799e-06,-1.8217e-09,0.0020161,-5.0964e-08,2.3801e-06,-1.8218e-09,4.042e-08,-1.8698e-06,8.248e-10,4.042e-08,-1.8698e-06,8.248e-10,1e-10,0,4.3486e-14,1,0.0075,0.0725,0,0.02
0.00025769,-6.0325e-08,2.8147e-06,-2.0503e-09,0.0026805,-6.0331e-08,2.8149e-06,-2.0504e-09,5.3726e-08,-2.485e-06,1.0772e-09,5.3726e-08,-2.485e-06,1.0772e-09,1.0001e-10,3.3725e-17,1.7623e-29,1,0.00775,0.07275,0,0.02
0.00029682,-6.969e-08,3.2495e-06,-2.2789e-09,0.0033449,-6.9697e-08,3.2498e-06,-2.279e-09,6.7032e-08,-3.1002e-06,1.3296e-09,6.7032e-08,-3.1002e-06,1.3296e-09,1e-10,0,4.2296e-28,1,0.008,0.073,0,0.02
0.00040931,-9.683e-08,4.5055e-06,-2.8207e-09,0.0055446,-9.6841e-08,4.5061e-06,-2.8209e-09,1.1375e-07,-5.2555e-06,2.0125e-09,1.1375e-07,-5.2555e-06,2.0125e-09,1e-10,0,2.1148e-28,1,0.00825,0.07325,0,0.02
0.00052179,-1.2397e-07,5.7615e-06,-3.3625e-09,0.0077443,-1.2398e-07,5.7623e-06,-3.3628e-09,1.6047e-07,-7.4109e-06,2.6954e-09,1.6047e-07,-7.4109e-06,2.6954e-09,1e-10,0,2.2912e-13,1,0.0085,0.0735,0,0.02
0.00063428,-1.5111e-07,7.0176e-06,-3.9043e-09,0.009944,-1.5113e-07,7.0186e-06,-3.9047e-09,2.0719e-07,-9.5662e-06,3.3783e-09,2.0719e-07,-9.5662e-06,3.3783e-09,1e-10,3.3726e-17,1.6918e-27,1,0.00875,0.07375,0,0.02
0.0009391,-2.2539e-07,1.0447e-05,-5.0532e-09,0.015786,-2.2542e-07,1.0449e-05,-5.0536e-09,3.4302e-07,-1.5822e-05,4.8299e-09,3.4302e-07,-1.5822e-05,4.8299e-09,9.9998e-11,-3.4814e-17,-7.0493e-29,1,0.009,0.074,0,0.02
0.001292,-3.1145e-07,1.442e-05,-6.3537e-09,0.022539,-3.115e-07,1.4422e-05,-6.3543e-09,5.0111e-07,-2.3102e-05,6.4736e-09,5.0111e-07,-2.3102e-05,6.4736e-09,1e-10,3.3726e-17,-3.618e-14,1,0.00925,0.07425,0,0.02
0.0016449,-3.9751e-07,1.8392e-05,-7.6543e-09,0.029292,-3.9758e-07,1.8396e-05,-7.6551e-09,6.5921e-07,-3.0383e-05,8.1174e-09,6.5921e-07,-3.0383e-05,8.1174e-09,1e-10,0,-5.6395e-28,1,0.0095,0.0745,0,0.02
0.0024257,-5.8979e-07,2.7254e-05,-9.8868e-09,0.042546,-5.8989e-07,2.7258e-05,-9.8878e-09,1.0017e-06,-4.6135e-05,1.0678e-08,1.0017e-06,-4.6135e-05,1.0678e-08,1e-10,3.2638e-17,3.5247e-29,1,0.00975,0.07475,0,0.02
0.0034917,-8.5288e-07,3.9374e-05,-1.2741e-08,0.060136,-8.5303e-07,3.9381e-05,-1.2742e-08,1.4671e-06,-6.7537e-05,1.3849e-08,1.4671e-06,-6.7537e-05,1.3849e-08,1e-10,0,0,1,0.01,0.075,0,0.02
0.0045577,-1.116e-06,5.1495e-05,-1.5594e-08,0.077725,-1.1162e-06,5.1504e-05,-1.5596e-08,1.9324e-06,-8.8938e-05,1.702e-08,1.9324e-06,-8.8938e-05,1.702e-08,1e-10,3.2639e-17,7.0493e-29,1,0.01025,0.07525,0,0.02
0.0063215,-1.5548e-06,7.1692e-05,-1.9426e-08,0.10296,-1.555e-06,7.1705e-05,-1.9428e-08,2.6495e-06,-0.00012189,2.0709e-08,2.6495e-06,-0.00012189,2.0709e-08,1e-10,-3.4815e-17,1.4099e-28,1,0.0105,0.0755,0,0.02
0.0091324,-2.2572e-06,0.00010401,-2.4723e-08,0.13966,-2.2576e-06,0.00010402,-2.4726e-08,3.7442e-06,-0.00017218,2.5174e-08,3.7442e-06,-0.00017218,2.5174e-08,1e-10,-3.4815e-17,9.5454e-15,1,0.01075,0.07575,0,0.02
0.011943,-2.9596e-06,0.00013632,-3.002e-08,0.17636,-2.9601e-06,0.00013634,-3.0023e-08,4.8388e-06,-0.00022246,2.964e-08,4.8388e-06,-0.00022246,2.964e-08,1e-10,0,0,1,0.011,0.076,0,0.02
0.01542,-3.8324e-06,0.00017646,-3.5862e-08,0.21778,-3.833e-06,0.00017649,-3.5866e-08,6.1113e-06,-0.0002809,3.4046e-08,6.1113e-06,-0.0002809,3.4046e-08,1e-10,-3.4815e-17,1.4099e-28,1,0.01125,0.07625,0,0.02
0.021559,-5.3864e-06,0.00024788,-4.3882e-08,0.27806,-5.3872e-06,0.00024792,-4.3886e-08,8.0947e-06,-0.00037194,3.8217e-08,8.0947e-06,-0.00037194,3.8217e-08,1e-10,-3.4815e-17,3.7022e-14,1,0.0115,0.0765,0,0.02
0.027698,-6.9404e-06,0.0003193,-5.1901e-08,0.33835,-6.9414e-06,0.00031935,-5.1906e-08,1.0078e-05,-0.00046298,4.2389e-08,1.0078e-05,-0.00046298,4.2389e-08,1e-10,-3.4815e-17,8.3028e-14,1,0.01175,0.07675,0,0.02
0.033837,-8.4944e-06,0.00039072,-5.9921e-08,0.39863,-8.4957e-06,0.00039078,-5.9926e-08,1.2062e-05,-0.00055403,4.656e-08,1.2062e-05,-0.00055403,4.656e-08,1e-10,0,7.0493e-29,1,0.012,0.077,0,0.02
0.044881,-1.1328e-05,0.00052084,-6.9811e-08,0.47771,-1.1329e-05,0.00052091,-6.9816e-08,1.4865e-05,-0.00068265,4.8376e-08,1.4865e-05,-0.00068265,4.8376e-08,1e-10,0,8.0794e-14,1,0.01225,0.07725,0,0.02
0.055925,-1.4161e-05,0.00065097,-7.9702e-08,0.55679,-1.4163e-05,0.00065105,-7.9707e-08,1.7669e-05,-0.00081128,5.0192e-08,1.7669e-05,-0.00081128,5.0192e-08,1e-10,0,3.5793e-14,1,0.0125,0.0775,0,0.02
0.066969,-1.6994e-05,0.00078109,-8.9593e-08,0.63587,-1.6996e-05,0.00078119,-8.9598e-08,2.0472e-05,-0.0009399,5.2007e-08,2.0472e-05,-0.0009399,5.2007e-08,1e-10,3.3727e-17,7.0493e-29,1,0.01275,0.07775,0,0.02
0.08261,-2.1055e-05,0.00096752,-9.9594e-08,0.72021,-2.1057e-05,0.00096763,-9.9599e-08,2.3612e-05,-0.0010839,5.0897e-08,2.3612e-05,-0.0010839,5.0897e-08,1e-10,0,3.5247e-29,1,0.013,0.078,0,0.02
0.099399,-2.5422e-05,0.001168,-1.0962e-07,0.80586,-2.5424e-05,0.0011681,-1.0963e-07,2.6835e-05,-0.0012317,4.9056e-08,2.6835e-05,-0.0012317,4.9056e-08,1e-10,-3.4815e-17,8.682e-15,1,0.01325,0.07825,0,0.02
0.11619,-2.9789e-05,0.0013685,-1.1965e-07,0.89151,-2.9792e-05,0.0013686,-1.1965e-07,3.0058e-05,-0.0013796,4.7214e-08,3.0058e-05,-0.0013796,4.7214e-08,1e-10,0,-3.5247e-29,1,0.0135,0.0785,0,0.02
0.13633,-3.508e-05,0.0016114,-1.2853e-07,0.97343,-3.5083e-05,0.0016115,-1.2854e-07,3.3238e-05,-0.0015255,4.2883e-08,3.3238e-05,-0.0015255,4.2883e-08,1e-10,6.7455e-17,-2.8197e-28,1,0.01375,0.07875,0,0.02
0.15872,-4.0987e-05,0.0018825,-1.3665e-07,1.0529,-4.0991e-05,0.0018827,-1.3665e-07,3.639e-05,-0.0016701,3.6893e-08,3.639e-05,-0.0016701,3.6893e-08,1e-10,6.7455e-17,-1.7786e-22,1,0.014,0.079,0,0.02
0.1811,-4.6894e-05,0.0021536,-1.4477e-07,1.1323,-4.6898e-05,0.0021538,-1.4477e-07,3.9542e-05,-0.0018147,3.0902e-08,3.9542e-05,-0.0018147,3.0902e-08,1e-10,3.3727e-17,-1.4099e-28,1,0.01425,0.07925,0,0.02
0.20536,-5.334e-05,0.0024494,-1.5129e-07,1.2057,-5.3344e-05,0.0024496,-1.5129e-07,4.2507e-05,-0.0019507,2.3202e-08,4.2507e-05,-0.0019507,2.3202e-08,1e-10,0,7.0493e-29,1,0.0145,0.0795,0,0.02
0.23243,-6.0594e-05,0.0027824,-1.5542e-07,1.2701,-6.0599e-05,0.0027826,-1.5542e-07,4.5193e-05,-0.0020739,1.2937e-08,4.5193e-05,-0.0020739,1.2937e-08,1e-10,0,8.5534e-15,1,0.01475,0.07975,0,0.02
0.25951,-6.7848e-05,0.0031153,-1.5955e-07,1.3345,-6.7853e-05,0.0031155,-1.5955e-07,4.7879e-05,-0.0021971,2.6725e-09,4.7879e-05,-0.0021971,2.6725e-09,1e-10,3.3727e-17,0,1,0.015,0.08,0,0.02
0.28726,-7.5311e-05,0.0034578,-1.6249e-07,1.3948,-7.5316e-05,0.003458,-1.6249e-07,5.0419e-05,-0.0023137,-8.3764e-09,5.0419e-05,-0.0023137,-8.3764e-09,1e-10,0,-7.0493e-29,1,0.01525,0.08025,0,0.02
0.31773,-8.3604e-05,0.0038384,-1.6064e-07,1.4392,-8.3609e-05,0.0038386,-1.6064e-07,5.2376e-05,-0.0024034,-2.256e-08,5.2376e-05,-0.0024034,-2.256e-08,1e-10,0,3.3332e-14,1,0.0155,0.0805,0,0.02
0.34819,-9.1898e-05,0.004219,-1.5879e-07,1.4836,-9.1903e-05,0.0042192,-1.5879e-07,5.4333e-05,-0.0024932,-3.6745e-08,5.4333e-05,-0.0024932,-3.6745e-08,1e-10,3.3727e-17,7.4765e-14,1,0.01575,0.08075,0,0.02
0.37866,-0.00010019,0.0045996,-1.5694e-07,1.528,-0.0001002,0.0045998,-1.5694e-07,5.629e-05,-0.002583,-5.0929e-08,5.629e-05,-0.002583,-5.0929e-08,1e-10,-3.4815e-17,7.0493e-29,1,0.016,0.081,0,0.02
0.41103,-0.00010915,0.0050109,-1.4749e-07,1.5498,-0.00010916,0.0050111,-1.4749e-07,5.736e-05,-0.002632,-6.7599e-08,5.736e-05,-0.002632,-6.7599e-08,1e-10,0,7.2851e-14,1,0.01625,0.08125,0,0.02
0.4434,-0.00011812,0.0054222,-1.3805e-07,1.5716,-0.00011812,0.0054224,-1.3804e-07,5.8431e-05,-0.002681,-8.427e-08,5.8431e-05,-0.002681,-8.427e-08,1e-10,0,3.2279e-14,1,0.0165,0.0815,0,0.02
0.47577,-0.00012708,0.0058335,-1.286e-07,1.5934,-0.00012709,0.0058337,-1.2859e-07,5.9501e-05,-0.0027301,-1.0094e-07,5.9501e-05,-0.0027301,-1.0094e-07,1e-10,3.3727e-17,-7.0493e-29,1,0.01675,0.08175,0,0.02
0.50841,-0.00013625,0.0062543,-1.1256e-07,1.5957,-0.00013626,0.0062546,-1.1255e-07,5.98e-05,-0.0027436,-1.1715e-07,5.98e-05,-0.0027436,-1.1715e-07,1e-10,3.3727e-17,2.8197e-28,1,0.017,0.082,0,0.02
0.54112,-0.00014548,0.0066776,-9.4879e-08,1.5931,-0.00014548,0.0066778,-9.4865e-08,5.9907e-05,-0.0027483,-1.3325e-07,5.9907e-05,-0.0027483,-1.3325e-07,1e-10,0,4.5225e-14,1,0.01725,0.08225,0,0.02
0.57383,-0.0001547,0.0071008,-7.7196e-08,1.5905,-0.00015471,0.0071011,-7.7181e-08,6.0013e-05,-0.0027529,-1.4934e-07,6.0013e-05,-0.0027529,-1.4934e-07,1e-10,1.088e-18,0,1,0.0175,0.0825,0,0.02
0.60577,-0.00016382,0.0075191,-5.5303e-08,1.5725,-0.00016383,0.0075194,-5.5287e-08,5.953e-05,-0.0027305,-1.6219e-07,5.953e-05,-0.0027305,-1.6219e-07,1e-10,0,-2.8197e-28,1,0.01775,0.08275,0,0.02
0.63719,-0.00017287,0.0079342,-3.0603e-08,1.5443,-0.00017287,0.0079345,-3.0586e-08,5.8656e-05,-0.00269,-1.7287e-07,5.8656e-05,-0.00269,-1.7287e-07,1e-10,0,-1.6343e-22,1,0.018,0.083,0,0.02
0.66862,-0.00018192,0.0083493,-5.9025e-09,1.5161,-0.00018192,0.0083495,-5.8843e-09,5.7781e-05,-0.0026494,-1.8355e-07,5.7781e-05,-0.0026494,-1.8355e-07,1e-10,3.3728e-17,-4.2296e-28,1,0.01825,0.08325,0,0.02
0.69888,-0.00019071,0.0087526,2.0029e-08,1.4773,-0.00019072,0.0087529,2.0048e-08,5.6529e-05,-0.0025916,-1.8965e-07,5.6529e-05,-0.0025916,-1.8965e-07,1e-10,0,3.5247e-29,1,0.0185,0.0835,0,0.02
0.72739,-0.00019913,0.0091383,4.7809e-08,1.4229,-0.00019913,0.0091385,4.7828e-08,5.4713e-05,-0.0025077,-1.8887e-07,5.4713e-05,-0.0025077,-1.8887e-07,1e-10,-3.4816e-17,7.4096e-15,1,0.01875,0.08375,0,0.02
0.75589,-0.00020754,0.009524,7.5589e-08,1.3685,-0.00020754,0.0095242,7.5607e-08,5.2897e-05,-0.0024238,-1.8809e-07,5.2897e-05,-0.0024238,-1.8809e-07,1e-10,0,-1.7623e-29,1,0.019,0.084,0,0.02
0.78379,-0.00021581,0.0099034,1.0286e-07,1.3083,-0.00021582,0.0099036,1.0288e-07,5.0878e-05,-0.0023306,-1.8371e-07,5.0878e-05,-0.0023306,-1.8371e-07,1e-10,3.2641e-17,7.0493e-29,1,0.01925,0.08425,0,0.02
0.80927,-0.00022354,0.010257,1.2809e-07,1.2253,-0.00022355,0.010258,1.2811e-07,4.8051e-05,-0.0022001,-1.6495e-07,4.8051e-05,-0.0022001,-1.6495e-07,1e-10,0,2.8822e-14,1,0.0195,0.0845,0,0.02
0.83475,-0.00023127,0.010611,1.5332e-07,1.1422,-0.00023128,0.010612,1.5333e-07,4.5223e-05,-0.0020697,-1.4618e-07,4.5223e-05,-0.0020697,-1.4618e-07,1e-10,0,6.4653e-14,1,0.01975,0.08475,0,0.02
0.86024,-0.000239,0.010965,1.7855e-07,1.0591,-0.00023901,0.010966,1.7856e-07,4.2396e-05,-0.0019393,-1.2741e-07,4.2396e-05,-0.0019393,-1.2741e-07,1e-10,0,0,1,0.02,0.085,0,0.02
0.87664,-0.00024434,0.011209,1.8863e-07,0.97566,-0.00024434,0.011209,1.8864e-07,3.9349e-05,-0.0017989,-9.6858e-08,3.9349e-05,-0.0017989,-9.6858e-08,1e-10,0,0,1,0.02025,0.08525,0,0.02
0.89305,-0.00024967,0.011453,1.9872e-07,0.89216,-0.00024967,0.011453,1.9872e-07,3.6302e-05,-0.0016586,-6.6303e-08,3.6302e-05,-0.0016586,-6.6303e-08,1e-10,0,0,1,0.0205,0.0855,0,0.02
0.90946,-0.000255,0.011697,2.088e-07,0.80867,-0.00025501,0.011697,2.0881e-07,3.3255e-05,-0.0015183,-3.5749e-08,3.3255e-05,-0.0015183,-3.5749e-08,1e-10,0,-3.5247e-29,1,0.02075,0.08575,0,0.02
0.92587,-0.00026034,0.011941,2.1889e-07,0.72518,-0.00026034,0.011941,2.1889e-07,3.0208e-05,-0.0013779,-5.1945e-09,3.0208e-05,-0.0013779,-5.1945e-09,1e-10,0,0,1,0.021,0.086,0,0.02
0.93647,-0.00026413,0.012114,2.1276e-07,0.64647,-0.00026413,0.012114,2.1276e-07,2.7056e-05,-0.0012333,2.622e-08,2.7056e-05,-0.0012333,2.622e-08,1e-10,0,7.0493e-29,1,0.02125,0.08625,0,0.02
0.94707,-0.00026792,0.012287,2.0663e-07,0.56776,-0.00026793,0.012287,2.0663e-07,2.3905e-05,-0.0010886,5.7634e-08,2.3905e-05,-0.0010886,5.7634e-08,1e-10,0,1.1521e-22,1,0.0215,0.0865,0,0.02
0.95768,-0.00027172,0.01246,2.0051e-07,0.48905,-0.00027172,0.01246,2.005e-07,2.0753e-05,-0.00094392,8.905e-08,2.0753e-05,-0.00094392,8.905e-08,1e-10,-3.4822e-17,0,1,0.02175,0.08675,0,0.02
0.96828,-0.00027551,0.012633,1.9438e-07,0.41034,-0.00027552,0.012633,1.9437e-07,1.7601e-05,-0.00079925,1.2046e-07,1.7601e-05,-0.00079925,1.2046e-07,1e-10,3.2646e-17,8.4592e-28,1,0.022,0.087,0,0.02
0.97347,-0.00027782,0.012738,1.7771e-07,0.35511,-0.00027782,0.012738,1.777e-07,1.5214e-05,-0.00069023,1.3277e-07,1.5214e-05,-0.00069023,1.3277e-07,1e-10,0,5.287e-29,1,0.02225,0.08725,0,0.02
0.97866,-0.00028012,0.012843,1.6104e-07,0.29989,-0.00028012,0.012843,1.6102e-07,1.2826e-05,-0.00058122,1.4507e-07,1.2826e-05,-0.00058122,1.4507e-07,1e-10,0,0,1,0.0225,0.0875,0,0.02
0.98385,-0.00028243,0.012947,1.4436e-07,0.24465,-0.00028243,0.012948,1.4435e-07,1.0438e-05,-0.0004722,1.5737e-07,1.0438e-05,-0.0004722,1.5737e-07,1e-10,3.3737e-17,3.5247e-29,1,0.02275,0.08775,0,0.02
0.98905,-0.00028473,0.013052,1.2769e-07,0.18943,-0.00028473,0.013052,1.2767e-07,8.0509e-06,-0.00036318,1.6967e-07,8.0509e-06,-0.00036318,1.6967e-07,1e-10,0,-7.0493e-29,1,0.023,0.088,0,0.02
0.99107,-0.00028614,0.013116,1.1057e-07,0.15988,-0.00028614,0.013116,1.1055e-07,6.6773e-06,-0.00030078,1.588e-07,6.6773e-06,-0.00030078,1.588e-07,1e-10,3.2651e-17,-5.287e-29,1,0.02325,0.08825,0,0.02
0.99309,-0.00028755,0.01318,9.3439e-08,0.13033,-0.00028755,0.013181,9.3424e-08,5.3037e-06,-0.00023838,1.4793e-07,5.3037e-06,-0.00023838,1.4793e-07,1e-10,0,0,1,0.0235,0.0885,0,0.02
0.99512,-0.00028896,0.013245,7.6313e-08,0.10078,-0.00028896,0.013245,7.6299e-08,3.9301e-06,-0.00017598,1.3707e-07,3.9301e-06,-0.00017598,1.3707e-07,1e-10,0,-1.7623e-29,1,0.02375,0.08875,0,0.02
0.99714,-0.00029037,0.013309,5.9186e-08,0.071225,-0.00029037,0.013309,5.9174e-08,2.5564e-06,-0.00011357,1.262e-07,2.5564e-06,-0.00011357,1.262e-07,1e-10,0,-2.1148e-28,1,0.024,0.089,0,0.02
