"w","U:0","U:1","U:2","StrainRate","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.60325,-2.6289e-07,0.0066056,2.1674e-07,1.6559,0.071366,0.29397,-2.4363e-27,1,0.008,0.073,0,0.02
0.63598,-2.7076e-07,0.0069915,2.2367e-07,1.5971,0.074748,0.29397,-2.4783e-32,1,0.00825,0.07325,0,0.02
0.6687,-2.7863e-07,0.0073773,2.306e-07,1.5382,0.07813,0.29397,0,1,0.0085,0.0735,0,0.02
0.70142,-2.865e-07,0.0077632,2.3754e-07,1.4793,0.081512,0.29397,2.4783e-32,1,0.00875,0.07375,0,0.02
0.73415,-2.9437e-07,0.0081491,2.4447e-07,1.4204,0.084893,0.29397,2.974e-31,1,0.009,0.074,0,0.02
0.76002,-2.9347e-07,0.0084676,2.4361e-07,1.3333,0.092763,0.29398,4.9566e-32,1,0.00925,0.07425,0,0.02
0.78589,-2.9256e-07,0.0087862,2.4274e-07,1.2462,0.10063,0.29398,0,1,0.0095,0.0745,0,0.02
0.81176,-2.9166e-07,0.0091048,2.4188e-07,1.1591,0.1085,0.29398,-4.9566e-32,1,0.00975,0.07475,0,0.02
0.83763,-2.9075e-07,0.0094234,2.4101e-07,1.072,0.11637,0.29398,1.9827e-31,1,0.01,0.075,0,0.02
0.85561,-2.8188e-07,0.0096597,2.3312e-07,0.98262,0.13288,0.29399,0,1,0.01025,0.07525,0,0.02
0.87358,-2.73e-07,0.009896,2.2522e-07,0.89321,0.14938,0.29399,1.4147e-22,1,0.0105,0.0755,0,0.02
0.89156,-2.6413e-07,0.010132,2.1732e-07,0.80381,0.16589,0.29399,1.0151e-28,1,0.01075,0.07575,0,0.02
0.90953,-2.5525e-07,0.010369,2.0942e-07,0.7144,0.18239,0.294,1.6242e-27,1,0.011,0.076,0,0.02
0.92057,-2.421e-07,0.01053,1.9764e-07,0.64154,0.21753,0.294,0,1,0.01125,0.07625,0,0.02
0.9316,-2.2894e-07,0.010692,1.8585e-07,0.56869,0.25266,0.294,0,1,0.0115,0.0765,0,0.02
0.94263,-2.1578e-07,0.010853,1.7406e-07,0.49583,0.28779,0.29401,1.0151e-28,1,0.01175,0.07675,0,0.02
0.95367,-2.0263e-07,0.011015,1.6227e-07,0.42297,0.32293,0.29401,-2.0302e-27,1,0.012,0.077,0,0.02
0.95971,-1.8969e-07,0.011121,1.5013e-07,0.37344,0.40076,0.29402,-7.4349e-32,1,0.01225,0.07725,0,0.02
0.96575,-1.7675e-07,0.011228,1.3798e-07,0.32392,0.4786,0.29403,0,1,0.0125,0.0775,0,0.02
0.97179,-1.6381e-07,0.011334,1.2584e-07,0.27439,0.55643,0.29403,-2.4783e-32,1,0.01275,0.07775,0,0.02
0.97782,-1.5088e-07,0.011441,1.137e-07,0.22486,0.63427,0.29404,1.9827e-31,1,0.013,0.078,0,0.02
0.98082,-1.4119e-07,0.011513,1.0354e-07,0.19595,0.81246,0.29405,-2.4783e-32,1,0.01325,0.07825,0,0.02
0.98381,-1.315e-07,0.011585,9.339e-08,0.16704,0.99065,0.29405,0,1,0.0135,0.0785,0,0.02
0.9868,-1.2182e-07,0.011657,8.3237e-08,0.13812,1.1688,0.29406,-2.4783e-32,1,0.01375,0.07875,0,0.02
0.98979,-1.1213e-07,0.011729,7.3083e-08,0.10921,1.347,0.29406,1.9827e-31,1,0.014,0.079,0,0.02
0.99116,-1.0657e-07,0.011783,6.5696e-08,0.094339,1.758,0.29407,1.0151e-28,1,0.01425,0.07925,0,0.02
0.99253,-1.01e-07,0.011836,5.8309e-08,0.079469,2.1689,0.29407,1.2786e-22,1,0.0145,0.0795,0,0.02
0.99391,-9.5439e-08,0.01189,5.0922e-08,0.064599,2.5799,0.29407,-1.0151e-28,1,0.01475,0.07975,0,0.02
0.99528,-8.9876e-08,0.011943,4.3535e-08,0.04973,2.9909,0.29407,1.2181e-27,1,0.015,0.08,0,0.02
0.99588,-8.7532e-08,0.011988,3.865e-08,0.0428,3.9102,0.29407,-3.0454e-28,1,0.01525,0.08025,0,0.02
0.99648,-8.5188e-08,0.012033,3.3764e-08,0.035871,4.8295,0.29406,0,1,0.0155,0.0805,0,0.02
0.99709,-8.2844e-08,0.012077,2.8879e-08,0.028941,5.7488,0.29405,-1.0151e-28,1,0.01575,0.08075,0,0.02
0.99769,-8.0499e-08,0.012122,2.3994e-08,0.022012,6.668,0.29405,-1.2181e-27,1,0.016,0.081,0,0.02
0.99795,-7.9968e-08,0.012163,2.0984e-08,0.018986,8.5738,0.29404,0,1,0.01625,0.08125,0,0.02
0.99821,-7.9437e-08,0.012203,1.7975e-08,0.01596,10.48,0.29403,0,1,0.0165,0.0815,0,0.02
0.99847,-7.8906e-08,0.012244,1.4965e-08,0.012935,12.385,0.29401,2.4783e-32,1,0.01675,0.08175,0,0.02
0.99874,-7.8375e-08,0.012284,1.1956e-08,0.0099088,14.291,0.294,-9.9133e-32,1,0.017,0.082,0,0.02
0.99885,-7.8406e-08,0.012323,1.0245e-08,0.0086233,17.786,0.29401,0,1,0.01725,0.08225,0,0.02
0.99897,-7.8437e-08,0.012362,8.5346e-09,0.0073377,21.281,0.29402,1.186e-22,1,0.0175,0.0825,0,0.02
0.99909,-7.8468e-08,0.012401,6.824e-09,0.0060522,24.776,0.29403,1.0151e-28,1,0.01775,0.08275,0,0.02
0.99921,-7.8498e-08,0.01244,5.1135e-09,0.0047666,28.271,0.29405,1.2181e-27,1,0.018,0.083,0,0.02
0.99927,-7.828e-08,0.012478,4.291e-09,0.0042154,33.718,0.29413,-1.5861e-30,1,0.01825,0.08325,0,0.02
0.99933,-7.8061e-08,0.012517,3.4684e-09,0.0036642,39.164,0.29422,0,1,0.0185,0.0835,0,0.02
0.99938,-7.7842e-08,0.012555,2.6459e-09,0.0031129,44.611,0.29431,-7.9306e-31,1,0.01875,0.08375,0,0.02
0.99944,-7.7624e-08,0.012593,1.8234e-09,0.0025617,50.058,0.2944,9.5167e-30,1,0.019,0.084,0,0.02
0.99947,-7.675e-08,0.012631,1.6067e-09,0.0023163,57.086,0.29465,1.0151e-28,1,0.01925,0.08425,0,0.02
0.9995,-7.5876e-08,0.012669,1.39e-09,0.002071,64.115,0.29489,0,1,0.0195,0.0845,0,0.02
0.99954,-7.5001e-08,0.012707,1.1733e-09,0.0018256,71.143,0.29514,1.0151e-28,1,0.01975,0.08475,0,0.02
0.99957,-7.4127e-08,0.012744,9.5654e-10,0.0015802,78.172,0.29539,-1.2181e-27,1,0.02,0.085,0,0.02
0.99959,-7.2064e-08,0.012782,1.1175e-09,0.001465,85.67,0.29588,3.7175e-32,1,0.02025,0.08525,0,0.02
0.9996,-7.0001e-08,0.01282,1.2784e-09,0.0013497,93.168,0.29637,0,1,0.0205,0.0855,0,0.02
0.99962,-6.7938e-08,0.012858,1.4394e-09,0.0012344,100.67,0.29685,4.9566e-32,1,0.02075,0.08575,0,0.02
0.99964,-6.5875e-08,0.012895,1.6004e-09,0.0011192,108.16,0.29734,-9.9133e-32,1,0.021,0.086,0,0.02
0.99965,-6.2249e-08,0.012933,1.8999e-09,0.0010603,115.13,0.29796,0,1,0.02125,0.08625,0,0.02
0.99967,-5.8624e-08,0.012971,2.1994e-09,0.0010014,122.1,0.29858,1.08e-22,1,0.0215,0.0865,0,0.02
0.99968,-5.4999e-08,0.013008,2.4989e-09,0.00094256,129.07,0.29921,-2.0302e-28,1,0.02175,0.08675,0,0.02
0.99969,-5.1374e-08,0.013046,2.7984e-09,0.00088369,136.04,0.29983,1.2181e-27,1,0.022,0.087,0,0.02
0.9997,-4.6999e-08,0.013084,2.9502e-09,0.00084607,142.86,0.2999,0,1,0.02225,0.08725,0,0.02
0.99971,-4.2624e-08,0.013121,3.1019e-09,0.00080845,149.68,0.29998,0,1,0.0225,0.0875,0,0.02
0.99972,-3.825e-08,0.013159,3.2536e-09,0.00077082,156.5,0.30006,1.5861e-30,1,0.02275,0.08775,0,0.02
0.99973,-3.3875e-08,0.013196,3.4054e-09,0.0007332,163.32,0.30013,3.1722e-30,1,0.023,0.088,0,0.02
0.99973,-3.2062e-08,0.013234,3.1442e-09,0.00069771,173.28,0.29889,2.0302e-28,1,0.02325,0.08825,0,0.02
0.99974,-3.025e-08,0.013272,2.883e-09,0.00066221,183.23,0.29765,0,1,0.0235,0.0885,0,0.02
0.99975,-2.8437e-08,0.013309,2.6219e-09,0.00062672,193.19,0.29641,-2.0302e-28,1,0.02375,0.08875,0,0.02
0.99975,-2.6625e-08,0.013347,2.3607e-09,0.00059122,203.15,0.29516,-1.6242e-27,1,0.024,0.089,0,0.02
0.99975,-1.9969e-08,0.013384,1.7705e-09,0.00054733,209.56,0.29416,1.2392e-32,1,0.02425,0.08925,0,0.02
0.99975,-1.3312e-08,0.013422,1.1803e-09,0.00050343,215.98,0.29315,0,1,0.0245,0.0895,0,0.02
0.99975,-6.6562e-09,0.013459,5.9018e-10,0.00045953,222.39,0.29214,0,1,0.02475,0.08975,0,0.02
0.99976,0,0.013497,0,0.00041563,228.8,0.29114,0,1,0.025,0.09,0,0.02
