"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.9022,-0.00025531,0.011707,1.0198e-07,1.2546,-0.00025531,0.011707,1.0199e-07,5.1292e-05,-0.0023355,2.4007e-06,5.1292e-05,-0.0023355,2.4007e-06,3.2014,1e-10,0,1e-10,1.1521e-22,1,0.0215,0.0865,0,0.01
0.92436,-0.00026233,0.012028,1.0737e-07,1.0263,-0.00026233,0.012028,1.0738e-07,4.1117e-05,-0.0018699,2.3202e-06,4.1117e-05,-0.0018699,2.3202e-06,2.6295,1e-10,-1.7409e-17,1e-10,7.0493e-29,1,0.02175,0.08675,0,0.01
0.94652,-0.00026935,0.012349,1.1276e-07,0.79801,-0.00026935,0.012349,1.1277e-07,3.0941e-05,-0.0014042,2.2398e-06,3.0941e-05,-0.0014042,2.2398e-06,2.0575,1e-10,0,1e-10,8.4592e-28,1,0.022,0.087,0,0.01
0.95513,-0.00027261,0.012498,1.0484e-07,0.67558,-0.00027262,0.012498,1.0485e-07,2.6042e-05,-0.0011807,2.1695e-06,2.6042e-05,-0.0011807,2.1695e-06,1.7438,1e-10,0,1e-10,7.0493e-29,1,0.02225,0.08725,0,0.01
0.96373,-0.00027588,0.012647,9.6919e-08,0.55315,-0.00027588,0.012647,9.6921e-08,2.1143e-05,-0.00095722,2.0991e-06,2.1143e-05,-0.00095722,2.0991e-06,1.43,1e-10,0,1e-10,0,1,0.0225,0.0875,0,0.01
0.97234,-0.00027914,0.012796,8.8996e-08,0.43072,-0.00027914,0.012796,8.8998e-08,1.6244e-05,-0.00073371,2.0288e-06,1.6244e-05,-0.00073371,2.0288e-06,1.1162,1e-10,1.7411e-17,1e-10,5.287e-29,1,0.02275,0.08775,0,0.01
0.98094,-0.0002824,0.012945,8.1073e-08,0.30829,-0.0002824,0.012945,8.1074e-08,1.1344e-05,-0.00051021,1.9585e-06,1.1344e-05,-0.00051021,1.9585e-06,0.80243,1e-10,1.6323e-17,1e-10,-7.0493e-29,1,0.023,0.088,0,0.01
0.98409,-0.00028413,0.013024,7.2671e-08,0.26254,-0.00028413,0.013024,7.2671e-08,9.4358e-06,-0.00042457,1.87e-06,9.4358e-06,-0.00042457,1.87e-06,0.68367,1e-10,1.6324e-17,1e-10,1.7623e-29,1,0.02325,0.08825,0,0.01
0.98724,-0.00028585,0.013103,6.4268e-08,0.21679,-0.00028585,0.013103,6.4268e-08,7.5271e-06,-0.00033892,1.7815e-06,7.5271e-06,-0.00033892,1.7815e-06,0.56491,1e-10,0,1e-10,0,1,0.0235,0.0885,0,0.01
0.99038,-0.00028758,0.013182,5.5865e-08,0.17104,-0.00028758,0.013182,5.5865e-08,5.6185e-06,-0.00025328,1.693e-06,5.6185e-06,-0.00025328,1.693e-06,0.44615,1e-10,0,1e-10,7.0493e-29,1,0.02375,0.08875,0,0.01
0.99353,-0.0002893,0.01326,4.7462e-08,0.12529,-0.0002893,0.01326,4.7462e-08,3.7098e-06,-0.00016763,1.6045e-06,3.7098e-06,-0.00016763,1.6045e-06,0.32739,1e-10,0,1e-10,-1.4099e-28,1,0.024,0.089,0,0.01
0.99407,-0.00029028,0.013305,3.9832e-08,0.11317,-0.00029028,0.013305,3.9832e-08,2.9603e-06,-0.00013429,1.377e-06,2.9603e-06,-0.00013429,1.377e-06,0.30043,0.0055847,0.000613,0.00046888,7.0494e-29,1,0.02425,0.08925,0,0.01
0.99462,-0.00029126,0.01335,3.2203e-08,0.10106,-0.00029126,0.01335,3.2203e-08,2.2107e-06,-0.00010095,1.1494e-06,2.2107e-06,-0.00010095,1.1494e-06,0.27346,0.011169,0.001226,0.00093777,0,1,0.0245,0.0895,0,0.01
0.99517,-0.00029224,0.013394,2.4573e-08,0.088938,-0.00029224,0.013394,2.4573e-08,1.4611e-06,-6.7612e-05,9.2193e-07,1.4611e-06,-6.7612e-05,9.2193e-07,0.2465,0.016754,0.001839,0.0014066,-1.7623e-29,1,0.02475,0.08975,0,0.01
0.99976,-0.00029443,0.013494,0,0.069703,-0.00029443,0.013494,0,0,0,0,0,0,0,0.21953,0.044678,0.0049041,0.0037511,0,1,0.025,0.09,0,0.01
