"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.43842,-9.6746e-05,0.0044394,-1.6986e-07,1.4016,-9.6746e-05,0.0044394,-1.6986e-07,-3.5516e-09,1.6283e-07,1.228e-11,-3.5516e-09,1.6283e-07,1.228e-11,1e-10,-6.7454e-17,-2.1148e-28,1,0.0025,0.0675,0,0.05
0.47098,-0.00010435,0.0047883,-1.5498e-07,1.3427,-0.00010435,0.0047883,-1.5498e-07,-3.7825e-09,1.7343e-07,1.3973e-11,-3.7825e-09,1.7343e-07,1.3973e-11,1e-10,0,1.2687e-14,1,0.00275,0.06775,0,0.05
0.50354,-0.00011195,0.0051372,-1.4009e-07,1.2838,-0.00011195,0.0051372,-1.4009e-07,-4.0135e-09,1.8402e-07,1.5667e-11,-4.0135e-09,1.8402e-07,1.5667e-11,1e-10,6.8542e-17,3.5247e-29,1,0.003,0.068,0,0.05
0.53517,-0.00011938,0.0054781,-1.2457e-07,1.2265,-0.00011938,0.0054781,-1.2457e-07,-4.2294e-09,1.9393e-07,1.7318e-11,-4.2294e-09,1.9393e-07,1.7318e-11,1e-10,6.7454e-17,1.4099e-28,1,0.00325,0.06825,0,0.05
0.5631,-0.00012611,0.005787,-1.0653e-07,1.1758,-0.00012611,0.005787,-1.0653e-07,-4.3855e-09,2.0108e-07,1.8802e-11,-4.3855e-09,2.0108e-07,1.8802e-11,1e-10,0,4.9028e-14,1,0.0035,0.0685,0,0.05
0.59104,-0.00013284,0.0060959,-8.8495e-08,1.125,-0.00013284,0.0060959,-8.8495e-08,-4.5416e-09,2.0824e-07,2.0286e-11,-4.5416e-09,2.0824e-07,2.0286e-11,1e-10,0,1.7623e-29,1,0.00375,0.06875,0,0.05
0.61897,-0.00013957,0.0064048,-7.0455e-08,1.0743,-0.00013957,0.0064048,-7.0455e-08,-4.6977e-09,2.1539e-07,2.177e-11,-4.6977e-09,2.1539e-07,2.177e-11,1e-10,0,1.4099e-28,1,0.004,0.069,0,0.05
0.64298,-0.00014555,0.0066793,-5.1237e-08,1.0302,-0.00014555,0.0066793,-5.1237e-08,-4.7776e-09,2.1904e-07,2.2777e-11,-4.7776e-09,2.1904e-07,2.2777e-11,1e-10,0,0,1,0.00425,0.06925,0,0.05
0.66698,-0.00015153,0.0069538,-3.2018e-08,0.98611,-0.00015153,0.0069538,-3.2018e-08,-4.8575e-09,2.2268e-07,2.3785e-11,-4.8575e-09,2.2268e-07,2.3785e-11,1e-10,0,4.7215e-14,1,0.0045,0.0695,0,0.05
0.69098,-0.00015752,0.0072282,-1.28e-08,0.94203,-0.00015752,0.0072282,-1.28e-08,-4.9374e-09,2.2633e-07,2.4793e-11,-4.9374e-09,2.2633e-07,2.4793e-11,1e-10,0,-7.0493e-29,1,0.00475,0.06975,0,0.05
0.71226,-0.00016297,0.0074784,6.1387e-09,0.90167,-0.00016297,0.0074784,6.1387e-09,-4.9573e-09,2.2721e-07,2.5213e-11,-4.9573e-09,2.2721e-07,2.5213e-11,1e-10,6.7455e-17,-2.8197e-28,1,0.005,0.07,0,0.05
0.73285,-0.00016829,0.0077225,2.5007e-08,0.86223,-0.00016829,0.0077225,2.5007e-08,-4.9622e-09,2.2741e-07,2.5487e-11,-4.9622e-09,2.2741e-07,2.5487e-11,1e-10,0,-3.9789e-14,1,0.00525,0.07025,0,0.05
0.75345,-0.00017362,0.0079667,4.3877e-08,0.82279,-0.00017362,0.0079667,4.3877e-08,-4.9671e-09,2.276e-07,2.576e-11,-4.9671e-09,2.276e-07,2.576e-11,1e-10,0,-8.4592e-28,1,0.0055,0.0705,0,0.05
0.77221,-0.00017857,0.0081941,6.1722e-08,0.78503,-0.00017857,0.0081941,6.1722e-08,-4.9293e-09,2.2583e-07,2.5476e-11,-4.9293e-09,2.2583e-07,2.5476e-11,1e-10,6.7456e-17,7.0493e-29,1,0.00575,0.07075,0,0.05
0.78974,-0.00018329,0.0084105,7.8887e-08,0.7484,-0.00018329,0.0084105,7.8887e-08,-4.8631e-09,2.2275e-07,2.482e-11,-4.8631e-09,2.2275e-07,2.482e-11,1e-10,0,0,1,0.006,0.071,0,0.05
0.80728,-0.00018801,0.0086268,9.6051e-08,0.71176,-0.00018801,0.0086268,9.6051e-08,-4.7969e-09,2.1967e-07,2.4164e-11,-4.7969e-09,2.1967e-07,2.4164e-11,1e-10,0,7.0493e-29,1,0.00625,0.07125,0,0.05
0.82368,-0.0001925,0.0088325,1.12e-07,0.67574,-0.0001925,0.0088325,1.12e-07,-4.7053e-09,2.1542e-07,2.3127e-11,-4.7053e-09,2.1542e-07,2.3127e-11,1e-10,0,-7.0493e-29,1,0.0065,0.0715,0,0.05
0.83837,-0.00019664,0.0090222,1.2611e-07,0.64065,-0.00019664,0.0090222,1.2611e-07,-4.5754e-09,2.0942e-07,2.1516e-11,-4.5754e-09,2.0942e-07,2.1516e-11,1e-10,6.7458e-17,1.1231e-14,1,0.00675,0.07175,0,0.05
0.85306,-0.00020078,0.0092119,1.4023e-07,0.60556,-0.00020078,0.0092119,1.4023e-07,-4.4456e-09,2.0341e-07,1.9906e-11,-4.4456e-09,2.0341e-07,1.9906e-11,1e-10,0,3.5247e-29,1,0.007,0.072,0,0.05
0.86722,-0.00020481,0.0093965,1.5348e-07,0.5707,-0.00020481,0.0093965,1.5348e-07,-4.3055e-09,1.9694e-07,1.8179e-11,-4.3055e-09,1.9694e-07,1.8179e-11,1e-10,0,2.8197e-28,1,0.00725,0.07225,0,0.05
0.87921,-0.00020839,0.0095602,1.633e-07,0.53674,-0.00020839,0.0095602,1.633e-07,-4.1244e-09,1.8859e-07,1.5984e-11,-4.1244e-09,1.8859e-07,1.5984e-11,1e-10,0,4.3486e-14,1,0.0075,0.0725,0,0.05
0.8912,-0.00021197,0.0097239,1.7312e-07,0.50278,-0.00021197,0.0097239,1.7312e-07,-3.9433e-09,1.8024e-07,1.379e-11,-3.9433e-09,1.8024e-07,1.379e-11,1e-10,6.8548e-17,3.5247e-29,1,0.00775,0.07275,0,0.05
0.9032,-0.00021554,0.0098877,1.8293e-07,0.46883,-0.00021554,0.0098877,1.8293e-07,-3.7623e-09,1.7189e-07,1.1595e-11,-3.7623e-09,1.7189e-07,1.1595e-11,1e-10,-2.1761e-18,2.8197e-28,1,0.008,0.073,0,0.05
0.91264,-0.00021857,0.010026,1.8757e-07,0.43648,-0.00021857,0.010026,1.8757e-07,-3.5483e-09,1.6203e-07,9.5979e-12,-3.5483e-09,1.6203e-07,9.5979e-12,1e-10,-6.7461e-17,7.0493e-29,1,0.00825,0.07325,0,0.05
0.92207,-0.00022159,0.010164,1.922e-07,0.40412,-0.00022159,0.010164,1.922e-07,-3.3344e-09,1.5218e-07,7.6004e-12,-3.3344e-09,1.5218e-07,7.6004e-12,1e-10,-6.7461e-17,2.2912e-13,1,0.0085,0.0735,0,0.05
0.93151,-0.00022462,0.010303,1.9684e-07,0.37177,-0.00022462,0.010303,1.9684e-07,-3.1204e-09,1.4233e-07,5.603e-12,-3.1204e-09,1.4233e-07,5.603e-12,1e-10,6.7462e-17,3.3837e-27,1,0.00875,0.07375,0,0.05
0.93906,-0.00022722,0.010422,1.9719e-07,0.34165,-0.00022722,0.010422,1.9719e-07,-2.8991e-09,1.3215e-07,4.1869e-12,-2.8991e-09,1.3215e-07,4.1869e-12,1e-10,-6.7463e-17,0,1,0.009,0.074,0,0.05
0.94615,-0.00022972,0.010536,1.9647e-07,0.31209,-0.00022972,0.010536,1.9647e-07,-2.676e-09,1.2188e-07,2.9162e-12,-2.676e-09,1.2188e-07,2.9162e-12,1e-10,0,-3.618e-14,1,0.00925,0.07425,0,0.05
0.95323,-0.00023223,0.01065,1.9575e-07,0.28253,-0.00023223,0.01065,1.9575e-07,-2.4528e-09,1.1161e-07,1.6455e-12,-2.4528e-09,1.1161e-07,1.6455e-12,1e-10,0,-5.6395e-28,1,0.0095,0.0745,0,0.05
0.95908,-0.00023445,0.010751,1.9228e-07,0.25549,-0.00023445,0.010751,1.9228e-07,-2.239e-09,1.0176e-07,3.3381e-13,-2.239e-09,1.0176e-07,3.3381e-13,1e-10,0,0,1,0.00975,0.07475,0,0.05
0.96411,-0.00023648,0.010844,1.8696e-07,0.23013,-0.00023648,0.010844,1.8696e-07,-2.0314e-09,9.2195e-08,-1.0052e-12,-2.0314e-09,9.2195e-08,-1.0052e-12,1e-10,0,0,1,0.01,0.075,0,0.05
0.96914,-0.00023851,0.010937,1.8165e-07,0.20478,-0.00023851,0.010937,1.8165e-07,-1.8238e-09,8.263e-08,-2.3443e-12,-1.8238e-09,8.263e-08,-2.3443e-12,1e-10,6.8555e-17,7.0493e-29,1,0.01025,0.07525,0,0.05
0.97351,-0.00024039,0.011023,1.7513e-07,0.18152,-0.00024039,0.011023,1.7513e-07,-1.63e-09,7.3701e-08,-4.4126e-12,-1.63e-09,7.3701e-08,-4.4126e-12,1e-10,0,0,1,0.0105,0.0755,0,0.05
0.97687,-0.00024203,0.011097,1.668e-07,0.16142,-0.00024203,0.011097,1.668e-07,-1.4568e-09,6.5728e-08,-7.5751e-12,-1.4568e-09,6.5728e-08,-7.5751e-12,1e-10,-6.7469e-17,9.5454e-15,1,0.01075,0.07575,0,0.05
0.98024,-0.00024368,0.011172,1.5846e-07,0.14131,-0.00024368,0.011172,1.5846e-07,-1.2836e-09,5.7754e-08,-1.0737e-11,-1.2836e-09,5.7754e-08,-1.0737e-11,1e-10,-6.747e-17,-1.7623e-29,1,0.011,0.076,0,0.05
0.98335,-0.00024526,0.011244,1.499e-07,0.1223,-0.00024526,0.011244,1.499e-07,-1.1189e-09,5.0181e-08,-1.4364e-11,-1.1189e-09,5.0181e-08,-1.4364e-11,1e-10,-6.7472e-17,1.4099e-28,1,0.01125,0.07625,0,0.05
0.98548,-0.00024661,0.011306,1.4044e-07,0.10767,-0.00024661,0.011306,1.4044e-07,-9.8819e-10,4.421e-08,-1.9846e-11,-9.8819e-10,4.421e-08,-1.9846e-11,1e-10,0,3.7022e-14,1,0.0115,0.0765,0,0.05
0.9876,-0.00024796,0.011367,1.3097e-07,0.093035,-0.00024796,0.011367,1.3097e-07,-8.5745e-10,3.824e-08,-2.5328e-11,-8.5745e-10,3.824e-08,-2.5328e-11,9.9999e-11,-1.3495e-16,8.3028e-14,1,0.01175,0.07675,0,0.05
0.98972,-0.0002493,0.011429,1.2151e-07,0.078402,-0.0002493,0.011429,1.2151e-07,-7.2672e-10,3.2269e-08,-3.081e-11,-7.2672e-10,3.2269e-08,-3.081e-11,1e-10,0,0,1,0.012,0.077,0,0.05
0.991,-0.00025044,0.011481,1.1251e-07,0.068605,-0.00025044,0.011481,1.1251e-07,-6.3618e-10,2.8216e-08,-3.6809e-11,-6.3618e-10,2.8216e-08,-3.6809e-11,1e-10,0,8.0794e-14,1,0.01225,0.07725,0,0.05
0.99227,-0.00025159,0.011533,1.0351e-07,0.058808,-0.00025159,0.011533,1.0351e-07,-5.4563e-10,2.4162e-08,-4.2808e-11,-5.4563e-10,2.4162e-08,-4.2808e-11,1e-10,1.3605e-16,3.5793e-14,1,0.0125,0.0775,0,0.05
0.99355,-0.00025273,0.011585,9.4514e-08,0.049011,-0.00025273,0.011585,9.4514e-08,-4.5509e-10,2.0108e-08,-4.8807e-11,-4.5509e-10,2.0108e-08,-4.8807e-11,1e-10,0,7.0493e-29,1,0.01275,0.07775,0,0.05
0.9944,-0.00025376,0.011632,8.6642e-08,0.042173,-0.00025376,0.011632,8.6642e-08,-3.903e-10,1.7267e-08,-5.3367e-11,-3.903e-10,1.7267e-08,-5.3367e-11,9.9999e-11,-6.7482e-17,5.287e-29,1,0.013,0.078,0,0.05
0.99514,-0.00025477,0.011678,7.9051e-08,0.036076,-0.00025477,0.011678,7.9051e-08,-3.3194e-10,1.473e-08,-5.7567e-11,-3.3194e-10,1.473e-08,-5.7567e-11,1e-10,6.7483e-17,8.682e-15,1,0.01325,0.07825,0,0.05
0.99588,-0.00025578,0.011724,7.146e-08,0.029979,-0.00025578,0.011724,7.146e-08,-2.7359e-10,1.2193e-08,-6.1767e-11,-2.7359e-10,1.2193e-08,-6.1767e-11,1e-10,6.7485e-17,3.5247e-29,1,0.0135,0.0785,0,0.05
0.99643,-0.00025674,0.011768,6.488e-08,0.025386,-0.00025674,0.011768,6.488e-08,-2.2899e-10,1.0281e-08,-6.4374e-11,-2.2899e-10,1.0281e-08,-6.4374e-11,1e-10,6.7487e-17,-2.8197e-28,1,0.01375,0.07875,0,0.05
0.99686,-0.00025767,0.01181,5.8972e-08,0.021797,-0.00025767,0.01181,5.8972e-08,-1.9355e-10,8.7848e-09,-6.5918e-11,-1.9355e-10,8.7848e-09,-6.5918e-11,1e-10,0,-1.7772e-22,1,0.014,0.079,0,0.05
0.99728,-0.0002586,0.011852,5.3065e-08,0.018208,-0.0002586,0.011852,5.3065e-08,-1.5812e-10,7.2889e-09,-6.7462e-11,-1.5812e-10,7.2889e-09,-6.7462e-11,1e-10,1.0885e-18,0,1,0.01425,0.07925,0,0.05
0.99763,-0.00025951,0.011894,4.777e-08,0.015237,-0.00025951,0.011894,4.777e-08,-1.2865e-10,6.051e-09,-6.8175e-11,-1.2865e-10,6.051e-09,-6.8175e-11,1e-10,6.7492e-17,-3.5247e-29,1,0.0145,0.0795,0,0.05
0.99788,-0.00026039,0.011934,4.3393e-08,0.013196,-0.00026039,0.011934,4.3393e-08,-1.0815e-10,5.2002e-09,-6.7641e-11,-1.0815e-10,5.2002e-09,-6.7641e-11,1e-10,0,8.5534e-15,1,0.01475,0.07975,0,0.05
0.99812,-0.00026128,0.011975,3.9016e-08,0.011155,-0.00026128,0.011975,3.9016e-08,-8.7649e-11,4.3493e-09,-6.7108e-11,-8.7649e-11,4.3493e-09,-6.7108e-11,1e-10,0,-3.5247e-29,1,0.015,0.08,0,0.05
0.99835,-0.00026216,0.012015,3.488e-08,0.0092931,-0.00026216,0.012015,3.488e-08,-6.8961e-11,3.5731e-09,-6.6351e-11,-6.8961e-11,3.5731e-09,-6.6351e-11,9.9997e-11,-6.7497e-17,-7.0493e-29,1,0.01525,0.08025,0,0.05
0.99849,-0.00026301,0.012054,3.1707e-08,0.0081474,-0.00026301,0.012054,3.1707e-08,-5.7538e-11,3.0957e-09,-6.4704e-11,-5.7538e-11,3.0957e-09,-6.4704e-11,1e-10,0,3.3332e-14,1,0.0155,0.0805,0,0.05
0.99864,-0.00026387,0.012093,2.8534e-08,0.0070017,-0.00026387,0.012093,2.8534e-08,-4.6114e-11,2.6182e-09,-6.3056e-11,-4.6114e-11,2.6182e-09,-6.3056e-11,1e-10,0,7.4765e-14,1,0.01575,0.08075,0,0.05
0.99879,-0.00026473,0.012132,2.5362e-08,0.0058559,-0.00026473,0.012132,2.5362e-08,-3.4691e-11,2.1407e-09,-6.1409e-11,-3.4691e-11,2.1407e-09,-6.1409e-11,1e-10,1.0887e-18,-1.4099e-28,1,0.016,0.081,0,0.05
0.99887,-0.00026557,0.012171,2.306e-08,0.0052089,-0.00026557,0.012171,2.306e-08,-2.8538e-11,1.8712e-09,-5.9293e-11,-2.8538e-11,1.8712e-09,-5.9293e-11,1e-10,0,7.2851e-14,1,0.01625,0.08125,0,0.05
0.99896,-0.00026641,0.012209,2.0758e-08,0.0045618,-0.00026641,0.012209,2.0758e-08,-2.2386e-11,1.6017e-09,-5.7178e-11,-2.2386e-11,1.6017e-09,-5.7178e-11,1e-10,0,3.2279e-14,1,0.0165,0.0815,0,0.05
0.99905,-0.00026726,0.012248,1.8456e-08,0.0039147,-0.00026726,0.012248,1.8456e-08,-1.6233e-11,1.3323e-09,-5.5063e-11,-1.6233e-11,1.3323e-09,-5.5063e-11,1.0001e-10,6.7504e-17,0,1,0.01675,0.08175,0,0.05
0.99912,-0.00026809,0.012286,1.6634e-08,0.0034866,-0.00026809,0.012286,1.6634e-08,-1.2497e-11,1.1544e-09,-5.2788e-11,-1.2497e-11,1.1544e-09,-5.2788e-11,1.0001e-10,6.7505e-17,0,1,0.017,0.082,0,0.05
0.99918,-0.00026892,0.012324,1.4932e-08,0.0031134,-0.00026892,0.012324,1.4932e-08,-9.3647e-12,9.9943e-10,-5.0474e-11,-9.3647e-12,9.9943e-10,-5.0474e-11,1e-10,0,4.5225e-14,1,0.01725,0.08225,0,0.05
0.99924,-0.00026976,0.012363,1.323e-08,0.0027401,-0.00026976,0.012363,1.323e-08,-6.2323e-12,8.4447e-10,-4.8159e-11,-6.2323e-12,8.4447e-10,-4.8159e-11,1.0001e-10,6.7506e-17,5.6395e-28,1,0.0175,0.0825,0,0.05
0.99929,-0.00027059,0.012401,1.1772e-08,0.0024576,-0.00027059,0.012401,1.1772e-08,-4.1522e-12,7.2757e-10,-4.5761e-11,-4.1522e-12,7.2757e-10,-4.5761e-11,1e-10,0,-1.4099e-28,1,0.01775,0.08275,0,0.05
0.99933,-0.00027142,0.012439,1.0476e-08,0.0022356,-0.00027142,0.012439,1.0476e-08,-2.7734e-12,6.3602e-10,-4.3308e-11,-2.7734e-12,6.3602e-10,-4.3308e-11,9.9987e-11,-6.7505e-17,-1.6328e-22,1,0.018,0.083,0,0.05
0.99937,-0.00027225,0.012477,9.1806e-09,0.0020135,-0.00027225,0.012477,9.1806e-09,-1.3945e-12,5.4448e-10,-4.0854e-11,-1.3945e-12,5.4448e-10,-4.0854e-11,1e-10,0,-2.8197e-28,1,0.01825,0.08325,0,0.05
0.9994,-0.00027307,0.012515,7.9946e-09,0.0018255,-0.00027307,0.012515,7.9946e-09,-4.1087e-13,4.6724e-10,-3.8321e-11,-4.1087e-13,4.6724e-10,-3.8321e-11,1e-10,0,0,1,0.0185,0.0835,0,0.05
0.99943,-0.0002739,0.012552,6.973e-09,0.0016886,-0.0002739,0.012552,6.973e-09,-1.9949e-14,4.1148e-10,-3.5668e-11,-1.9949e-14,4.1148e-10,-3.5668e-11,1e-10,0,7.4096e-15,1,0.01875,0.08375,0,0.05
0.99946,-0.00027473,0.01259,5.9515e-09,0.0015517,-0.00027473,0.01259,5.9515e-09,3.7096e-13,3.5571e-10,-3.3014e-11,3.7096e-13,3.5571e-10,-3.3014e-11,1.0002e-10,6.8591e-17,1.7623e-29,1,0.019,0.084,0,0.05
0.99952,-0.00027556,0.012628,4.9554e-09,0.0014239,-0.00027556,0.012628,4.9554e-09,6.5756e-13,3.0372e-10,-3.0287e-11,6.5756e-13,3.0372e-10,-3.0287e-11,1.0002e-10,6.7501e-17,7.0493e-29,1,0.01925,0.08425,0,0.05
0.99973,-0.00027644,0.012669,4.0611e-09,0.0013327,-0.00027644,0.012669,4.0611e-09,5.2688e-13,2.6685e-10,-2.7262e-11,5.2688e-13,2.6685e-10,-2.7262e-11,1.0002e-10,6.7499e-17,2.8822e-14,1,0.0195,0.0845,0,0.05
0.99994,-0.00027731,0.012709,3.1667e-09,0.0012415,-0.00027731,0.012709,3.1667e-09,3.9621e-13,2.2998e-10,-2.4237e-11,3.9621e-13,2.2998e-10,-2.4237e-11,1e-10,0,6.4653e-14,1,0.01975,0.08475,0,0.05
1.0001,-0.00027819,0.012749,2.2723e-09,0.0011503,-0.00027819,0.012749,2.2723e-09,2.6552e-13,1.9312e-10,-2.1212e-11,2.6552e-13,1.9312e-10,-2.1212e-11,1e-10,0,1.4099e-28,1,0.02,0.085,0,0.05
1,-0.00027897,0.012785,1.6223e-09,0.0010963,-0.00027897,0.012785,1.6223e-09,-2.6993e-14,1.7265e-10,-1.8842e-11,-2.6993e-14,1.7265e-10,-1.8842e-11,1e-10,0,7.0493e-29,1,0.02025,0.08525,0,0.05
0.99989,-0.00027975,0.01282,9.7227e-10,0.0010423,-0.00027975,0.01282,9.7227e-10,-3.1952e-13,1.5218e-10,-1.6471e-11,-3.1952e-13,1.5218e-10,-1.6471e-11,1e-10,0,0,1,0.0205,0.0855,0,0.05
0.99976,-0.00028053,0.012856,3.2229e-10,0.00098823,-0.00028053,0.012856,3.2229e-10,-6.1203e-13,1.3171e-10,-1.4101e-11,-6.1203e-13,1.3171e-10,-1.4101e-11,1e-10,0,0,1,0.02075,0.08575,0,0.05
0.99963,-0.00028131,0.012892,-3.2771e-10,0.00093421,-0.00028131,0.012892,-3.2771e-10,-9.0456e-13,1.1124e-10,-1.1731e-11,-9.0456e-13,1.1124e-10,-1.1731e-11,9.9971e-11,-6.7482e-17,0,1,0.021,0.086,0,0.05
0.99964,-0.00028214,0.01293,-8.7915e-10,0.00089325,-0.00028214,0.01293,-8.7915e-10,-1.1136e-12,9.8362e-11,-9.9717e-12,-1.1136e-12,9.8362e-11,-9.9717e-12,1.0003e-10,6.7478e-17,7.0493e-29,1,0.02125,0.08625,0,0.05
0.99965,-0.00028296,0.012967,-1.4306e-09,0.00085229,-0.00028296,0.012967,-1.4306e-09,-1.3226e-12,8.5485e-11,-8.2125e-12,-1.3226e-12,8.5485e-11,-8.2125e-12,9.9936e-11,-1.3495e-16,1.1521e-22,1,0.0215,0.0865,0,0.05
0.99967,-0.00028378,0.013005,-1.982e-09,0.00081133,-0.00028378,0.013005,-1.982e-09,-1.5317e-12,7.2607e-11,-6.4533e-12,-1.5317e-12,7.2607e-11,-6.4533e-12,1e-10,0,-7.0493e-29,1,0.02175,0.08675,0,0.05
0.99968,-0.0002846,0.013043,-2.5335e-09,0.00077037,-0.0002846,0.013043,-2.5335e-09,-1.7407e-12,5.9729e-11,-4.6941e-12,-1.7407e-12,5.9729e-11,-4.6941e-12,9.9965e-11,-6.7468e-17,8.4592e-28,1,0.022,0.087,0,0.05
0.99969,-0.00028542,0.01308,-3.0333e-09,0.00073686,-0.00028542,0.01308,-3.0333e-09,-1.6905e-12,5.2006e-11,-3.7115e-12,-1.6905e-12,5.2006e-11,-3.7115e-12,1e-10,0,1.7623e-29,1,0.02225,0.08725,0,0.05
0.9997,-0.00028624,0.013118,-3.5331e-09,0.00070335,-0.00028624,0.013118,-3.5331e-09,-1.6403e-12,4.4284e-11,-2.729e-12,-1.6403e-12,4.4284e-11,-2.729e-12,1e-10,0,0,1,0.0225,0.0875,0,0.05
0.99971,-0.00028706,0.013156,-4.0329e-09,0.00066985,-0.00028706,0.013156,-4.0329e-09,-1.5901e-12,3.6562e-11,-1.7465e-12,-1.5901e-12,3.6562e-11,-1.7465e-12,1e-10,1.0872e-18,3.5247e-29,1,0.02275,0.08775,0,0.05
0.99972,-0.00028788,0.013193,-4.5326e-09,0.00063634,-0.00028788,0.013193,-4.5326e-09,-1.5399e-12,2.8839e-11,-7.6394e-13,-1.5399e-12,2.8839e-11,-7.6394e-13,1e-10,0,3.5247e-28,1,0.023,0.088,0,0.05
0.99973,-0.0002887,0.013231,-4.732e-09,0.00060035,-0.0002887,0.013231,-4.732e-09,-1.3106e-12,2.4189e-11,-5.2367e-13,-1.3106e-12,2.4189e-11,-5.2367e-13,1e-10,0,3.5247e-29,1,0.02325,0.08825,0,0.05
0.99974,-0.00028952,0.013268,-4.9313e-09,0.00056435,-0.00028952,0.013268,-4.9313e-09,-1.0813e-12,1.9538e-11,-2.8338e-13,-1.0813e-12,1.9538e-11,-2.8338e-13,1e-10,0,0,1,0.0235,0.0885,0,0.05
0.99975,-0.00029034,0.013306,-5.1307e-09,0.00052836,-0.00029034,0.013306,-5.1307e-09,-8.5195e-13,1.4887e-11,-4.3107e-14,-8.5195e-13,1.4887e-11,-4.3107e-14,1e-10,0,3.5247e-29,1,0.02375,0.08875,0,0.05
0.99975,-0.00029116,0.013344,-5.33e-09,0.00049236,-0.00029116,0.013344,-5.33e-09,-6.2262e-13,1.0236e-11,1.9718e-13,-6.2262e-13,1.0236e-11,1.9718e-13,1.0005e-10,6.7057e-17,-2.1148e-28,1,0.024,0.089,0,0.05
0.99906,-0.00029177,0.013372,-4.6398e-09,0.00045204,-0.00029177,0.013372,-4.6398e-09,-4.7609e-13,8.086e-12,1.49e-13,-4.7609e-13,8.086e-12,1.49e-13,0.55117,0.00060669,7.0494e-29,1,0.02425,0.08925,0,0.05
0.99837,-0.00029239,0.0134,-3.9496e-09,0.00041172,-0.00029239,0.0134,-3.9496e-09,-3.2956e-13,5.9358e-12,1.0081e-13,-3.2956e-13,5.9358e-12,1.0081e-13,1.1023,0.0012134,0,1,0.0245,0.0895,0,0.05
