"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.10999,-2.4253e-05,0.0011139,-1.0183e-07,0.50748,-2.4253e-05,0.0011139,-1.0183e-07,-9.1549e-07,4.2018e-05,-2.8688e-09,-9.1549e-07,4.2018e-05,-2.8688e-09,1e-10,1.088e-18,3.5247e-28,1,0.0025,0.0675,0,0.04
0.12299,-2.7235e-05,0.0012509,-1.0655e-07,0.52874,-2.7235e-05,0.0012509,-1.0655e-07,-9.908e-07,4.5474e-05,-2.8139e-09,-9.908e-07,4.5474e-05,-2.8139e-09,1e-10,6.8543e-17,1.2687e-14,1,0.00275,0.06775,0,0.04
0.136,-3.0218e-05,0.0013878,-1.1127e-07,0.54999,-3.0218e-05,0.0013878,-1.1127e-07,-1.0661e-06,4.893e-05,-2.759e-09,-1.0661e-06,4.893e-05,-2.759e-09,1e-10,0,-7.0493e-29,1,0.003,0.068,0,0.04
0.14934,-3.3289e-05,0.0015288,-1.1588e-07,0.57182,-3.3289e-05,0.0015288,-1.1588e-07,-1.1398e-06,5.2311e-05,-2.6924e-09,-1.1398e-06,5.2311e-05,-2.6924e-09,1e-10,-6.7455e-17,0,1,0.00325,0.06825,0,0.04
0.16401,-3.6716e-05,0.0016861,-1.2007e-07,0.59593,-3.6715e-05,0.0016861,-1.2006e-07,-1.2069e-06,5.539e-05,-2.579e-09,-1.2069e-06,5.539e-05,-2.579e-09,1e-10,0,4.9028e-14,1,0.0035,0.0685,0,0.04
0.17868,-4.0142e-05,0.0018434,-1.2425e-07,0.62003,-4.0142e-05,0.0018434,-1.2425e-07,-1.274e-06,5.847e-05,-2.4655e-09,-1.274e-06,5.847e-05,-2.4655e-09,1e-10,0,1.7623e-29,1,0.00375,0.06875,0,0.04
0.19335,-4.3568e-05,0.0020007,-1.2843e-07,0.64414,-4.3568e-05,0.0020007,-1.2843e-07,-1.3411e-06,6.1549e-05,-2.352e-09,-1.3411e-06,6.1549e-05,-2.352e-09,1e-10,0,1.4099e-28,1,0.004,0.069,0,0.04
0.20976,-4.7468e-05,0.0021797,-1.316e-07,0.66839,-4.7468e-05,0.0021797,-1.316e-07,-1.3988e-06,6.4196e-05,-2.1766e-09,-1.3988e-06,6.4196e-05,-2.1766e-09,1e-10,-6.7455e-17,0,1,0.00425,0.06925,0,0.04
0.22617,-5.1367e-05,0.0023587,-1.3477e-07,0.69264,-5.1367e-05,0.0023587,-1.3477e-07,-1.4564e-06,6.6844e-05,-2.0011e-09,-1.4564e-06,6.6844e-05,-2.0011e-09,1e-10,0,4.7215e-14,1,0.0045,0.0695,0,0.04
0.24258,-5.5267e-05,0.0025378,-1.3793e-07,0.71688,-5.5267e-05,0.0025377,-1.3793e-07,-1.5141e-06,6.9491e-05,-1.8257e-09,-1.5141e-06,6.9491e-05,-1.8257e-09,1e-10,0,7.0493e-29,1,0.00475,0.06975,0,0.04
0.26028,-5.9533e-05,0.0027336,-1.3982e-07,0.73937,-5.9533e-05,0.0027335,-1.3982e-07,-1.5631e-06,7.1739e-05,-1.599e-09,-1.5631e-06,7.1739e-05,-1.599e-09,1e-10,0,-2.8197e-28,1,0.005,0.07,0,0.04
0.2783,-6.389e-05,0.0029336,-1.4138e-07,0.76142,-6.389e-05,0.0029335,-1.4138e-07,-1.6099e-06,7.3888e-05,-1.3595e-09,-1.6099e-06,7.3888e-05,-1.3595e-09,1e-10,1.36e-16,-3.9789e-14,1,0.00525,0.07025,0,0.04
0.29632,-6.8247e-05,0.0031336,-1.4295e-07,0.78348,-6.8247e-05,0.0031335,-1.4295e-07,-1.6567e-06,7.6037e-05,-1.12e-09,-1.6567e-06,7.6037e-05,-1.12e-09,1e-10,6.8543e-17,-5.6395e-28,1,0.0055,0.0705,0,0.04
0.31514,-7.2847e-05,0.0033447,-1.4317e-07,0.80321,-7.2847e-05,0.0033447,-1.4317e-07,-1.6962e-06,7.785e-05,-8.4413e-10,-1.6962e-06,7.785e-05,-8.4413e-10,1e-10,0,7.0493e-29,1,0.00575,0.07075,0,0.04
0.33449,-7.761e-05,0.0035633,-1.4251e-07,0.82139,-7.761e-05,0.0035633,-1.425e-07,-1.7309e-06,7.944e-05,-5.4392e-10,-1.7309e-06,7.944e-05,-5.4392e-10,1e-10,0,0,1,0.006,0.071,0,0.04
0.35384,-8.2372e-05,0.0037819,-1.4184e-07,0.83958,-8.2372e-05,0.0037819,-1.4184e-07,-1.7655e-06,8.1031e-05,-2.4373e-10,-1.7655e-06,8.1031e-05,-2.4373e-10,1e-10,6.8542e-17,7.0493e-29,1,0.00625,0.07125,0,0.04
0.37358,-8.7267e-05,0.0040066,-1.4005e-07,0.8558,-8.7267e-05,0.0040066,-1.4005e-07,-1.7949e-06,8.2379e-05,7.5771e-11,-1.7949e-06,8.2379e-05,7.5771e-11,1e-10,-6.7455e-17,-7.0493e-29,1,0.0065,0.0715,0,0.04
0.39391,-9.2359e-05,0.0042403,-1.3658e-07,0.86908,-9.2359e-05,0.0042403,-1.3658e-07,-1.8164e-06,8.3365e-05,4.2421e-10,-1.8164e-06,8.3365e-05,4.2421e-10,1e-10,6.8542e-17,1.1231e-14,1,0.00675,0.07175,0,0.04
0.41423,-9.7451e-05,0.0044741,-1.3312e-07,0.88236,-9.7451e-05,0.0044741,-1.3312e-07,-1.8379e-06,8.4351e-05,7.7265e-10,-1.8379e-06,8.4351e-05,7.7265e-10,1e-10,0,3.5247e-29,1,0.007,0.072,0,0.04
0.43466,-0.00010259,0.00471,-1.2901e-07,0.89454,-0.00010259,0.00471,-1.2901e-07,-1.8566e-06,8.521e-05,1.126e-09,-1.8566e-06,8.521e-05,1.126e-09,1e-10,0,2.8197e-28,1,0.00725,0.07225,0,0.04
0.45554,-0.00010792,0.0049547,-1.2234e-07,0.90231,-0.00010792,0.0049547,-1.2234e-07,-1.8643e-06,8.5562e-05,1.4992e-09,-1.8643e-06,8.5562e-05,1.4992e-09,1e-10,0,4.3486e-14,1,0.0075,0.0725,0,0.04
0.47642,-0.00011326,0.0051995,-1.1566e-07,0.91009,-0.00011326,0.0051995,-1.1566e-07,-1.8721e-06,8.5914e-05,1.8723e-09,-1.8721e-06,8.5914e-05,1.8723e-09,1e-10,6.8543e-17,3.5247e-29,1,0.00775,0.07275,0,0.04
0.4973,-0.00011859,0.0054442,-1.0898e-07,0.91787,-0.00011859,0.0054442,-1.0898e-07,-1.8798e-06,8.6266e-05,2.2454e-09,-1.8798e-06,8.6266e-05,2.2454e-09,1e-10,6.8543e-17,1.4099e-28,1,0.008,0.073,0,0.04
0.51832,-0.00012406,0.0056954,-9.8914e-08,0.91978,-0.00012406,0.0056954,-9.8914e-08,-1.8734e-06,8.5972e-05,2.6082e-09,-1.8734e-06,8.5972e-05,2.6082e-09,1e-10,6.8543e-17,7.0493e-29,1,0.00825,0.07325,0,0.04
0.53933,-0.00012953,0.0059466,-8.8844e-08,0.9217,-0.00012953,0.0059466,-8.8844e-08,-1.8671e-06,8.5677e-05,2.9709e-09,-1.8671e-06,8.5677e-05,2.9709e-09,1e-10,0,2.2912e-13,1,0.0085,0.0735,0,0.04
0.56034,-0.00013501,0.0061978,-7.8774e-08,0.92362,-0.00013501,0.0061978,-7.8774e-08,-1.8607e-06,8.5382e-05,3.3337e-09,-1.8607e-06,8.5382e-05,3.3337e-09,1e-10,6.8543e-17,1.6918e-27,1,0.00875,0.07375,0,0.04
0.58111,-0.00014051,0.0064503,-6.6103e-08,0.92065,-0.00014051,0.0064503,-6.6103e-08,-1.8432e-06,8.4574e-05,3.652e-09,-1.8432e-06,8.4574e-05,3.652e-09,1e-10,0,7.0493e-29,1,0.009,0.074,0,0.04
0.60182,-0.00014602,0.0067031,-5.2782e-08,0.91646,-0.00014602,0.0067031,-5.2783e-08,-1.8229e-06,8.3636e-05,3.9592e-09,-1.8229e-06,8.3636e-05,3.9592e-09,1e-10,6.8543e-17,-3.618e-14,1,0.00925,0.07425,0,0.04
0.62253,-0.00015153,0.006956,-3.9461e-08,0.91226,-0.00015153,0.006956,-3.9462e-08,-1.8026e-06,8.2699e-05,4.2665e-09,-1.8026e-06,8.2699e-05,4.2665e-09,1e-10,0,-8.4592e-28,1,0.0095,0.0745,0,0.04
0.64279,-0.000157,0.0072068,-2.4532e-08,0.90429,-0.000157,0.0072068,-2.4533e-08,-1.7742e-06,8.1389e-05,4.5094e-09,-1.7742e-06,8.1389e-05,4.5094e-09,1e-10,6.8543e-17,3.5247e-29,1,0.00975,0.07475,0,0.04
0.66277,-0.00016244,0.0074563,-8.5312e-09,0.89379,-0.00016244,0.0074563,-8.5317e-09,-1.7405e-06,7.9832e-05,4.7094e-09,-1.7405e-06,7.9832e-05,4.7094e-09,1e-10,0,0,1,0.01,0.075,0,0.04
0.68274,-0.00016788,0.0077057,7.4696e-09,0.88329,-0.00016788,0.0077057,7.4691e-09,-1.7067e-06,7.8274e-05,4.9095e-09,-1.7067e-06,7.8274e-05,4.9095e-09,1e-10,1.088e-18,1.0574e-28,1,0.01025,0.07525,0,0.04
0.70224,-0.00017324,0.0079518,2.4109e-08,0.87022,-0.00017324,0.0079517,2.4109e-08,-1.6679e-06,7.6486e-05,5.0461e-09,-1.6679e-06,7.6486e-05,5.0461e-09,1e-10,-6.7456e-17,-7.0493e-29,1,0.0105,0.0755,0,0.04
0.72104,-0.00017849,0.0081926,4.1707e-08,0.8533,-0.00017849,0.0081926,4.1707e-08,-1.6216e-06,7.4351e-05,5.0876e-09,-1.6216e-06,7.4351e-05,5.0876e-09,1e-10,-6.7456e-17,9.5454e-15,1,0.01075,0.07575,0,0.04
0.73984,-0.00018374,0.0084335,5.9304e-08,0.83638,-0.00018374,0.0084335,5.9304e-08,-1.5753e-06,7.2217e-05,5.129e-09,-1.5753e-06,7.2217e-05,5.129e-09,1e-10,6.7456e-17,1.7623e-29,1,0.011,0.076,0,0.04
0.75832,-0.00018894,0.0086716,7.6896e-08,0.81819,-0.00018894,0.0086716,7.6896e-08,-1.5268e-06,6.9982e-05,5.1307e-09,-1.5268e-06,6.9982e-05,5.1307e-09,1e-10,-6.7456e-17,1.4099e-28,1,0.01125,0.07625,0,0.04
0.77552,-0.00019389,0.0088985,9.4463e-08,0.79492,-0.00019389,0.0088985,9.4463e-08,-1.4696e-06,6.7344e-05,4.9732e-09,-1.4696e-06,6.7344e-05,4.9732e-09,1e-10,-6.7457e-17,3.7022e-14,1,0.0115,0.0765,0,0.04
0.79272,-0.00019884,0.0091254,1.1203e-07,0.77164,-0.00019884,0.0091254,1.1203e-07,-1.4123e-06,6.4706e-05,4.8158e-09,-1.4123e-06,6.4706e-05,4.8158e-09,1e-10,0,8.3028e-14,1,0.01175,0.07675,0,0.04
0.80992,-0.00020379,0.0093524,1.296e-07,0.74837,-0.00020379,0.0093524,1.296e-07,-1.3551e-06,6.2068e-05,4.6583e-09,-1.3551e-06,6.2068e-05,4.6583e-09,1e-10,0,7.0493e-29,1,0.012,0.077,0,0.04
0.82513,-0.00020833,0.0095602,1.4505e-07,0.71923,-0.00020833,0.0095601,1.4505e-07,-1.2893e-06,5.9038e-05,4.2884e-09,-1.2893e-06,5.9038e-05,4.2884e-09,1e-10,0,8.0794e-14,1,0.01225,0.07725,0,0.04
0.84033,-0.00021286,0.0097679,1.6049e-07,0.69009,-0.00021286,0.0097679,1.6049e-07,-1.2235e-06,5.6008e-05,3.9185e-09,-1.2235e-06,5.6008e-05,3.9185e-09,1e-10,0,3.5793e-14,1,0.0125,0.0775,0,0.04
0.85554,-0.0002174,0.0099757,1.7594e-07,0.66095,-0.0002174,0.0099757,1.7594e-07,-1.1577e-06,5.2978e-05,3.5486e-09,-1.1577e-06,5.2978e-05,3.5486e-09,1e-10,6.8547e-17,1.4099e-28,1,0.01275,0.07775,0,0.04
0.86889,-0.00022152,0.010164,1.8788e-07,0.62807,-0.00022152,0.010164,1.8788e-07,-1.0879e-06,4.9766e-05,3.0351e-09,-1.0879e-06,4.9766e-05,3.0351e-09,1e-10,0,3.5247e-29,1,0.013,0.078,0,0.04
0.88176,-0.00022554,0.010348,1.9895e-07,0.59424,-0.00022554,0.010348,1.9895e-07,-1.0171e-06,4.6508e-05,2.4858e-09,-1.0171e-06,4.6508e-05,2.4858e-09,1e-10,-6.746e-17,8.682e-15,1,0.01325,0.07825,0,0.04
0.89464,-0.00022957,0.010532,2.1001e-07,0.56042,-0.00022957,0.010532,2.1001e-07,-9.463e-07,4.325e-05,1.9364e-09,-9.463e-07,4.325e-05,1.9364e-09,1e-10,0,0,1,0.0135,0.0785,0,0.04
0.906,-0.00023323,0.0107,2.173e-07,0.52508,-0.00023323,0.0107,2.173e-07,-8.7542e-07,3.999e-05,1.3359e-09,-8.7542e-07,3.999e-05,1.3359e-09,1e-10,1.0881e-18,-2.8197e-28,1,0.01375,0.07875,0,0.04
0.91633,-0.00023666,0.010857,2.2207e-07,0.48872,-0.00023666,0.010857,2.2207e-07,-8.0447e-07,3.6729e-05,7.0128e-10,-8.0447e-07,3.6729e-05,7.0128e-10,1e-10,1.3601e-16,-1.7786e-22,1,0.014,0.079,0,0.04
0.92667,-0.00024009,0.011014,2.2684e-07,0.45236,-0.00024009,0.011014,2.2684e-07,-7.3352e-07,3.3468e-05,6.6706e-11,-7.3352e-07,3.3468e-05,6.6706e-11,1e-10,0,-1.4099e-28,1,0.01425,0.07925,0,0.04
0.93597,-0.00024328,0.011159,2.2878e-07,0.41623,-0.00024328,0.011159,2.2878e-07,-6.6481e-07,3.0311e-05,-5.4333e-10,-6.6481e-07,3.0311e-05,-5.4333e-10,1e-10,6.7464e-17,-3.5247e-29,1,0.0145,0.0795,0,0.04
0.94373,-0.00024609,0.011287,2.2645e-07,0.38043,-0.00024609,0.011287,2.2645e-07,-5.9946e-07,2.7313e-05,-1.1166e-09,-5.9946e-07,2.7313e-05,-1.1166e-09,1e-10,0,8.5534e-15,1,0.01475,0.07975,0,0.04
0.9515,-0.0002489,0.011416,2.2413e-07,0.34463,-0.0002489,0.011416,2.2413e-07,-5.3412e-07,2.4314e-05,-1.6898e-09,-5.3412e-07,2.4314e-05,-1.6898e-09,1e-10,6.8554e-17,-1.7623e-29,1,0.015,0.08,0,0.04
0.95879,-0.00025159,0.011539,2.2056e-07,0.30962,-0.00025159,0.011539,2.2056e-07,-4.7098e-07,2.1417e-05,-2.2213e-09,-4.7098e-07,2.1417e-05,-2.2213e-09,1e-10,0,-7.0493e-29,1,0.01525,0.08025,0,0.04
0.96418,-0.00025382,0.01164,2.1202e-07,0.2778,-0.00025382,0.01164,2.1202e-07,-4.1665e-07,1.8929e-05,-2.586e-09,-4.1665e-07,1.8929e-05,-2.586e-09,1e-10,0,3.3332e-14,1,0.0155,0.0805,0,0.04
0.96957,-0.00025604,0.011742,2.0348e-07,0.24598,-0.00025604,0.011742,2.0348e-07,-3.6232e-07,1.6441e-05,-2.9508e-09,-3.6232e-07,1.6441e-05,-2.9508e-09,1e-10,0,7.4765e-14,1,0.01575,0.08075,0,0.04
0.97496,-0.00025827,0.011843,1.9494e-07,0.21416,-0.00025827,0.011843,1.9494e-07,-3.0799e-07,1.3954e-05,-3.3155e-09,-3.0799e-07,1.3954e-05,-3.3155e-09,1e-10,-6.747e-17,0,1,0.016,0.081,0,0.04
0.9784,-0.00026,0.011922,1.8265e-07,0.18896,-0.00026,0.011922,1.8265e-07,-2.6786e-07,1.2122e-05,-3.4022e-09,-2.6786e-07,1.2122e-05,-3.4022e-09,1e-10,0,7.2851e-14,1,0.01625,0.08125,0,0.04
0.98184,-0.00026173,0.012,1.7036e-07,0.16376,-0.00026173,0.012,1.7036e-07,-2.2774e-07,1.0291e-05,-3.4888e-09,-2.2774e-07,1.0291e-05,-3.4888e-09,1e-10,0,3.2279e-14,1,0.0165,0.0815,0,0.04
0.98528,-0.00026346,0.012079,1.5807e-07,0.13857,-0.00026346,0.012079,1.5807e-07,-1.8762e-07,8.4595e-06,-3.5755e-09,-1.8762e-07,8.4595e-06,-3.5755e-09,1e-10,6.8562e-17,0,1,0.01675,0.08175,0,0.04
0.98757,-0.0002649,0.012144,1.4524e-07,0.1194,-0.0002649,0.012144,1.4524e-07,-1.587e-07,7.144e-06,-3.4791e-09,-1.587e-07,7.144e-06,-3.4791e-09,1e-10,0,4.2296e-28,1,0.017,0.082,0,0.04
0.98959,-0.00026626,0.012206,1.3227e-07,0.10174,-0.00026626,0.012206,1.3227e-07,-1.3259e-07,5.9574e-06,-3.3369e-09,-1.3259e-07,5.9574e-06,-3.3369e-09,1e-10,0,4.5225e-14,1,0.01725,0.08225,0,0.04
0.9916,-0.00026762,0.012268,1.1929e-07,0.084074,-0.00026762,0.012268,1.1929e-07,-1.0648e-07,4.7708e-06,-3.1948e-09,-1.0648e-07,4.7708e-06,-3.1948e-09,1e-10,6.8567e-17,8.4592e-28,1,0.0175,0.0825,0,0.04
0.99307,-0.00026883,0.012324,1.0735e-07,0.070402,-0.00026883,0.012324,1.0735e-07,-8.7003e-08,3.8881e-06,-2.9892e-09,-8.7003e-08,3.8881e-06,-2.9892e-09,1e-10,-6.748e-17,-2.8197e-28,1,0.01775,0.08275,0,0.04
0.99416,-0.00026995,0.012374,9.6095e-08,0.05939,-0.00026995,0.012374,9.6095e-08,-7.1945e-08,3.208e-06,-2.7414e-09,-7.1945e-08,3.208e-06,-2.7414e-09,1e-10,0,-1.6343e-22,1,0.018,0.083,0,0.04
0.99526,-0.00027107,0.012425,8.4838e-08,0.048377,-0.00027107,0.012425,8.4838e-08,-5.6887e-08,2.5279e-06,-2.4936e-09,-5.6887e-08,2.5279e-06,-2.4936e-09,1e-10,6.8572e-17,-2.8197e-28,1,0.01825,0.08325,0,0.04
0.99615,-0.00027214,0.012474,7.469e-08,0.039286,-0.00027214,0.012474,7.469e-08,-4.4712e-08,1.9791e-06,-2.2483e-09,-4.4712e-08,1.9791e-06,-2.2483e-09,1e-10,6.8574e-17,3.5247e-29,1,0.0185,0.0835,0,0.04
0.99672,-0.00027311,0.012518,6.6205e-08,0.033076,-0.00027311,0.012518,6.6205e-08,-3.6861e-08,1.6274e-06,-2.0067e-09,-3.6861e-08,1.6274e-06,-2.0067e-09,1e-10,6.8575e-17,7.4096e-15,1,0.01875,0.08375,0,0.04
0.99729,-0.00027409,0.012563,5.772e-08,0.026866,-0.00027409,0.012563,5.772e-08,-2.9011e-08,1.2757e-06,-1.765e-09,-2.9011e-08,1.2757e-06,-1.765e-09,1e-10,6.8577e-17,1.7623e-29,1,0.019,0.084,0,0.04
0.99785,-0.00027507,0.012607,4.9718e-08,0.021233,-0.00027507,0.012607,4.9719e-08,-2.1936e-08,9.5915e-07,-1.5334e-09,-2.1936e-08,9.5915e-07,-1.5334e-09,1e-10,1.0886e-18,7.0493e-29,1,0.01925,0.08425,0,0.04
0.99834,-0.00027602,0.012651,4.365e-08,0.017908,-0.00027602,0.012651,4.365e-08,-1.7969e-08,7.8338e-07,-1.3421e-09,-1.7969e-08,7.8338e-07,-1.3421e-09,1e-10,0,2.8822e-14,1,0.0195,0.0845,0,0.04
0.99883,-0.00027698,0.012695,3.7581e-08,0.014584,-0.00027698,0.012695,3.7581e-08,-1.4001e-08,6.076e-07,-1.1507e-09,-1.4001e-08,6.076e-07,-1.1507e-09,1e-10,0,6.4653e-14,1,0.01975,0.08475,0,0.04
0.99932,-0.00027793,0.012738,3.1513e-08,0.011259,-0.00027793,0.012738,3.1513e-08,-1.0033e-08,4.3182e-07,-9.5939e-10,-1.0033e-08,4.3182e-07,-9.5939e-10,1e-10,1.0886e-18,-7.0493e-29,1,0.02,0.085,0,0.04
0.99931,-0.00027875,0.012776,2.8176e-08,0.009836,-0.00027875,0.012776,2.8176e-08,-8.4816e-09,3.6401e-07,-8.5295e-10,-8.4816e-09,3.6401e-07,-8.5295e-10,1e-10,0,0,1,0.02025,0.08525,0,0.04
0.9993,-0.00027957,0.012813,2.484e-08,0.0084129,-0.00027957,0.012813,2.484e-08,-6.93e-09,2.9621e-07,-7.4652e-10,-6.93e-09,2.9621e-07,-7.4652e-10,1e-10,0,0,1,0.0205,0.0855,0,0.04
0.99928,-0.00028038,0.01285,2.1503e-08,0.0069899,-0.00028038,0.01285,2.1504e-08,-5.3784e-09,2.284e-07,-6.4008e-10,-5.3784e-09,2.284e-07,-6.4008e-10,9.9995e-11,-6.7503e-17,0,1,0.02075,0.08575,0,0.04
0.99927,-0.0002812,0.012888,1.8167e-08,0.0055669,-0.0002812,0.012888,1.8167e-08,-3.8268e-09,1.606e-07,-5.3364e-10,-3.8268e-09,1.606e-07,-5.3364e-10,9.9994e-11,-6.7505e-17,1.4099e-28,1,0.021,0.086,0,0.04
0.99934,-0.00028204,0.012926,1.611e-08,0.0048598,-0.00028204,0.012926,1.611e-08,-3.206e-09,1.3402e-07,-4.7209e-10,-3.206e-09,1.3402e-07,-4.7209e-10,1e-10,0,0,1,0.02125,0.08625,0,0.04
0.99941,-0.00028288,0.012964,1.4053e-08,0.0041526,-0.00028288,0.012964,1.4053e-08,-2.5852e-09,1.0745e-07,-4.1054e-10,-2.5852e-09,1.0745e-07,-4.1054e-10,1e-10,0,1.1506e-22,1,0.0215,0.0865,0,0.04
0.99947,-0.00028371,0.013003,1.1996e-08,0.0034454,-0.00028371,0.013003,1.1996e-08,-1.9644e-09,8.087e-08,-3.4899e-10,-1.9644e-09,8.087e-08,-3.4899e-10,9.999e-11,-6.7517e-17,0,1,0.02175,0.08675,0,0.04
0.99954,-0.00028455,0.013041,9.9392e-09,0.0027382,-0.00028455,0.013041,9.9392e-09,-1.3436e-09,5.4294e-08,-2.8745e-10,-1.3436e-09,5.4294e-08,-2.8745e-10,1e-10,0,1.1279e-27,1,0.022,0.087,0,0.04
0.99957,-0.00028538,0.013079,8.595e-09,0.0024207,-0.00028538,0.013079,8.595e-09,-1.1145e-09,4.4793e-08,-2.5432e-10,-1.1145e-09,4.4793e-08,-2.5432e-10,1e-10,0,1.7623e-29,1,0.02225,0.08725,0,0.04
0.99961,-0.00028621,0.013117,7.2507e-09,0.0021033,-0.00028621,0.013117,7.2508e-09,-8.8538e-10,3.5292e-08,-2.2119e-10,-8.8538e-10,3.5292e-08,-2.2119e-10,1e-10,0,0,1,0.0225,0.0875,0,0.04
0.99964,-0.00028703,0.013155,5.9065e-09,0.0017858,-0.00028703,0.013155,5.9065e-09,-6.5626e-10,2.579e-08,-1.8806e-10,-6.5626e-10,2.579e-08,-1.8806e-10,1.0002e-10,6.8609e-17,3.5247e-29,1,0.02275,0.08775,0,0.04
0.99967,-0.00028786,0.013193,4.5623e-09,0.0014683,-0.00028786,0.013193,4.5623e-09,-4.2714e-10,1.6289e-08,-1.5494e-10,-4.2714e-10,1.6289e-08,-1.5494e-10,1e-10,0,4.9345e-28,1,0.023,0.088,0,0.04
0.99969,-0.00028868,0.01323,3.6166e-09,0.0013077,-0.00028868,0.01323,3.6166e-09,-3.4826e-10,1.3093e-08,-1.3577e-10,-3.4826e-10,1.3093e-08,-1.3577e-10,1.0002e-10,6.8583e-17,0,1,0.02325,0.08825,0,0.04
0.99971,-0.00028951,0.013268,2.6709e-09,0.0011471,-0.00028951,0.013268,2.6709e-09,-2.6938e-10,9.896e-09,-1.166e-10,-2.6938e-10,9.896e-09,-1.166e-10,1e-10,0,0,1,0.0235,0.0885,0,0.04
0.99972,-0.00029033,0.013306,1.7252e-09,0.00098654,-0.00029033,0.013306,1.7253e-09,-1.905e-10,6.6994e-09,-9.7428e-11,-1.905e-10,6.6994e-09,-9.7428e-11,1e-10,0,3.5247e-29,1,0.02375,0.08875,0,0.04
0.99974,-0.00029115,0.013343,7.7955e-10,0.00082596,-0.00029115,0.013343,7.7956e-10,-1.1162e-10,3.5027e-09,-7.8257e-11,-1.1162e-10,3.5027e-09,-7.8257e-11,1.0004e-10,6.8504e-17,-1.4099e-28,1,0.024,0.089,0,0.04
0.99905,-0.00029177,0.013372,4.9605e-10,0.00073582,-0.00029177,0.013372,4.9605e-10,-8.8742e-11,2.6941e-09,-6.4748e-11,-8.8742e-11,2.6941e-09,-6.4748e-11,0.40245,0.00061212,0,1,0.02425,0.08925,0,0.04
0.99836,-0.00029238,0.0134,2.1253e-10,0.00064567,-0.00029238,0.0134,2.1254e-10,-6.5864e-11,1.8856e-09,-5.1238e-11,-6.5864e-11,1.8856e-09,-5.1238e-11,0.80492,0.0012243,0,1,0.0245,0.0895,0,0.04
