"w","U:0","U:1","U:2","StrainRate","nu_fluid","p","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
6.3944e-08,6.3199e-11,6.3802e-10,-1.9045e-10,1.5668e-06,0,0,0,1,0.0045,0.0695,0,0.01
8.5354e-08,7.7957e-11,8.5751e-10,-2.4371e-10,2.0821e-06,0,0,0,1,0.00475,0.06975,0,0.01
1.0676e-07,9.2716e-11,1.077e-09,-2.9696e-10,2.5974e-06,0,0,0,1,0.005,0.07,0,0.01
2.0724e-07,1.3687e-10,2.1396e-09,-4.5891e-10,4.3647e-06,2.7501e-12,1.7032e-17,-2.4783e-32,1,0.00525,0.07025,0,0.01
3.0771e-07,1.8102e-10,3.2022e-09,-6.2087e-10,6.1322e-06,0,0,0,1,0.0055,0.0705,0,0.01
4.0819e-07,2.2517e-10,4.2648e-09,-7.8282e-10,7.8995e-06,0,0,-2.4783e-32,1,0.00575,0.07075,0,0.01
5.0866e-07,2.6932e-10,5.3274e-09,-9.4477e-10,9.6669e-06,-7.0823e-13,-1.7085e-17,-9.9133e-32,1,0.006,0.071,0,0.01
8.5691e-07,3.7353e-10,9.0926e-09,-1.303e-09,1.3902e-05,-1.1679e-12,-3.4205e-17,-1.0151e-28,1,0.00625,0.07125,0,0.01
1.2052e-06,4.7775e-10,1.2858e-08,-1.6613e-09,1.8138e-05,-4.5963e-13,-1.712e-17,1.58e-22,1,0.0065,0.0715,0,0.01
1.5534e-06,5.8197e-10,1.6623e-08,-2.0195e-09,2.2373e-05,0,0,0,1,0.00675,0.07175,0,0.01
1.9017e-06,6.8618e-10,2.0388e-08,-2.3778e-09,2.6609e-05,0,0,2.8423e-27,1,0.007,0.072,0,0.01
2.7753e-06,8.5597e-10,3.0013e-08,-2.953e-09,3.4259e-05,0,0,0,1,0.00725,0.07225,0,0.01
3.6489e-06,1.0258e-09,3.9637e-08,-3.5283e-09,4.1909e-05,0,0,0,1,0.0075,0.0725,0,0.01
4.5225e-06,1.1955e-09,4.9261e-08,-4.1035e-09,4.9559e-05,-2.4434e-13,-3.4407e-17,-1.0151e-28,1,0.00775,0.07275,0,0.01
5.3961e-06,1.3653e-09,5.8886e-08,-4.6787e-09,5.7209e-05,0,0,-2.4363e-27,1,0.008,0.073,0,0.01
7.12e-06,1.5513e-09,7.8217e-08,-5.4055e-09,6.9408e-05,8.2566e-14,1.7233e-17,-4.9566e-32,1,0.00825,0.07325,0,0.01
8.8438e-06,1.7373e-09,9.7547e-08,-6.1322e-09,8.1606e-05,0,0,0,1,0.0085,0.0735,0,0.01
1.0568e-05,1.9232e-09,1.1688e-07,-6.8589e-09,9.3805e-05,-6.26e-14,-1.726e-17,-2.4783e-32,1,0.00875,0.07375,0,0.01
1.2292e-05,2.1092e-09,1.3621e-07,-7.5857e-09,0.000106,0,0,1.9827e-31,1,0.009,0.074,0,0.01
1.5322e-05,2.2249e-09,1.7076e-07,-8.3733e-09,0.00012789,-4.7711e-14,-1.7284e-17,-2.4783e-32,1,0.00925,0.07425,0,0.01
1.8352e-05,2.3406e-09,2.0531e-07,-9.1609e-09,0.00014977,0,0,0,1,0.0095,0.0745,0,0.01
2.1382e-05,2.4562e-09,2.3987e-07,-9.9485e-09,0.00017165,-3.7899e-14,-1.7306e-17,-4.9566e-32,1,0.00975,0.07475,0,0.01
2.4413e-05,2.5719e-09,2.7442e-07,-1.0736e-08,0.00019353,0,0,9.9133e-32,1,0.01,0.075,0,0.01
2.9945e-05,2.5005e-09,3.3841e-07,-1.146e-08,0.0002497,0,0,1.0151e-28,1,0.01025,0.07525,0,0.01
3.5477e-05,2.429e-09,4.024e-07,-1.2184e-08,0.00030587,0,0,1.4179e-22,1,0.0105,0.0755,0,0.01
4.1009e-05,2.3576e-09,4.664e-07,-1.2908e-08,0.00036203,-2.2674e-14,-1.7342e-17,1.0151e-28,1,0.01075,0.07575,0,0.01
4.6541e-05,2.2861e-09,5.3039e-07,-1.3632e-08,0.0004182,0,0,1.6242e-27,1,0.011,0.076,0,0.01
5.9233e-05,1.8147e-09,6.7875e-07,-1.3895e-08,0.00064083,0,0,-1.0151e-28,1,0.01125,0.07625,0,0.01
7.1925e-05,1.3433e-09,8.271e-07,-1.4158e-08,0.00086345,0,0,0,1,0.0115,0.0765,0,0.01
8.4617e-05,8.7183e-10,9.7546e-07,-1.442e-08,0.0010861,-1.1239e-14,-1.7372e-17,0,1,0.01175,0.07675,0,0.01
9.7309e-05,4.0041e-10,1.1238e-06,-1.4683e-08,0.0013087,8.5733e-15,1.7379e-17,-1.2181e-27,1,0.012,0.077,0,0.01
0.00014074,-1.0491e-09,1.6357e-06,-1.2725e-08,0.0024767,0,0,4.9566e-32,1,0.01225,0.07725,0,0.01
0.00018418,-2.4987e-09,2.1475e-06,-1.0767e-08,0.0036446,0,0,0,1,0.0125,0.0775,0,0.01
0.00022761,-3.9482e-09,2.6593e-06,-8.8089e-09,0.0048126,0,0,7.4349e-32,1,0.01275,0.07775,0,0.01
0.00027104,-5.3978e-09,3.1712e-06,-6.8508e-09,0.0059806,2.495e-15,1.7402e-17,9.9133e-32,1,0.013,0.078,0,0.01
0.00048031,-9.9738e-09,5.6612e-06,5.5408e-09,0.012391,-1.999e-15,-1.7405e-17,-2.4783e-32,1,0.01325,0.07825,0,0.01
0.00068959,-1.455e-08,8.1513e-06,1.7933e-08,0.018802,0,0,0,1,0.0135,0.0785,0,0.01
0.00089886,-1.9126e-08,1.0641e-05,3.0324e-08,0.025213,-1.0071e-15,-1.7412e-17,0,1,0.01375,0.07875,0,0.01
0.0011081,-2.3702e-08,1.3131e-05,4.2716e-08,0.031623,-5.1114e-16,-1.7415e-17,0,1,0.014,0.079,0,0.01
0.0022177,-3.9078e-08,2.6487e-05,9.8079e-08,0.06131,0,0,0,1,0.01425,0.07925,0,0.01
0.0033272,-5.4455e-08,3.9843e-05,1.5344e-07,0.090997,0,0,1.2786e-22,1,0.0145,0.0795,0,0.01
0.0044367,-6.9831e-08,5.3199e-05,2.0881e-07,0.12068,0,0,1.0151e-28,1,0.01475,0.07975,0,0.01
0.0055462,-8.5207e-08,6.6554e-05,2.6417e-07,0.15037,0,0,8.1209e-28,1,0.015,0.08,0,0.01
0.010634,-1.3058e-07,0.00012858,4.4868e-07,0.24977,0,0,-3.0454e-28,1,0.01525,0.08025,0,0.01
0.015722,-1.7594e-07,0.00019061,6.3319e-07,0.34916,0,0,0,1,0.0155,0.0805,0,0.01
0.02081,-2.2131e-07,0.00025263,8.177e-07,0.44856,3.9175e-17,1.7421e-17,-1.0151e-28,1,0.01575,0.08075,0,0.01
0.025898,-2.6668e-07,0.00031466,1.0022e-06,0.54795,0,0,-8.1209e-28,1,0.016,0.081,0,0.01
0.043152,-3.5853e-07,0.00052785,1.4245e-06,0.76593,-1.7003e-17,-1.7422e-17,4.9566e-32,1,0.01625,0.08125,0,0.01
0.060406,-4.5039e-07,0.00074105,1.8468e-06,0.98392,0,0,0,1,0.0165,0.0815,0,0.01
0.07766,-5.4224e-07,0.00095425,2.2691e-06,1.2019,0,0,2.4783e-32,1,0.01675,0.08175,0,0.01
0.094915,-6.341e-07,0.0011675,2.6914e-06,1.4199,0,0,9.9133e-32,1,0.017,0.082,0,0.01
0.13499,-7.1647e-07,0.0016699,3.3038e-06,1.7013,-5.4169e-18,-1.7423e-17,0,1,0.01725,0.08225,0,0.01
0.17507,-7.9884e-07,0.0021724,3.9163e-06,1.9827,4.585e-18,1.7423e-17,1.1871e-22,1,0.0175,0.0825,0,0.01
0.21514,-8.8121e-07,0.0026749,4.5288e-06,2.2642,0,0,1.0151e-28,1,0.01775,0.08275,0,0.01
0.25522,-9.6357e-07,0.0031774,5.1413e-06,2.5456,0,0,1.2181e-27,1,0.018,0.083,0,0.01
0.31699,-9.12e-07,0.0039653,5.5911e-06,2.6909,-2.7396e-18,-1.7423e-17,-7.9306e-31,1,0.01825,0.08325,0,0.01
0.37876,-8.6044e-07,0.0047532,6.0409e-06,2.8362,0,0,0,1,0.0185,0.0835,0,0.01
0.44053,-8.0887e-07,0.0055411,6.4907e-06,2.9816,2.3763e-18,1.7424e-17,1.5861e-30,1,0.01875,0.08375,0,0.01
0.5023,-7.573e-07,0.006329,6.9404e-06,3.1269,-4.3895e-18,-3.4849e-17,9.5167e-30,1,0.019,0.084,0,0.01
0.56456,-5.9635e-07,0.0071416,6.8293e-06,2.998,-2.3234e-18,-1.7425e-17,0,1,0.01925,0.08425,0,0.01
0.62681,-4.354e-07,0.0079542,6.7181e-06,2.8691,0,0,0,1,0.0195,0.0845,0,0.01
0.68907,-2.7445e-07,0.0087668,6.607e-06,2.7402,0,0,3.0454e-28,1,0.01975,0.08475,0,0.01
0.75132,-1.135e-07,0.0095793,6.4958e-06,2.6113,0,0,-1.2181e-27,1,0.02,0.085,0,0.01
0.79177,-2.369e-08,0.010129,5.8917e-06,2.3245,0,0,2.4783e-32,1,0.02025,0.08525,0,0.01
0.83221,6.6124e-08,0.010679,5.2877e-06,2.0376,0,0,0,1,0.0205,0.0855,0,0.01
0.87266,1.5594e-07,0.011229,4.6836e-06,1.7508,0,0,0,1,0.02075,0.08575,0,0.01
0.9131,2.4575e-07,0.011779,4.0795e-06,1.4639,0,0,0,1,0.021,0.086,0,0.01
0.92974,2.2756e-07,0.01203,3.4753e-06,1.2332,0,0,1.0151e-28,1,0.02125,0.08625,0,0.01
0.94637,2.0937e-07,0.012282,2.8711e-06,1.0024,0,0,1.079e-22,1,0.0215,0.0865,0,0.01
0.963,1.9118e-07,0.012533,2.2669e-06,0.77169,0,0,-1.0151e-28,1,0.02175,0.08675,0,0.01
0.97963,1.73e-07,0.012784,1.6627e-06,0.54094,0,0,8.1209e-28,1,0.022,0.087,0,0.01
0.9839,1.4206e-07,0.012877,1.3565e-06,0.43815,4.328e-17,1.7441e-17,-7.9306e-31,1,0.02225,0.08725,0,0.01
0.98816,1.1112e-07,0.01297,1.0502e-06,0.33536,0,0,0,1,0.0225,0.0875,0,0.01
0.99242,8.0184e-08,0.013063,7.4389e-07,0.23257,0,0,0,1,0.02275,0.08775,0,0.01
0.99669,4.9247e-08,0.013156,4.3761e-07,0.12978,0,0,3.1722e-30,1,0.023,0.088,0,0.01
0.99738,3.9435e-08,0.013203,3.4686e-07,0.1025,0,0,0,1,0.02325,0.08825,0,0.01
0.99807,2.9622e-08,0.013249,2.5611e-07,0.075215,0,0,0,1,0.0235,0.0885,0,0.01
0.99876,1.981e-08,0.013296,1.6536e-07,0.047932,7.2985e-16,1.746e-17,-2.0302e-28,1,0.02375,0.08875,0,0.01
0.99946,9.9972e-09,0.013343,7.4607e-08,0.020649,9.3511e-16,1.7464e-17,-8.1209e-28,1,0.024,0.089,0,0.01
0.99884,7.9972e-09,0.013372,5.7425e-08,0.01615,0.1111,0.0012334,0,1,0.02425,0.08925,0,0.01
0.99822,5.9972e-09,0.013401,4.0243e-08,0.01165,0.22221,0.0024669,0,1,0.0245,0.0895,0,0.01
0.99759,3.9973e-09,0.01343,2.3062e-08,0.0071513,0.33331,0.0037003,-1.2392e-32,1,0.02475,0.08975,0,0.01
0.99976,0,0.013497,0,0.00086336,0.88884,0.0098676,0,1,0.025,0.09,0,0.01
