"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.4367e-06,-2.02e-09,9.5577e-08,-1.512e-10,4.7167e-05,-2.0202e-09,9.5583e-08,-1.5121e-10,7.4121e-10,-6.478e-08,1.8401e-09,7.4121e-10,-6.478e-08,1.8401e-09,0.00013167,1e-10,0,1e-10,-7.0493e-29,1,0.0025,0.0675,0,0.02
1.067e-05,-2.2967e-09,1.0853e-07,-1.6168e-10,5.1059e-05,-2.2969e-09,1.0854e-07,-1.617e-10,8.4065e-10,-7.6098e-08,1.8655e-09,8.4065e-10,-7.6098e-08,1.8655e-09,0.00014237,1.0048e-10,3.371e-17,1e-10,1.2687e-14,1,0.00275,0.06775,0,0.02
1.1904e-05,-2.5734e-09,1.2148e-07,-1.7217e-10,5.4951e-05,-2.5736e-09,1.2149e-07,-1.7219e-10,9.4009e-10,-8.7416e-08,1.8909e-09,9.4009e-10,-8.7416e-08,1.8909e-09,0.00015307,1e-10,0,1e-10,-3.5247e-29,1,0.003,0.068,0,0.02
1.321e-05,-2.8678e-09,1.3524e-07,-1.8297e-10,5.9363e-05,-2.868e-09,1.3525e-07,-1.8299e-10,1.0655e-09,-1.0007e-07,1.9059e-09,1.0655e-09,-1.0007e-07,1.9059e-09,0.00016516,1e-10,0,1e-10,1.4099e-28,1,0.00325,0.06825,0,0.02
1.4808e-05,-3.233e-09,1.5226e-07,-1.9499e-10,6.5855e-05,-3.2332e-09,1.5227e-07,-1.9502e-10,1.2947e-09,-1.1806e-07,1.8799e-09,1.2947e-09,-1.1806e-07,1.8799e-09,0.00018282,1e-10,0,1e-10,4.9028e-14,1,0.0035,0.0685,0,0.02
1.6405e-05,-3.5981e-09,1.6927e-07,-2.07e-10,7.2348e-05,-3.5984e-09,1.6929e-07,-2.0704e-10,1.5239e-09,-1.3606e-07,1.8538e-09,1.5239e-09,-1.3606e-07,1.8538e-09,0.00020047,1e-10,0,1e-10,1.7623e-29,1,0.00375,0.06875,0,0.02
1.8003e-05,-3.9633e-09,1.8629e-07,-2.1902e-10,7.884e-05,-3.9636e-09,1.8631e-07,-2.1906e-10,1.7531e-09,-1.5405e-07,1.8278e-09,1.7531e-09,-1.5405e-07,1.8278e-09,0.00021813,1.0031e-10,3.3715e-17,1e-10,1.4099e-28,1,0.004,0.069,0,0.02
2.0203e-05,-4.4734e-09,2.1e-07,-2.3344e-10,8.9779e-05,-4.4737e-09,2.1002e-07,-2.3349e-10,2.2484e-09,-1.8487e-07,1.7796e-09,2.2484e-09,-1.8487e-07,1.7796e-09,0.00024766,9.9707e-11,-3.4804e-17,1e-10,3.5247e-29,1,0.00425,0.06925,0,0.02
2.2404e-05,-4.9835e-09,2.337e-07,-2.4785e-10,0.00010072,-4.9839e-09,2.3372e-07,-2.4791e-10,2.7437e-09,-2.1569e-07,1.7315e-09,2.7437e-09,-2.1569e-07,1.7315e-09,0.00027718,1e-10,0,1e-10,4.7215e-14,1,0.0045,0.0695,0,0.02
2.4604e-05,-5.4936e-09,2.5741e-07,-2.6226e-10,0.00011166,-5.494e-09,2.5743e-07,-2.6233e-10,3.2391e-09,-2.465e-07,1.6833e-09,3.2391e-09,-2.465e-07,1.6833e-09,0.00030671,1e-10,0,1e-10,-7.0493e-29,1,0.00475,0.06975,0,0.02
2.7619e-05,-6.1996e-09,2.9017e-07,-2.7966e-10,0.0001292,-6.2002e-09,2.9019e-07,-2.7974e-10,4.1795e-09,-2.9824e-07,1.6423e-09,4.1795e-09,-2.9824e-07,1.6423e-09,0.00035379,1.002e-10,3.3719e-17,1e-10,0,1,0.005,0.07,0,0.02
3.0838e-05,-6.9546e-09,3.2518e-07,-2.9781e-10,0.0001484,-6.9553e-09,3.2522e-07,-2.979e-10,5.2311e-09,-3.5519e-07,1.603e-09,5.2311e-09,-3.5519e-07,1.603e-09,0.00040525,1.0036e-10,6.7438e-17,1e-10,-3.9789e-14,1,0.00525,0.07025,0,0.02
3.4057e-05,-7.7097e-09,3.602e-07,-3.1595e-10,0.00016759,-7.7105e-09,3.6024e-07,-3.1606e-10,6.2828e-09,-4.1215e-07,1.5637e-09,6.2828e-09,-4.1215e-07,1.5637e-09,0.00045671,1.0016e-10,3.372e-17,1e-10,-5.6395e-28,1,0.0055,0.0705,0,0.02
3.836e-05,-8.7262e-09,4.073e-07,-3.377e-10,0.00019676,-8.7272e-09,4.0734e-07,-3.3783e-10,8.0717e-09,-5.0365e-07,1.5569e-09,8.0717e-09,-5.0365e-07,1.5569e-09,0.00053456,1e-10,0,1e-10,1.0574e-28,1,0.00575,0.07075,0,0.02
4.3386e-05,-9.917e-09,4.6244e-07,-3.6185e-10,0.00023259,-9.9182e-09,4.625e-07,-3.62e-10,1.0352e-08,-6.1816e-07,1.5717e-09,1.0352e-08,-6.1816e-07,1.5717e-09,0.00063,1e-10,0,1e-10,0,1,0.006,0.071,0,0.02
4.8412e-05,-1.1108e-08,5.1758e-07,-3.8599e-10,0.00026841,-1.1109e-08,5.1765e-07,-3.8616e-10,1.2633e-08,-7.3267e-07,1.5866e-09,1.2633e-08,-7.3267e-07,1.5866e-09,0.00072544,1.001e-10,3.3721e-17,1e-10,1.0574e-28,1,0.00625,0.07125,0,0.02
5.4809e-05,-1.2631e-08,5.8804e-07,-4.1428e-10,0.00031879,-1.2632e-08,5.8813e-07,-4.1448e-10,1.6095e-08,-9.0249e-07,1.6518e-09,1.6095e-08,-9.0249e-07,1.6518e-09,0.00085921,1e-10,0,1e-10,0,1,0.0065,0.0715,0,0.02
6.3261e-05,-1.4651e-08,6.8149e-07,-4.4879e-10,0.00039101,-1.4654e-08,6.816e-07,-4.4902e-10,2.1331e-08,-1.1552e-06,1.7923e-09,2.1331e-08,-1.1552e-06,1.7923e-09,0.0010504,1.0007e-10,3.3722e-17,1e-10,1.1231e-14,1,0.00675,0.07175,0,0.02
7.1713e-05,-1.6672e-08,7.7493e-07,-4.8329e-10,0.00046322,-1.6675e-08,7.7507e-07,-4.8356e-10,2.6567e-08,-1.408e-06,1.9329e-09,2.6567e-08,-1.408e-06,1.9329e-09,0.0012417,1e-10,0,1e-10,3.5247e-29,1,0.007,0.072,0,0.02
8.1573e-05,-1.9036e-08,8.8419e-07,-5.2166e-10,0.00055271,-1.9039e-08,8.8436e-07,-5.2197e-10,3.3362e-08,-1.7334e-06,2.1244e-09,3.3362e-08,-1.7334e-06,2.1244e-09,0.0014783,1e-10,0,1e-10,2.8197e-28,1,0.00725,0.07225,0,0.02
9.7061e-05,-2.277e-08,1.0567e-06,-5.7552e-10,0.00071131,-2.2775e-08,1.0569e-06,-5.7589e-10,4.6397e-08,-2.3496e-06,2.5195e-09,4.6397e-08,-2.3496e-06,2.5195e-09,0.0018962,1e-10,0,1e-10,4.3486e-14,1,0.0075,0.0725,0,0.02
0.00011255,-2.6505e-08,1.2292e-06,-6.2938e-10,0.00086992,-2.6511e-08,1.2295e-06,-6.2982e-10,5.9432e-08,-2.9658e-06,2.9146e-09,5.9432e-08,-2.9658e-06,2.9146e-09,0.0023142,1.0004e-10,3.3724e-17,1e-10,1.7623e-29,1,0.00775,0.07275,0,0.02
0.00012804,-3.0239e-08,1.4017e-06,-6.8324e-10,0.0010285,-3.0246e-08,1.402e-06,-6.8374e-10,7.2467e-08,-3.5819e-06,3.3097e-09,7.2467e-08,-3.5819e-06,3.3097e-09,0.0027321,1e-10,0,1e-10,4.2296e-28,1,0.008,0.073,0,0.02
0.00015927,-3.7834e-08,1.7521e-06,-7.7612e-10,0.0014076,-3.7845e-08,1.7527e-06,-7.7672e-10,1.0791e-07,-5.2379e-06,4.2221e-09,1.0791e-07,-5.2379e-06,4.2221e-09,0.0037275,1e-10,0,1e-10,2.1148e-28,1,0.00825,0.07325,0,0.02
0.0001905,-4.5429e-08,2.1026e-06,-8.6899e-10,0.0017867,-4.5444e-08,2.1033e-06,-8.697e-10,1.4336e-07,-6.8938e-06,5.1346e-09,1.4336e-07,-6.8938e-06,5.1346e-09,0.0047229,1e-10,0,1e-10,2.2912e-13,1,0.0085,0.0735,0,0.02
0.00022173,-5.3025e-08,2.453e-06,-9.6186e-10,0.0021658,-5.3042e-08,2.4539e-06,-9.6268e-10,1.7881e-07,-8.5497e-06,6.047e-09,1.7881e-07,-8.5497e-06,6.047e-09,0.0057183,1.0001e-10,3.3725e-17,1e-10,1.6918e-27,1,0.00875,0.07375,0,0.02
0.00028352,-6.8174e-08,3.1513e-06,-1.1215e-09,0.0030184,-6.8201e-08,3.1526e-06,-1.1225e-09,2.6933e-07,-1.2751e-05,7.8288e-09,2.6933e-07,-1.2751e-05,7.8288e-09,0.007953,9.9988e-11,-3.4813e-17,1e-10,-7.0493e-29,1,0.009,0.074,0,0.02
0.00035295,-8.5213e-08,3.9366e-06,-1.2977e-09,0.0039893,-8.525e-08,3.9384e-06,-1.2989e-09,3.7363e-07,-1.759e-05,9.8278e-09,3.7363e-07,-1.759e-05,9.8278e-09,0.010497,1.0001e-10,3.3725e-17,1e-10,-3.618e-14,1,0.00925,0.07425,0,0.02
0.00042238,-1.0225e-07,4.722e-06,-1.474e-09,0.0049603,-1.023e-07,4.7242e-06,-1.4754e-09,4.7793e-07,-2.2428e-05,1.1827e-08,4.7793e-07,-2.2428e-05,1.1827e-08,0.013042,1e-10,0,1e-10,-5.6395e-28,1,0.0095,0.0745,0,0.02
0.000551,-1.3405e-07,6.1865e-06,-1.7604e-09,0.0068983,-1.3412e-07,6.1898e-06,-1.7622e-09,7.1361e-07,-3.3322e-05,1.5228e-08,7.1361e-07,-3.3322e-05,1.5228e-08,0.018117,1.0001e-10,3.2638e-17,1e-10,3.5247e-29,1,0.00975,0.07475,0,0.02
0.00071908,-1.757e-07,8.1039e-06,-2.1203e-09,0.0094811,-1.758e-07,8.1086e-06,-2.1225e-09,1.0369e-06,-4.8254e-05,1.9563e-08,1.0369e-06,-4.8254e-05,1.9563e-08,0.024878,1e-10,0,1e-10,0,1,0.01,0.075,0,0.02
0.00088715,-2.1734e-07,1.0021e-05,-2.4802e-09,0.012064,-2.1747e-07,1.0027e-05,-2.4829e-09,1.3602e-06,-6.3186e-05,2.3899e-08,1.3602e-06,-6.3186e-05,2.3899e-08,0.03164,1e-10,3.2638e-17,1e-10,7.0493e-29,1,0.01025,0.07525,0,0.02
0.0011599,-2.8536e-07,1.3151e-05,-2.9998e-09,0.016344,-2.8555e-07,1.316e-05,-3.0031e-09,1.9589e-06,-9.0788e-05,3.021e-08,1.9589e-06,-9.0788e-05,3.021e-08,0.04284,9.9998e-11,-3.4814e-17,1e-10,1.4099e-28,1,0.0105,0.0755,0,0.02
0.0015898,-3.9296e-07,1.8101e-05,-3.7591e-09,0.023171,-3.9325e-07,1.8114e-05,-3.7633e-09,2.9708e-06,-0.0001374,3.9484e-08,2.9708e-06,-0.0001374,3.9484e-08,0.060698,9.9998e-11,-3.4814e-17,1e-10,9.5454e-15,1,0.01075,0.07575,0,0.02
0.0020197,-5.0055e-07,2.305e-05,-4.5184e-09,0.029997,-5.0095e-07,2.3068e-05,-4.5235e-09,3.9827e-06,-0.00018401,4.8758e-08,3.9827e-06,-0.00018401,4.8758e-08,0.078555,1e-10,0,1e-10,0,1,0.011,0.076,0,0.02
0.0025858,-6.4285e-07,2.9593e-05,-5.4408e-09,0.038869,-6.4339e-07,2.9618e-05,-5.447e-09,5.3995e-06,-0.00024922,5.9944e-08,5.3995e-06,-0.00024922,5.9944e-08,0.10175,9.9999e-11,-3.4814e-17,1e-10,1.4099e-28,1,0.01125,0.07625,0,0.02
0.003697,-9.2396e-07,4.2513e-05,-7.0156e-09,0.055921,-9.2479e-07,4.2552e-05,-7.0236e-09,8.4354e-06,-0.00038883,7.8776e-08,8.4354e-06,-0.00038883,7.8776e-08,0.14629,9.9999e-11,-3.4815e-17,1e-10,3.7022e-14,1,0.0115,0.0765,0,0.02
0.0048083,-1.2051e-06,5.5434e-05,-8.5904e-09,0.072974,-1.2062e-06,5.5486e-05,-8.6002e-09,1.1471e-05,-0.00052844,9.761e-08,1.1471e-05,-0.00052844,9.761e-08,0.19084,9.9999e-11,-3.4815e-17,1e-10,8.3028e-14,1,0.01175,0.07675,0,0.02
0.0059195,-1.4862e-06,6.8354e-05,-1.0165e-08,0.090026,-1.4876e-06,6.842e-05,-1.0177e-08,1.4507e-05,-0.00066804,1.1644e-07,1.4507e-05,-0.00066804,1.1644e-07,0.23538,1e-10,0,1e-10,7.0493e-29,1,0.012,0.077,0,0.02
0.0086814,-2.1926e-06,0.0001008,-1.3215e-08,0.12837,-2.1948e-06,0.0001009,-1.323e-08,2.2774e-05,-0.0010478,1.5061e-07,2.2774e-05,-0.0010478,1.5061e-07,0.3352,1e-10,0,1e-10,8.0794e-14,1,0.01225,0.07725,0,0.02
0.011443,-2.899e-06,0.00013325,-1.6266e-08,0.16671,-2.9021e-06,0.00013339,-1.6284e-08,3.104e-05,-0.0014275,1.8477e-07,3.104e-05,-0.0014275,1.8477e-07,0.43502,1e-10,0,1e-10,3.5793e-14,1,0.0125,0.0775,0,0.02
0.014205,-3.6054e-06,0.00016569,-1.9316e-08,0.20505,-3.6093e-06,0.00016587,-1.9338e-08,3.9307e-05,-0.0018072,2.1893e-07,3.9307e-05,-0.0018072,2.1893e-07,0.53485,1e-10,3.3727e-17,1e-10,7.0493e-29,1,0.01275,0.07775,0,0.02
0.019798,-5.0505e-06,0.00023204,-2.4139e-08,0.27219,-5.0561e-06,0.00023229,-2.4165e-08,5.6479e-05,-0.0025955,2.669e-07,5.6479e-05,-0.0025955,2.669e-07,0.70869,1e-10,0,1e-10,3.5247e-29,1,0.013,0.078,0,0.02
0.026099,-6.6803e-06,0.00030685,-2.9404e-08,0.34653,-6.6878e-06,0.0003072,-2.9436e-08,7.5877e-05,-0.003486,3.1832e-07,7.5877e-05,-0.003486,3.1832e-07,0.90104,1e-10,-3.4815e-17,1e-10,8.682e-15,1,0.01325,0.07825,0,0.02
0.032399,-8.3101e-06,0.00038167,-3.467e-08,0.42088,-8.3195e-06,0.00038211,-3.4707e-08,9.5276e-05,-0.0043764,3.6974e-07,9.5276e-05,-0.0043764,3.6974e-07,1.0934,1e-10,0,1e-10,-3.5247e-29,1,0.0135,0.0785,0,0.02
0.042549,-1.0959e-05,0.00050324,-4.1429e-08,0.52258,-1.0971e-05,0.00050381,-4.1471e-08,0.0001255,-0.0057634,4.2423e-07,0.0001255,-0.0057634,4.2423e-07,1.3546,1e-10,6.7454e-17,1e-10,-2.8197e-28,1,0.01375,0.07875,0,0.02
0.055266,-1.4287e-05,0.00065597,-4.9184e-08,0.64251,-1.4303e-05,0.00065671,-4.9232e-08,0.00016294,-0.0074814,4.8079e-07,0.00016294,-0.0074814,4.8079e-07,1.6618,1e-10,6.7454e-17,1e-10,-1.7786e-22,1,0.014,0.079,0,0.02
0.067982,-1.7615e-05,0.00080869,-5.6939e-08,0.76245,-1.7635e-05,0.0008096,-5.6992e-08,0.00020039,-0.0091993,5.3735e-07,0.00020039,-0.0091993,5.3735e-07,1.9689,1e-10,3.3727e-17,1e-10,-1.4099e-28,1,0.01425,0.07925,0,0.02
0.084482,-2.1962e-05,0.0010081,-6.5267e-08,0.89666,-2.1986e-05,0.0010092,-6.5324e-08,0.00024561,-0.011274,5.8155e-07,0.00024561,-0.011274,5.8155e-07,2.3105,1e-10,0,1e-10,7.0493e-29,1,0.0145,0.0795,0,0.02
0.10666,-2.7837e-05,0.0012777,-7.4453e-08,1.0523,-2.7867e-05,0.0012791,-7.4513e-08,0.00030249,-0.013883,6.0721e-07,0.00030249,-0.013883,6.0721e-07,2.7037,1e-10,0,1e-10,8.5534e-15,1,0.01475,0.07975,0,0.02
0.12883,-3.3711e-05,0.0015472,-8.3639e-08,1.208,-3.3747e-05,0.0015488,-8.3702e-08,0.00035938,-0.016492,6.3287e-07,0.00035938,-0.016492,6.3287e-07,3.0969,1e-10,3.3727e-17,1e-10,0,1,0.015,0.08,0,0.02
0.15318,-4.0186e-05,0.0018442,-9.2488e-08,1.3634,-4.0227e-05,0.0018461,-9.2552e-08,0.00041777,-0.019171,6.4161e-07,0.00041777,-0.019171,6.4161e-07,3.4885,1e-10,0,1e-10,-7.0493e-29,1,0.01525,0.08025,0,0.02
0.18622,-4.9055e-05,0.0022511,-9.9988e-08,1.5182,-4.9103e-05,0.0022533,-1.0005e-07,0.00048217,-0.022125,5.8266e-07,0.00048217,-0.022125,5.8266e-07,3.8739,1e-10,0,1e-10,3.3332e-14,1,0.0155,0.0805,0,0.02
0.21927,-5.7925e-05,0.002658,-1.0749e-07,1.6731,-5.7979e-05,0.0026605,-1.0754e-07,0.00054658,-0.025079,5.237e-07,0.00054658,-0.025079,5.237e-07,4.2592,1e-10,3.3727e-17,1e-10,7.4765e-14,1,0.01575,0.08075,0,0.02
0.25231,-6.6795e-05,0.0030649,-1.1499e-07,1.8279,-6.6855e-05,0.0030676,-1.1503e-07,0.00061098,-0.028033,4.6475e-07,0.00061098,-0.028033,4.6475e-07,4.6446,1e-10,-3.4815e-17,1e-10,7.0493e-29,1,0.016,0.081,0,0.02
0.29435,-7.8243e-05,0.00359,-1.16e-07,1.9314,-7.8308e-05,0.003593,-1.1603e-07,0.0006591,-0.030239,2.9314e-07,0.0006591,-0.030239,2.9314e-07,4.8993,1e-10,0,1e-10,7.2851e-14,1,0.01625,0.08125,0,0.02
0.33638,-8.9691e-05,0.0041151,-1.1702e-07,2.035,-8.9761e-05,0.0041183,-1.1703e-07,0.00070721,-0.032445,1.2153e-07,0.00070721,-0.032445,1.2153e-07,5.1539,1e-10,0,1e-10,3.2279e-14,1,0.0165,0.0815,0,0.02
0.37842,-0.00010114,0.0046402,-1.1804e-07,2.1385,-0.00010121,0.0046436,-1.1803e-07,0.00075532,-0.034651,-5.0075e-08,0.00075532,-0.034651,-5.0075e-08,5.4086,1e-10,3.3727e-17,1e-10,-7.0493e-29,1,0.01675,0.08175,0,0.02
0.42352,-0.00011359,0.0052114,-1.1075e-07,2.1715,-0.00011367,0.0052149,-1.1072e-07,0.00077367,-0.035491,-2.6425e-07,0.00077367,-0.035491,-2.6425e-07,5.4895,1e-10,3.3727e-17,1e-10,2.8197e-28,1,0.017,0.082,0,0.02
0.4694,-0.0001263,0.0057941,-1.0138e-07,2.1868,-0.00012638,0.0057977,-1.0134e-07,0.00078459,-0.03599,-4.8907e-07,0.00078459,-0.03599,-4.8907e-07,5.5269,1e-10,0,1e-10,4.5225e-14,1,0.01725,0.08225,0,0.02
0.51527,-0.000139,0.0063769,-9.2019e-08,2.2021,-0.00013908,0.0063805,-9.1948e-08,0.0007955,-0.036489,-7.1389e-07,0.0007955,-0.036489,-7.1389e-07,5.5644,1e-10,1.088e-18,1e-10,0,1,0.0175,0.0825,0,0.02
0.55957,-0.00015143,0.0069465,-7.6934e-08,2.1632,-0.0001515,0.0069501,-7.6846e-08,0.00078258,-0.035893,-8.8983e-07,0.00078258,-0.035893,-8.8983e-07,5.4689,1e-10,0,1e-10,-2.8197e-28,1,0.01775,0.08275,0,0.02
0.60281,-0.00016366,0.0075074,-5.8037e-08,2.0881,-0.00016373,0.0075108,-5.7935e-08,0.00075377,-0.034568,-1.0332e-06,0.00075377,-0.034568,-1.0332e-06,5.2846,1e-10,0,1e-10,-1.6343e-22,1,0.018,0.083,0,0.02
0.64606,-0.00017589,0.0080683,-3.914e-08,2.013,-0.00017596,0.0080715,-3.9023e-08,0.00072497,-0.033243,-1.1766e-06,0.00072497,-0.033243,-1.1766e-06,5.1004,1e-10,3.3728e-17,1e-10,-4.2296e-28,1,0.01825,0.08325,0,0.02
0.6862,-0.00018736,0.008594,-1.9105e-08,1.9144,-0.00018742,0.0085972,-1.8981e-08,0.00068683,-0.03149,-1.252e-06,0.00068683,-0.03149,-1.252e-06,4.8574,1e-10,0,1e-10,3.5247e-29,1,0.0185,0.0835,0,0.02
0.72167,-0.00019768,0.0090672,2.6376e-09,1.7806,-0.00019774,0.0090701,2.7591e-09,0.00063469,-0.029095,-1.2257e-06,0.00063469,-0.029095,-1.2257e-06,4.5261,1e-10,-3.4816e-17,1e-10,7.4096e-15,1,0.01875,0.08375,0,0.02
0.75715,-0.000208,0.0095404,2.4379e-08,1.6468,-0.00020806,0.0095431,2.4498e-08,0.00058254,-0.026699,-1.1993e-06,0.00058254,-0.026699,-1.1993e-06,4.1948,1e-10,0,1e-10,-1.7623e-29,1,0.019,0.084,0,0.02
0.79094,-0.0002179,0.0099938,4.5172e-08,1.5093,-0.00021795,0.0099962,4.5285e-08,0.00052946,-0.024261,-1.1459e-06,0.00052946,-0.024261,-1.1459e-06,3.8533,1e-10,3.2641e-17,1e-10,7.0493e-29,1,0.01925,0.08425,0,0.02
0.81797,-0.00022606,0.010368,6.2162e-08,1.357,-0.00022611,0.01037,6.2259e-08,0.0004726,-0.02165,-9.8429e-07,0.0004726,-0.02165,-9.8429e-07,3.4709,1e-10,0,1e-10,2.8822e-14,1,0.0195,0.0845,0,0.02
0.845,-0.00023422,0.010742,7.9152e-08,1.2047,-0.00023426,0.010744,7.9234e-08,0.00041574,-0.01904,-8.2264e-07,0.00041574,-0.01904,-8.2264e-07,3.0886,1e-10,0,1e-10,6.4653e-14,1,0.01975,0.08475,0,0.02
0.87202,-0.00024239,0.011116,9.6143e-08,1.0524,-0.00024242,0.011117,9.6208e-08,0.00035888,-0.01643,-6.6099e-07,0.00035888,-0.01643,-6.6099e-07,2.7062,1e-10,0,1e-10,0,1,0.02,0.085,0,0.02
0.88666,-0.00024723,0.011337,1.0151e-07,0.94468,-0.00024726,0.011339,1.0156e-07,0.00032095,-0.01469,-5.1643e-07,0.00032095,-0.01469,-5.1643e-07,2.4321,1e-10,0,1e-10,0,1,0.02025,0.08525,0,0.02
0.90129,-0.00025207,0.011559,1.0688e-07,0.83697,-0.00025209,0.01156,1.0691e-07,0.00028303,-0.01295,-3.7187e-07,0.00028303,-0.01295,-3.7187e-07,2.1579,1e-10,0,1e-10,0,1,0.0205,0.0855,0,0.02
0.91593,-0.0002569,0.01178,1.1224e-07,0.72927,-0.00025693,0.011781,1.1226e-07,0.0002451,-0.011211,-2.2731e-07,0.0002451,-0.011211,-2.2731e-07,1.8838,1e-10,0,1e-10,-3.5247e-29,1,0.02075,0.08575,0,0.02
0.93057,-0.00026174,0.012001,1.1761e-07,0.62156,-0.00026176,0.012002,1.1762e-07,0.00020718,-0.0094712,-8.275e-08,0.00020718,-0.0094712,-8.275e-08,1.6096,1e-10,0,1e-10,0,1,0.021,0.086,0,0.02
0.93897,-0.00026491,0.012146,1.1493e-07,0.54974,-0.00026493,0.012147,1.1493e-07,0.00018286,-0.0083575,5.9425e-10,0.00018286,-0.0083575,5.9425e-10,1.4247,1e-10,0,1e-10,7.0493e-29,1,0.02125,0.08625,0,0.02
0.94738,-0.00026807,0.012291,1.1225e-07,0.47792,-0.00026809,0.012291,1.1224e-07,0.00015855,-0.0072437,8.3939e-08,0.00015855,-0.0072437,8.3939e-08,1.2398,1e-10,0,1e-10,1.1521e-22,1,0.0215,0.0865,0,0.02
0.95578,-0.00027123,0.012435,1.0958e-07,0.40609,-0.00027125,0.012436,1.0956e-07,0.00013423,-0.0061299,1.6729e-07,0.00013423,-0.0061299,1.6729e-07,1.0549,1e-10,-3.4821e-17,1e-10,0,1,0.02175,0.08675,0,0.02
0.96419,-0.0002744,0.01258,1.069e-07,0.33426,-0.00027441,0.01258,1.0687e-07,0.00010992,-0.0050161,2.5063e-07,0.00010992,-0.0050161,2.5063e-07,0.87005,1e-10,3.2645e-17,1e-10,8.4592e-28,1,0.022,0.087,0,0.02
0.96864,-0.00027648,0.012675,1.0117e-07,0.29703,-0.00027648,0.012675,1.0115e-07,9.6339e-05,-0.0043952,2.7495e-07,9.6339e-05,-0.0043952,2.7495e-07,0.77348,1e-10,0,1e-10,5.287e-29,1,0.02225,0.08725,0,0.02
0.97309,-0.00027855,0.012769,9.5447e-08,0.2598,-0.00027856,0.01277,9.5418e-08,8.276e-05,-0.0037743,2.9927e-07,8.276e-05,-0.0037743,2.9927e-07,0.6769,1e-10,0,1e-10,0,1,0.0225,0.0875,0,0.02
