"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.97755,-0.00028063,0.012864,8.9722e-08,0.22257,-0.00028064,0.012865,8.969e-08,6.9181e-05,-0.0031534,3.236e-07,6.9181e-05,-0.0031534,3.236e-07,0.58032,1e-10,3.3735e-17,1e-10,3.5247e-29,1,0.02275,0.08775,0,0.02
0.982,-0.00028271,0.012959,8.3996e-08,0.18534,-0.00028272,0.01296,8.3962e-08,5.5602e-05,-0.0025325,3.4792e-07,5.5602e-05,-0.0025325,3.4792e-07,0.48375,1e-10,0,1e-10,-7.0493e-29,1,0.023,0.088,0,0.02
0.98459,-0.00028427,0.013031,7.8195e-08,0.16864,-0.00028428,0.013031,7.8161e-08,4.7576e-05,-0.0021653,3.4548e-07,4.7576e-05,-0.0021653,3.4548e-07,0.44027,1e-10,3.2649e-17,1e-10,-5.287e-29,1,0.02325,0.08825,0,0.02
0.98718,-0.00028583,0.013102,7.2394e-08,0.15195,-0.00028584,0.013102,7.236e-08,3.955e-05,-0.0017982,3.4304e-07,3.955e-05,-0.0017982,3.4304e-07,0.3968,1e-10,0,1e-10,0,1,0.0235,0.0885,0,0.02
0.98977,-0.0002874,0.013173,6.6593e-08,0.13526,-0.0002874,0.013174,6.6559e-08,3.1524e-05,-0.001431,3.406e-07,3.1524e-05,-0.001431,3.406e-07,0.35333,1e-10,0,1e-10,-1.7623e-29,1,0.02375,0.08875,0,0.02
0.99236,-0.00028896,0.013245,6.0791e-08,0.11857,-0.00028896,0.013245,6.0758e-08,2.3497e-05,-0.0010638,3.3816e-07,2.3497e-05,-0.0010638,3.3816e-07,0.30986,1e-10,0,1e-10,-2.1148e-28,1,0.024,0.089,0,0.02
0.99309,-0.00028999,0.013292,5.1757e-08,0.11285,-0.00028999,0.013292,5.1728e-08,1.8987e-05,-0.00085871,2.931e-07,1.8987e-05,-0.00085871,2.931e-07,0.29758,0.0047022,0.00061303,0.00046948,1.7623e-29,1,0.02425,0.08925,0,0.02
0.99383,-0.00029103,0.013339,4.2721e-08,0.10713,-0.00029103,0.013339,4.2697e-08,1.4477e-05,-0.0006536,2.4803e-07,1.4477e-05,-0.0006536,2.4803e-07,0.2853,0.0094045,0.0012261,0.00093897,0,1,0.0245,0.0895,0,0.02
0.99457,-0.00029206,0.013386,3.3687e-08,0.10141,-0.00029206,0.013386,3.3666e-08,9.9673e-06,-0.00044849,2.0297e-07,9.9673e-06,-0.00044849,2.0297e-07,0.27302,0.014107,0.0018391,0.0014084,-1.7623e-29,1,0.02475,0.08975,0,0.02
0.99976,-0.00029443,0.013494,0,0.091646,-0.00029443,0.013494,0,0,0,0,0,0,0,0.26074,0.037618,0.0049043,0.0037559,0,1,0.025,0.09,0,0.02
