"w","U:0","U:1","U:2","StrainRate","U_0:0","U_0:1","U_0:2","ddt0(U):0","ddt0(U):1","ddt0(U):2","ddtCorrDdt0(U):0","ddtCorrDdt0(U):1","ddtCorrDdt0(U):2","g","nu_fluid","p","taw","theta","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00026354,-5.8351e-08,2.6814e-06,-2.137e-10,0.0017396,-5.8352e-08,2.6815e-06,-2.1377e-10,1.1775e-08,-5.636e-07,6.6354e-10,1.1775e-08,-5.636e-07,6.6354e-10,0.004577,1.0002e-10,3.3727e-17,1e-10,1.2687e-14,1,0.00275,0.06775,0,0.03
0.00030377,-6.747e-08,3.1006e-06,-2.4744e-10,0.002015,-6.7471e-08,3.1007e-06,-2.4751e-10,1.4306e-08,-6.8317e-07,7.4288e-10,1.4306e-08,-6.8317e-07,7.4288e-10,0.0052994,1.0001e-10,3.3727e-17,1e-10,0,1,0.003,0.068,0,0.03
0.00034965,-7.7905e-08,3.5803e-06,-2.8738e-10,0.0023501,-7.7906e-08,3.5804e-06,-2.8746e-10,1.744e-08,-8.3068e-07,8.3344e-10,1.744e-08,-8.3068e-07,8.3344e-10,0.0061785,1e-10,0,1e-10,-1.4099e-28,1,0.00325,0.06825,0,0.03
0.0004182,-9.3607e-08,4.3021e-06,-3.5214e-10,0.0029248,-9.3609e-08,4.3022e-06,-3.5223e-10,2.2983e-08,-1.0899e-06,9.6889e-10,2.2983e-08,-1.0899e-06,9.6889e-10,0.0076845,9.9989e-11,-3.4815e-17,1e-10,4.9028e-14,1,0.0035,0.0685,0,0.03
0.00048674,-1.0931e-07,5.024e-06,-4.169e-10,0.0034994,-1.0931e-07,5.0241e-06,-4.1701e-10,2.8526e-08,-1.3492e-06,1.1043e-09,2.8526e-08,-1.3492e-06,1.1043e-09,0.0091904,1.0001e-10,3.2639e-17,1e-10,3.5247e-29,1,0.00375,0.06875,0,0.03
0.00055528,-1.2501e-07,5.7458e-06,-4.8166e-10,0.0040741,-1.2501e-07,5.746e-06,-4.8178e-10,3.4069e-08,-1.6085e-06,1.2398e-09,3.4069e-08,-1.6085e-06,1.2398e-09,0.010696,1e-10,0,1e-10,0,1,0.004,0.069,0,0.03
0.00068258,-1.5445e-07,7.0991e-06,-6.084e-10,0.0052878,-1.5446e-07,7.0993e-06,-6.0855e-10,4.6899e-08,-2.2046e-06,1.472e-09,4.6899e-08,-2.2046e-06,1.472e-09,0.013875,1e-10,0,1e-10,3.5247e-29,1,0.00425,0.06925,0,0.03
0.00080988,-1.8389e-07,8.4524e-06,-7.3513e-10,0.0065014,-1.839e-07,8.4527e-06,-7.3531e-10,5.9729e-08,-2.8006e-06,1.7043e-09,5.9729e-08,-2.8006e-06,1.7043e-09,0.017053,9.9995e-11,-3.4815e-17,1e-10,4.7215e-14,1,0.0045,0.0695,0,0.03
0.00093718,-2.1333e-07,9.8057e-06,-8.6187e-10,0.0077151,-2.1334e-07,9.806e-06,-8.6207e-10,7.256e-08,-3.3967e-06,1.9365e-09,7.256e-08,-3.3967e-06,1.9365e-09,0.020231,1e-10,0,1e-10,0,1,0.00475,0.06975,0,0.03
0.0011632,-2.6606e-07,1.2229e-05,-1.0866e-09,0.01002,-2.6607e-07,1.2229e-05,-1.0868e-09,9.9512e-08,-4.6438e-06,2.2946e-09,9.9512e-08,-4.6438e-06,2.2946e-09,0.026264,1e-10,0,1e-10,-1.4099e-28,1,0.005,0.07,0,0.03
0.0014139,-3.246e-07,1.4919e-05,-1.3357e-09,0.012597,-3.2461e-07,1.492e-05,-1.336e-09,1.2999e-07,-6.0535e-06,2.6841e-09,1.2999e-07,-6.0535e-06,2.6841e-09,0.03301,1e-10,3.3727e-17,1e-10,-3.9789e-14,1,0.00525,0.07025,0,0.03
0.0016646,-3.8315e-07,1.761e-05,-1.5849e-09,0.015174,-3.8316e-07,1.7611e-05,-1.5852e-09,1.6048e-07,-7.4633e-06,3.0737e-09,1.6048e-07,-7.4633e-06,3.0737e-09,0.039756,1e-10,0,1e-10,-8.4592e-28,1,0.0055,0.0705,0,0.03
0.0020711,-4.7877e-07,2.2004e-05,-1.9747e-09,0.019448,-4.7879e-07,2.2005e-05,-1.975e-09,2.1606e-07,-1.0028e-05,3.6097e-09,2.1606e-07,-1.0028e-05,3.6097e-09,0.050939,1e-10,3.3727e-17,1e-10,7.0493e-29,1,0.00575,0.07075,0,0.03
0.0025813,-5.9912e-07,2.7533e-05,-2.4582e-09,0.024854,-5.9914e-07,2.7534e-05,-2.4587e-09,2.8839e-07,-1.3363e-05,4.2434e-09,2.8839e-07,-1.3363e-05,4.2434e-09,0.065081,1e-10,0,1e-10,0,1,0.006,0.071,0,0.03
0.0030915,-7.1946e-07,3.3062e-05,-2.9418e-09,0.03026,-7.195e-07,3.3064e-05,-2.9423e-09,3.6071e-07,-1.6698e-05,4.877e-09,3.6071e-07,-1.6698e-05,4.877e-09,0.079223,1e-10,0,1e-10,1.0574e-28,1,0.00625,0.07125,0,0.03
0.0038158,-8.9136e-07,4.0959e-05,-3.5952e-09,0.037883,-8.914e-07,4.0961e-05,-3.5957e-09,4.7083e-07,-2.1769e-05,5.655e-09,4.7083e-07,-2.1769e-05,5.655e-09,0.099156,9.9999e-11,-3.4815e-17,1e-10,0,1,0.0065,0.0715,0,0.03
0.0048612,-1.1406e-06,5.2405e-05,-4.5033e-09,0.048833,-1.1406e-06,5.2408e-05,-4.504e-09,6.3762e-07,-2.9445e-05,6.6495e-09,6.3762e-07,-2.9445e-05,6.6495e-09,0.12777,9.9999e-11,-3.4815e-17,1e-10,1.1231e-14,1,0.00675,0.07175,0,0.03
0.0059065,-1.3898e-06,6.3851e-05,-5.4115e-09,0.059783,-1.3898e-06,6.3854e-05,-5.4122e-09,8.0441e-07,-3.712e-05,7.6439e-09,8.0441e-07,-3.712e-05,7.6439e-09,0.15639,1e-10,3.2639e-17,1e-10,3.5247e-29,1,0.007,0.072,0,0.03
0.0071634,-1.6905e-06,7.7662e-05,-6.4614e-09,0.072727,-1.6906e-06,7.7666e-05,-6.4622e-09,1.0106e-06,-4.6607e-05,8.7353e-09,1.0106e-06,-4.6607e-05,8.7353e-09,0.1902,1e-10,3.3727e-17,1e-10,-7.0493e-29,1,0.00725,0.07225,0,0.03
0.0092658,-2.1973e-06,0.00010093,-8.0781e-09,0.093648,-2.1974e-06,0.00010094,-8.0791e-09,1.3746e-06,-6.3336e-05,1.0214e-08,1.3746e-06,-6.3336e-05,1.0214e-08,0.24478,1e-10,0,1e-10,4.3486e-14,1,0.0075,0.0725,0,0.03
0.011368,-2.704e-06,0.0001242,-9.6948e-09,0.11457,-2.7042e-06,0.00012421,-9.696e-09,1.7386e-06,-8.0065e-05,1.1693e-08,1.7386e-06,-8.0065e-05,1.1693e-08,0.29936,1e-10,0,1e-10,3.5247e-29,1,0.00775,0.07275,0,0.03
0.013471,-3.2108e-06,0.00014747,-1.1312e-08,0.13549,-3.211e-06,0.00014748,-1.1313e-08,2.1026e-06,-9.6794e-05,1.3172e-08,2.1026e-06,-9.6794e-05,1.3172e-08,0.35394,1e-10,0,1e-10,4.2296e-28,1,0.008,0.073,0,0.03
0.017525,-4.1992e-06,0.00019284,-1.3984e-08,0.17233,-4.1995e-06,0.00019285,-1.3985e-08,2.835e-06,-0.00013043,1.5183e-08,2.835e-06,-0.00013043,1.5183e-08,0.44976,1e-10,-3.4815e-17,1e-10,1.4099e-28,1,0.00825,0.07325,0,0.03
0.021578,-5.1875e-06,0.00023821,-1.6656e-08,0.20918,-5.1879e-06,0.00023822,-1.6657e-08,3.5674e-06,-0.00016406,1.7194e-08,3.5674e-06,-0.00016406,1.7194e-08,0.54557,1e-10,-6.7454e-17,1e-10,2.2912e-13,1,0.0085,0.0735,0,0.03
0.025632,-6.1759e-06,0.00028358,-1.9328e-08,0.24602,-6.1763e-06,0.0002836,-1.933e-08,4.2998e-06,-0.00019769,1.9205e-08,4.2998e-06,-0.00019769,1.9205e-08,0.64139,1e-10,0,1e-10,2.2558e-27,1,0.00875,0.07375,0,0.03
0.032315,-7.8223e-06,0.00035914,-2.3073e-08,0.30025,-7.8229e-06,0.00035916,-2.3076e-08,5.5064e-06,-0.00025307,2.1495e-08,5.5064e-06,-0.00025307,2.1495e-08,0.78178,1e-10,-3.4815e-17,1e-10,-7.0493e-29,1,0.009,0.074,0,0.03
0.039655,-9.6333e-06,0.00044224,-2.7088e-08,0.35881,-9.634e-06,0.00044227,-2.709e-08,6.8314e-06,-0.00031389,2.3855e-08,6.8314e-06,-0.00031389,2.3855e-08,0.9333,1e-10,0,1e-10,-3.618e-14,1,0.00925,0.07425,0,0.03
0.046995,-1.1444e-05,0.00052535,-3.1102e-08,0.41738,-1.1445e-05,0.00052539,-3.1104e-08,8.1565e-06,-0.0003747,2.6214e-08,8.1565e-06,-0.0003747,2.6214e-08,1.0848,1e-10,0,1e-10,-5.6395e-28,1,0.0095,0.0745,0,0.03
0.057298,-1.4009e-05,0.00064302,-3.5913e-08,0.49024,-1.401e-05,0.00064307,-3.5916e-08,9.9485e-06,-0.00045693,2.84e-08,9.9485e-06,-0.00045693,2.84e-08,1.2724,1e-10,0,1e-10,3.5247e-29,1,0.00975,0.07475,0,0.03
0.069578,-1.7076e-05,0.00078374,-4.1257e-08,0.57264,-1.7077e-05,0.0007838,-4.126e-08,1.2052e-05,-0.00055343,3.0471e-08,1.2052e-05,-0.00055343,3.0471e-08,1.484,1e-10,0,1e-10,0,1,0.01,0.075,0,0.03
0.081857,-2.0143e-05,0.00092446,-4.66e-08,0.65503,-2.0144e-05,0.00092452,-4.6603e-08,1.4155e-05,-0.00064992,3.2542e-08,1.4155e-05,-0.00064992,3.2542e-08,1.6957,1e-10,-3.2639e-17,1e-10,3.5247e-29,1,0.01025,0.07525,0,0.03
0.096729,-2.3881e-05,0.001096,-5.222e-08,0.74469,-2.3883e-05,0.0010961,-5.2224e-08,1.6558e-05,-0.00076017,3.3987e-08,1.6558e-05,-0.00076017,3.3987e-08,1.925,1e-10,0,1e-10,1.4099e-28,1,0.0105,0.0755,0,0.03
0.11549,-2.8628e-05,0.0013137,-5.8256e-08,0.84524,-2.863e-05,0.0013138,-5.8259e-08,1.9412e-05,-0.00089106,3.4491e-08,1.9412e-05,-0.00089106,3.4491e-08,2.1808,1e-10,0,1e-10,9.5454e-15,1,0.01075,0.07575,0,0.03
0.13425,-3.3375e-05,0.0015315,-6.4291e-08,0.94578,-3.3377e-05,0.0015316,-6.4295e-08,2.2265e-05,-0.001022,3.4995e-08,2.2265e-05,-0.001022,3.4995e-08,2.4367,1e-10,0,1e-10,-3.5247e-29,1,0.011,0.076,0,0.03
0.15447,-3.8506e-05,0.0017669,-7.0156e-08,1.0469,-3.8508e-05,0.001767,-7.016e-08,2.5188e-05,-0.001156,3.4829e-08,2.5188e-05,-0.001156,3.4829e-08,2.6935,1e-10,-3.4815e-17,1e-10,1.4099e-28,1,0.01125,0.07625,0,0.03
0.18048,-4.5176e-05,0.0020729,-7.5339e-08,1.1504,-4.5179e-05,0.002073,-7.5342e-08,2.8386e-05,-0.0013027,3.1988e-08,2.8386e-05,-0.0013027,3.1988e-08,2.9543,1e-10,0,1e-10,3.7022e-14,1,0.0115,0.0765,0,0.03
0.20649,-5.1846e-05,0.0023788,-8.0522e-08,1.254,-5.1849e-05,0.002379,-8.0525e-08,3.1584e-05,-0.0014494,2.9146e-08,3.1584e-05,-0.0014494,2.9146e-08,3.2151,1e-10,-3.4815e-17,1e-10,8.3028e-14,1,0.01175,0.07675,0,0.03
0.23251,-5.8516e-05,0.0026848,-8.5705e-08,1.3575,-5.852e-05,0.002685,-8.5708e-08,3.4782e-05,-0.0015961,2.6304e-08,3.4782e-05,-0.0015961,2.6304e-08,3.4759,1e-10,0,1e-10,7.0493e-29,1,0.012,0.077,0,0.03
0.26515,-6.7009e-05,0.0030743,-8.7618e-08,1.4424,-6.7012e-05,0.0030745,-8.762e-08,3.756e-05,-0.0017235,1.878e-08,3.756e-05,-0.0017235,1.878e-08,3.6878,1e-10,0,1e-10,8.0794e-14,1,0.01225,0.07725,0,0.03
0.29779,-7.5501e-05,0.0034639,-8.9531e-08,1.5273,-7.5505e-05,0.0034641,-8.9532e-08,4.0338e-05,-0.0018509,1.1255e-08,4.0338e-05,-0.0018509,1.1255e-08,3.8998,1e-10,3.3727e-17,1e-10,3.5793e-14,1,0.0125,0.0775,0,0.03
0.33043,-8.3993e-05,0.0038535,-9.1444e-08,1.6122,-8.3998e-05,0.0038537,-9.1444e-08,4.3116e-05,-0.0019783,3.7311e-09,4.3116e-05,-0.0019783,3.7311e-09,4.1117,1e-10,3.3727e-17,1e-10,7.0493e-29,1,0.01275,0.07775,0,0.03
0.36662,-9.3534e-05,0.0042911,-8.8703e-08,1.6657,-9.3539e-05,0.0042913,-8.8703e-08,4.4888e-05,-0.0020595,-6.8704e-09,4.4888e-05,-0.0020595,-6.8704e-09,4.2446,1e-10,0,1e-10,1.7623e-29,1,0.013,0.078,0,0.03
0.40369,-0.00010334,0.0047407,-8.48e-08,1.7113,-0.00010334,0.004741,-8.4798e-08,4.6409e-05,-0.0021293,-1.8241e-08,4.6409e-05,-0.0021293,-1.8241e-08,4.3578,1e-10,-3.4815e-17,1e-10,8.682e-15,1,0.01325,0.07825,0,0.03
0.44077,-0.00011314,0.0051904,-8.0897e-08,1.7569,-0.00011315,0.0051906,-8.0894e-08,4.7929e-05,-0.002199,-2.9612e-08,4.7929e-05,-0.002199,-2.9612e-08,4.4709,1e-10,3.3727e-17,1e-10,-3.5247e-29,1,0.0135,0.0785,0,0.03
0.4785,-0.00012323,0.0056532,-7.2817e-08,1.7719,-0.00012323,0.0056534,-7.2813e-08,4.8402e-05,-0.0022205,-4.0882e-08,4.8402e-05,-0.0022205,-4.0882e-08,4.5082,1e-10,-3.4815e-17,1e-10,-4.2296e-28,1,0.01375,0.07875,0,0.03
0.51667,-0.00013351,0.0061247,-6.1953e-08,1.7665,-0.00013352,0.0061249,-6.1948e-08,4.8175e-05,-0.00221,-5.2086e-08,4.8175e-05,-0.00221,-5.2086e-08,4.4948,1e-10,3.3727e-17,1e-10,-1.7786e-22,1,0.014,0.079,0,0.03
0.55483,-0.00014379,0.0065962,-5.109e-08,1.7611,-0.0001438,0.0065964,-5.1084e-08,4.7949e-05,-0.0021996,-6.329e-08,4.7949e-05,-0.0021996,-6.329e-08,4.4814,1e-10,3.2639e-17,1e-10,-2.8197e-28,1,0.01425,0.07925,0,0.03
0.59198,-0.00015389,0.0070592,-3.8123e-08,1.7361,-0.00015389,0.0070594,-3.8115e-08,4.7072e-05,-0.0021592,-7.2282e-08,4.7072e-05,-0.0021592,-7.2282e-08,4.4193,1e-10,0,1e-10,7.0493e-29,1,0.0145,0.0795,0,0.03
0.62763,-0.00016371,0.0075096,-2.1998e-08,1.6816,-0.00016371,0.0075098,-2.199e-08,4.5219e-05,-0.002074,-7.7954e-08,4.5219e-05,-0.002074,-7.7954e-08,4.284,1e-10,-3.4816e-17,1e-10,8.5534e-15,1,0.01475,0.07975,0,0.03
0.66327,-0.00017353,0.0079599,-5.8739e-09,1.6271,-0.00017353,0.0079601,-5.8656e-09,4.3366e-05,-0.0019888,-8.3627e-08,4.3366e-05,-0.0019888,-8.3627e-08,4.1487,1e-10,3.3728e-17,1e-10,-1.7623e-29,1,0.015,0.08,0,0.03
0.69782,-0.0001831,0.0083988,1.0423e-08,1.5658,-0.0001831,0.0083989,1.0432e-08,4.1316e-05,-0.0018946,-8.7651e-08,4.1316e-05,-0.0018946,-8.7651e-08,3.9961,1e-10,0,1e-10,-1.4099e-28,1,0.01525,0.08025,0,0.03
0.72805,-0.00019167,0.0087918,2.7409e-08,1.4769,-0.00019168,0.008792,2.7417e-08,3.8481e-05,-0.0017644,-8.5081e-08,3.8481e-05,-0.0017644,-8.5081e-08,3.7738,1e-10,-3.4816e-17,1e-10,3.3332e-14,1,0.0155,0.0805,0,0.03
0.75827,-0.00020025,0.0091849,4.4395e-08,1.388,-0.00020025,0.009185,4.4403e-08,3.5646e-05,-0.0016342,-8.2511e-08,3.5646e-05,-0.0016342,-8.2511e-08,3.5516,1e-10,0,1e-10,7.4765e-14,1,0.01575,0.08075,0,0.03
0.78849,-0.00020882,0.0095779,6.1381e-08,1.2991,-0.00020882,0.009578,6.1389e-08,3.2811e-05,-0.0015039,-7.9941e-08,3.2811e-05,-0.0015039,-7.9941e-08,3.3294,1e-10,0,1e-10,7.0493e-29,1,0.016,0.081,0,0.03
0.8118,-0.00021571,0.0098934,7.4333e-08,1.1972,-0.00021571,0.0098935,7.4341e-08,2.9808e-05,-0.001366,-7.127e-08,2.9808e-05,-0.001366,-7.127e-08,3.0723,1e-10,-3.4817e-17,1e-10,7.2851e-14,1,0.01625,0.08125,0,0.03
0.83511,-0.0002226,0.010209,8.7286e-08,1.0954,-0.0002226,0.010209,8.7292e-08,2.6805e-05,-0.0012282,-6.2599e-08,2.6805e-05,-0.0012282,-6.2599e-08,2.8153,1e-10,-3.4817e-17,1e-10,3.2279e-14,1,0.0165,0.0815,0,0.03
0.85842,-0.00022948,0.010524,1.0024e-07,0.9935,-0.00022949,0.010524,1.0024e-07,2.3802e-05,-0.0010903,-5.3928e-08,2.3802e-05,-0.0010903,-5.3928e-08,2.5582,1e-10,0,1e-10,0,1,0.01675,0.08175,0,0.03
0.87621,-0.00023498,0.010776,1.0779e-07,0.89722,-0.00023498,0.010776,1.0779e-07,2.1158e-05,-0.00096892,-4.4311e-08,2.1158e-05,-0.00096892,-4.4311e-08,2.3134,1e-10,0,1e-10,0,1,0.017,0.082,0,0.03
0.89263,-0.00024013,0.011012,1.1398e-07,0.80234,-0.00024013,0.011012,1.1398e-07,1.8603e-05,-0.0008517,-3.4457e-08,1.8603e-05,-0.0008517,-3.4457e-08,2.0717,1e-10,-3.4818e-17,1e-10,4.5225e-14,1,0.01725,0.08225,0,0.03
0.90905,-0.00024528,0.011248,1.2018e-07,0.70746,-0.00024528,0.011248,1.2018e-07,1.6048e-05,-0.00073447,-2.4603e-08,1.6048e-05,-0.00073447,-2.4603e-08,1.8299,1e-10,3.373e-17,1e-10,0,1,0.0175,0.0825,0,0.03
0.92201,-0.00024954,0.011442,1.2255e-07,0.62418,-0.00024954,0.011442,1.2255e-07,1.3916e-05,-0.00063667,-1.6339e-08,1.3916e-05,-0.00063667,-1.6339e-08,1.6167,1e-10,3.2643e-17,1e-10,-1.4099e-28,1,0.01775,0.08275,0,0.03
0.93267,-0.00025321,0.01161,1.2237e-07,0.54862,-0.00025321,0.01161,1.2237e-07,1.2065e-05,-0.00055181,-9.1338e-09,1.2065e-05,-0.00055181,-9.1338e-09,1.4225,1e-10,-3.4819e-17,1e-10,-1.6328e-22,1,0.018,0.083,0,0.03
0.94333,-0.00025688,0.011778,1.222e-07,0.47307,-0.00025688,0.011778,1.222e-07,1.0214e-05,-0.00046696,-1.9285e-09,1.0214e-05,-0.00046696,-1.9285e-09,1.2283,1e-10,6.7463e-17,1e-10,-2.8197e-28,1,0.01825,0.08325,0,0.03
0.95232,-0.0002601,0.011925,1.2039e-07,0.40654,-0.0002601,0.011925,1.2039e-07,8.6282e-06,-0.00039428,3.8283e-09,8.6282e-06,-0.00039428,3.8283e-09,1.0569,1e-10,-3.482e-17,1e-10,3.5247e-29,1,0.0185,0.0835,0,0.03
0.9588,-0.00026267,0.012043,1.1615e-07,0.35357,-0.00026267,0.012043,1.1615e-07,7.4401e-06,-0.00033987,7.4126e-09,7.4401e-06,-0.00033987,7.4126e-09,0.91985,1e-10,0,1e-10,7.4096e-15,1,0.01875,0.08375,0,0.03
0.96528,-0.00026524,0.01216,1.1191e-07,0.3006,-0.00026524,0.01216,1.1191e-07,6.2521e-06,-0.00028546,1.0997e-08,6.2521e-06,-0.00028546,1.0997e-08,0.78278,1e-10,3.3733e-17,1e-10,1.7623e-29,1,0.019,0.084,0,0.03
0.97128,-0.00026769,0.012272,1.0726e-07,0.25135,-0.00026769,0.012272,1.0726e-07,5.155e-06,-0.00023523,1.405e-08,5.155e-06,-0.00023523,1.405e-08,0.65524,1e-10,6.7467e-17,1e-10,7.0493e-29,1,0.01925,0.08425,0,0.03
0.97541,-0.00026964,0.012361,1.01e-07,0.21696,-0.00026964,0.012361,1.01e-07,4.4217e-06,-0.00020169,1.498e-08,4.4217e-06,-0.00020169,1.498e-08,0.56583,1e-10,3.3734e-17,1e-10,2.8822e-14,1,0.0195,0.0845,0,0.03
0.97953,-0.00027158,0.01245,9.4732e-08,0.18257,-0.00027159,0.01245,9.4731e-08,3.6885e-06,-0.00016815,1.591e-08,3.6885e-06,-0.00016815,1.591e-08,0.47643,1e-10,0,1e-10,6.4653e-14,1,0.01975,0.08475,0,0.03
0.98365,-0.00027353,0.012539,8.8467e-08,0.14819,-0.00027353,0.012539,8.8465e-08,2.9552e-06,-0.00013462,1.684e-08,2.9552e-06,-0.00013462,1.684e-08,0.38702,1e-10,0,1e-10,0,1,0.02,0.085,0,0.03
0.98543,-0.00027484,0.012598,8.2915e-08,0.13107,-0.00027484,0.012598,8.2914e-08,2.6038e-06,-0.00011857,1.637e-08,2.6038e-06,-0.00011857,1.637e-08,0.34238,1e-10,3.2648e-17,1e-10,3.5247e-29,1,0.02025,0.08525,0,0.03
0.9872,-0.00027615,0.012658,7.7364e-08,0.11395,-0.00027615,0.012658,7.7362e-08,2.2524e-06,-0.00010252,1.5901e-08,2.2524e-06,-0.00010252,1.5901e-08,0.29774,1e-10,0,1e-10,0,1,0.0205,0.0855,0,0.03
0.98897,-0.00027746,0.012718,7.1812e-08,0.096839,-0.00027746,0.012718,7.1811e-08,1.901e-06,-8.6474e-05,1.5431e-08,1.901e-06,-8.6474e-05,1.5431e-08,0.25311,1e-10,0,1e-10,-3.5247e-29,1,0.02075,0.08575,0,0.03
0.99075,-0.00027877,0.012778,6.626e-08,0.079723,-0.00027877,0.012778,6.6259e-08,1.5496e-06,-7.0426e-05,1.4961e-08,1.5496e-06,-7.0426e-05,1.4961e-08,0.20847,1e-10,-3.4827e-17,1e-10,0,1,0.021,0.086,0,0.03
0.99179,-0.00027988,0.012828,6.1238e-08,0.070354,-0.00027988,0.012828,6.1236e-08,1.3649e-06,-6.201e-05,1.4042e-08,1.3649e-06,-6.201e-05,1.4042e-08,0.18399,1e-10,3.374e-17,1e-10,-2.1148e-28,1,0.02125,0.08625,0,0.03
0.99284,-0.00028099,0.012879,5.6215e-08,0.060986,-0.00028099,0.012879,5.6214e-08,1.1802e-06,-5.3594e-05,1.3124e-08,1.1802e-06,-5.3594e-05,1.3124e-08,0.15952,1e-10,0,1e-10,1.1535e-22,1,0.0215,0.0865,0,0.03
0.99388,-0.0002821,0.01293,5.1192e-08,0.051617,-0.0002821,0.01293,5.1191e-08,9.9555e-07,-4.5178e-05,1.2205e-08,9.9555e-07,-4.5178e-05,1.2205e-08,0.13504,1e-10,3.483e-17,1e-10,7.0493e-29,1,0.02175,0.08675,0,0.03
0.99493,-0.00028321,0.012981,4.617e-08,0.042248,-0.00028321,0.012981,4.6169e-08,8.1086e-07,-3.6762e-05,1.1286e-08,8.1086e-07,-3.6762e-05,1.1286e-08,0.11056,1e-10,0,1e-10,5.6395e-28,1,0.022,0.087,0,0.03
0.9955,-0.0002842,0.013026,4.2177e-08,0.037885,-0.0002842,0.013026,4.2176e-08,7.1318e-07,-3.2322e-05,1.0504e-08,7.1318e-07,-3.2322e-05,1.0504e-08,0.099149,1e-10,3.3744e-17,1e-10,5.287e-29,1,0.02225,0.08725,0,0.03
0.99608,-0.00028518,0.01307,3.8184e-08,0.033522,-0.00028518,0.01307,3.8183e-08,6.155e-07,-2.7882e-05,9.7231e-09,6.155e-07,-2.7882e-05,9.7231e-09,0.087737,1e-10,0,1e-10,0,1,0.0225,0.0875,0,0.03
